Pos,ID,Name,BV,SV,Team,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,Elite%
G,15,Raya,5.5,5.5,Arsenal,94,3.41,93,3.29,92,4.28,92,4.32,91,3.73,92,3.54,91,3.52,91,3.41,90,4.17,90,3.67,90,3.78,90,3.79,0.09
M,16,Rice,6.4,6.4,Arsenal,0,0.00,88,2.49,84,3.85,81,3.61,83,3.02,80,2.78,80,2.81,78,2.54,77,3.24,77,2.82,77,2.97,78,2.86,0.00
M,17,Saka,10.1,10.0,Arsenal,90,5.29,86,3.91,81,7.28,79,7.36,80,5.34,78,5.02,78,5.04,80,4.87,77,6.39,80,5.44,77,5.76,75,5.04,0.90
D,18,Saliba,6.0,6.0,Arsenal,92,2.67,88,2.14,87,4.44,85,4.44,84,3.34,82,2.82,82,2.78,82,2.51,83,4.22,81,3.13,82,3.39,81,3.41,0.08
M,19,Smith Rowe,5.6,5.5,Fulham,71,3.62,69,3.38,66,3.02,64,2.20,64,2.97,62,2.96,63,3.29,62,2.69,63,3.38,61,2.47,62,2.98,69,2.58,0.26
M,20,Thomas,5.0,5.0,Arsenal,81,2.42,58,1.64,53,2.15,50,2.11,47,1.71,49,1.64,46,1.62,40,1.35,36,1.48,34,1.27,34,1.32,33,1.25,0.00
D,21,Tierney,4.4,4.4,Arsenal,0,0.00,3,0.14,4,0.23,4,0.22,3,0.18,4,0.21,4,0.22,5,0.23,5,0.26,4,0.23,4,0.20,4,0.23,0.00
D,22,Tomiyasu,4.9,4.9,Arsenal,0,0.00,0,0.00,3,0.17,11,0.60,18,0.81,25,0.97,25,1.01,27,0.98,26,1.39,24,1.09,27,1.25,25,1.17,0.00
M,23,Trossard,6.9,6.9,Arsenal,66,3.64,55,2.36,55,4.16,51,4.06,46,2.92,47,2.74,46,2.77,50,2.81,44,3.15,42,2.70,43,2.85,43,2.71,0.00
D,24,White,6.5,6.5,Arsenal,88,2.73,83,2.13,80,4.35,77,4.23,76,3.18,74,2.75,74,2.75,74,2.42,74,3.92,75,3.07,75,3.27,73,3.22,0.00
D,25,Zinchenko,4.9,4.9,Arsenal,37,1.51,22,0.81,23,1.39,18,1.08,18,0.89,17,0.79,17,0.77,16,0.67,14,0.79,15,0.73,12,0.62,14,0.68,0.00
D,26,Alex Moreno,4.4,4.4,Nott'm Forest,42,0.96,55,1.80,54,2.38,53,1.25,54,2.19,53,2.08,54,2.21,53,1.85,53,1.09,52,2.60,51,0.94,52,1.45,0.00
F,27,Archer,5.0,5.0,Southampton,44,2.32,44,2.67,43,2.11,43,1.72,44,2.54,42,1.64,42,2.40,45,2.21,42,1.99,40,1.88,42,2.08,42,1.89,0.00
M,28,Bailey,6.4,6.4,Aston Villa,36,2.38,66,4.20,71,4.14,68,3.76,67,3.46,64,3.85,65,2.96,65,2.73,65,3.66,65,3.01,64,3.88,64,4.37,0.01
M,29,Barkley,5.3,5.3,Aston Villa,19,1.16,13,0.76,12,0.69,14,0.77,17,0.87,16,0.93,17,0.79,17,0.76,18,0.98,16,0.75,18,1.03,18,1.14,0.00
M,30,Barrenechea,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,31,Buendia,5.4,5.4,Aston Villa,14,0.88,9,0.64,10,0.67,10,0.66,13,0.78,13,0.85,13,0.71,13,0.68,15,0.90,15,0.83,14,0.89,16,1.10,0.00
D,32,Cash,4.4,4.4,Aston Villa,0,0.00,26,1.25,59,2.68,62,2.46,61,2.44,60,2.75,59,1.55,58,1.35,57,2.55,60,1.64,58,2.77,62,3.34,0.00
M,33,Dendoncker,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,34,Diaby,6.5,6.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,35,Diego Carlos,4.5,4.5,Aston Villa,12,0.53,20,0.86,20,0.81,20,0.71,22,0.80,21,0.83,24,0.58,27,0.57,26,1.05,26,0.63,25,1.03,26,1.21,0.00
D,36,Digne,4.5,4.5,Aston Villa,65,3.43,56,2.86,53,2.55,51,2.12,52,2.17,53,2.48,52,1.48,53,1.31,52,2.44,51,1.48,52,2.59,50,2.81,0.00
M,37,Dobbin,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,38,Duran,6.0,6.0,Aston Villa,61,3.85,38,2.59,32,2.05,35,2.06,34,1.92,34,2.23,35,1.85,33,1.58,35,2.10,36,1.79,35,2.28,37,2.61,0.00
G,39,Gauci,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,40,Hause,4.0,4.0,Aston Villa,3,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,1,0.05,0.00
M,41,Iling Jr,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,42,Kamara,5.0,5.0,Aston Villa,32,1.09,56,1.82,59,1.84,60,1.80,56,1.69,58,1.83,58,1.60,58,1.55,58,1.80,57,1.57,58,1.85,58,1.96,0.00
D,43,Kesler-Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,44,Konsa,4.5,4.5,Aston Villa,90,3.85,86,3.50,86,3.36,84,2.77,83,2.85,82,3.21,82,1.71,81,1.50,82,3.10,80,1.75,80,3.26,80,3.66,0.64
D,45,Maatsen,4.9,4.9,Aston Villa,39,2.00,45,2.24,44,2.07,47,1.95,45,1.85,44,2.05,45,1.28,45,1.14,45,2.02,46,1.32,46,2.22,46,2.49,0.00
G,46,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,47,Martinez,5.0,5.0,Aston Villa,94,3.94,93,3.69,92,3.73,92,3.40,91,3.58,91,3.57,91,3.05,91,3.06,92,3.63,91,3.19,90,3.58,90,3.80,0.01
M,48,McGinn,5.5,5.5,Aston Villa,80,3.99,78,3.81,77,3.51,76,3.34,76,3.15,73,3.50,72,2.64,73,2.52,71,3.18,74,2.71,73,3.48,72,3.73,0.00
D,49,Mings,4.4,4.4,Aston Villa,11,0.46,19,0.79,19,0.72,22,0.79,23,0.82,25,1.00,24,0.59,25,0.56,24,0.95,24,0.59,25,1.04,26,1.18,0.00
D,50,Nedeljkovic,4.0,4.0,Aston Villa,76,3.52,52,2.35,29,1.25,27,1.03,26,1.03,29,1.24,30,0.82,29,0.74,30,1.26,28,0.78,28,1.25,27,1.30,0.01
G,51,Olsen,4.5,4.5,Aston Villa,1,0.05,2,0.09,3,0.11,3,0.11,4,0.14,4,0.16,4,0.14,4,0.13,3,0.13,4,0.14,5,0.18,4,0.19,0.00
D,52,Pau,4.5,4.5,Aston Villa,83,3.58,74,3.05,70,2.79,66,2.27,67,2.29,66,2.57,63,1.35,62,1.19,63,2.49,65,1.46,66,2.66,62,2.80,0.01
M,53,Ramsey,5.5,5.5,Aston Villa,43,2.47,33,1.93,34,1.86,35,1.80,36,1.76,36,1.99,35,1.57,36,1.52,36,1.88,38,1.67,37,2.04,37,2.26,0.00
M,54,Rogers,5.1,5.0,Aston Villa,78,4.35,75,4.23,71,3.77,70,3.56,69,3.27,70,3.82,71,2.92,70,2.66,70,3.56,67,2.83,69,3.71,67,4.02,0.73
G,55,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,72,3.51,69,3.20,67,2.99,67,2.84,66,2.73,66,3.04,65,2.39,65,2.25,65,2.82,65,2.44,64,2.96,62,3.12,0.00
F,58,Watkins,8.9,8.9,Aston Villa,59,4.06,75,5.24,78,4.78,78,4.62,75,4.15,76,4.92,76,3.74,77,3.41,74,4.49,76,3.77,75,4.91,76,5.44,0.03
D,59,Aarons,4.4,4.4,Bournemouth,17,0.53,19,0.42,22,1.01,24,0.89,26,0.72,27,0.77,29,0.71,28,0.94,28,0.99,29,1.04,29,0.85,28,1.07,0.00
M,60,Adams,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,0.49,35,1.04,40,1.22,39,1.19,40,1.18,41,1.26,0.00
M,61,Anthony,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Brooks,4.9,4.9,Bournemouth,3,0.22,7,0.37,7,0.55,8,0.53,11,0.54,11,0.56,11,0.53,12,0.66,13,0.75,11,0.64,12,0.70,13,0.74,0.00
M,63,Christie,4.9,4.9,Bournemouth,66,2.45,64,1.93,63,2.73,63,2.36,61,2.00,59,2.00,58,1.85,53,1.98,52,2.06,53,2.02,52,1.95,50,2.01,0.00
M,64,Cook,5.0,5.0,Bournemouth,89,2.51,83,2.03,79,2.74,77,2.32,78,2.09,77,2.08,75,1.96,72,2.11,72,2.18,70,2.11,70,2.02,71,2.22,0.00
F,65,Enes Ünal,5.4,5.4,Bournemouth,20,1.21,40,1.82,42,3.03,43,2.58,44,2.13,46,2.31,46,2.12,44,2.44,45,2.69,43,2.46,43,2.42,43,2.66,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Hill,4.0,4.0,Bournemouth,0,0.00,2,0.03,2,0.08,4,0.11,4,0.09,4,0.10,5,0.10,5,0.13,6,0.17,6,0.20,7,0.17,7,0.21,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
D,70,Kerkez,4.5,4.5,Bournemouth,76,2.10,73,1.25,70,3.21,69,2.52,67,1.64,67,1.74,65,1.47,64,2.11,65,2.25,65,2.31,64,1.80,66,2.57,0.00
M,71,Kluivert,5.4,5.4,Bournemouth,51,2.71,47,1.97,48,3.19,48,2.60,45,1.99,47,2.19,45,1.98,45,2.31,43,2.42,43,2.32,42,2.24,43,2.44,0.00
D,72,Mepham,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,73,Neto,4.4,4.4,Arsenal,0,0.00,2,0.07,3,0.14,3,0.15,0,0.00,3,0.12,4,0.14,4,0.14,4,0.20,5,0.18,4,0.18,5,0.21,0.00
M,74,O.Dango,5.0,5.0,Bournemouth,36,1.86,38,1.53,40,2.36,39,1.99,42,1.80,40,1.80,43,1.78,41,1.99,41,2.09,40,1.97,42,2.04,41,2.15,0.00
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,76,Philip,4.9,4.9,Bournemouth,16,0.78,22,0.90,24,1.35,28,1.34,28,1.19,27,1.14,25,1.07,23,1.09,21,1.11,24,1.17,22,1.07,21,1.10,0.00
M,77,Scott,5.0,5.0,Bournemouth,50,1.92,49,1.59,50,2.22,49,1.93,50,1.70,51,1.78,45,1.54,41,1.59,40,1.63,40,1.62,42,1.63,42,1.74,0.00
M,78,Semenyo,5.6,5.6,Bournemouth,66,3.28,62,2.35,63,3.83,63,3.19,59,2.42,59,2.55,57,2.29,60,2.89,56,2.87,57,2.80,58,2.84,59,3.12,0.01
D,79,Senesi,4.9,4.9,Bournemouth,87,2.13,84,1.21,82,3.45,81,2.71,77,1.72,77,1.80,76,1.52,75,2.30,75,2.38,75,2.45,75,1.85,73,2.63,0.00
M,80,Sinisterra,5.0,5.0,Bournemouth,38,2.00,37,1.56,37,2.29,38,2.00,38,1.70,40,1.83,37,1.59,37,1.90,38,2.05,40,2.04,37,1.94,37,2.07,0.00
D,81,Smith,4.5,4.5,Bournemouth,24,0.70,24,0.51,25,1.04,25,0.88,25,0.69,25,0.71,28,0.69,27,0.87,25,0.86,27,0.95,27,0.79,28,1.04,0.00
F,82,Solanke,7.5,7.5,Spurs,27,1.47,72,4.72,79,4.37,75,4.22,74,5.37,73,4.01,72,4.59,69,5.56,71,2.98,70,4.99,72,4.32,72,4.57,0.01
M,83,Tavernier,5.5,5.5,Bournemouth,62,3.04,60,2.27,57,3.37,58,2.88,57,2.37,59,2.50,58,2.33,55,2.62,56,2.83,57,2.78,56,2.71,57,3.01,0.00
G,84,Travers,4.5,4.5,Bournemouth,94,3.14,2,0.07,3,0.10,3,0.11,3,0.11,4,0.14,4,0.12,3,0.10,3,0.10,4,0.14,4,0.13,4,0.16,0.00
D,85,Zabarnyi,4.5,4.5,Bournemouth,89,1.88,86,1.09,84,3.10,81,2.43,80,1.61,79,1.64,80,1.39,80,2.10,79,2.21,78,2.28,78,1.69,77,2.49,0.00
D,86,Ajer,4.5,4.5,Brentford,68,1.01,64,1.42,59,2.13,54,2.25,54,1.36,56,2.52,54,1.76,53,1.96,54,1.90,56,2.38,54,1.40,54,1.66,0.00
M,87,Brierley,4.5,4.5,Brentford,0,0.00,1,0.09,1,0.10,1,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,88,Collins,4.5,4.5,Brentford,64,0.81,60,1.16,58,1.92,55,2.12,57,1.25,56,2.35,56,1.65,54,1.85,54,1.75,56,2.21,58,1.34,57,1.59,0.00
M,89,Damsgaard,5.0,5.0,Brentford,68,2.09,67,2.32,59,2.68,50,2.34,43,1.68,46,2.28,43,1.79,43,2.00,45,1.92,46,2.22,46,1.78,45,1.96,0.00
M,90,Dasilva,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,8,0.38,18,0.92,22,1.02,24,1.15,22,1.01,24,1.19,23,0.99,24,1.10,0.00
G,91,Flekken,4.5,4.5,Brentford,94,3.06,92,3.13,92,3.44,91,3.61,92,3.18,91,3.76,90,3.35,91,3.43,91,3.42,91,3.67,90,3.11,90,3.15,0.26
D,92,Henry,4.4,4.4,Brentford,0,0.00,0,0.00,33,1.24,66,2.75,80,1.88,78,3.52,78,2.45,76,2.77,77,2.64,77,3.27,77,1.86,77,2.33,0.00
D,93,Hickey,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,94,Janelt,4.9,4.9,Brentford,81,2.07,79,2.25,75,2.54,72,2.54,72,2.12,71,2.67,70,2.18,67,2.30,68,2.17,67,2.43,68,2.02,69,2.25,0.00
M,95,Jensen,5.5,5.5,Brentford,0,0.00,0,0.00,27,1.17,56,2.37,67,2.32,67,2.93,67,2.40,66,2.64,65,2.45,66,2.81,65,2.21,64,2.48,0.00
D,96,Ji-soo,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,1,0.04,1,0.03,0,0.00,0.00
M,97,Konak,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,52,1.78,50,1.93,41,1.98,29,1.58,24,1.18,22,1.42,23,1.23,22,1.31,23,1.23,23,1.43,23,1.14,24,1.33,0.00
M,99,Mbeumo,7.1,7.1,Brentford,87,3.56,85,4.22,82,5.49,81,5.39,79,3.95,77,5.65,76,4.20,76,4.99,75,4.27,74,5.26,73,3.60,74,4.57,0.11
D,100,Mee,4.4,4.4,Brentford,47,0.75,59,1.31,58,2.13,60,2.52,57,1.41,58,2.69,57,1.88,56,2.06,56,1.98,56,2.43,55,1.43,56,1.79,0.00
M,101,Nørgaard,5.0,5.0,Brentford,88,2.11,84,2.28,79,2.62,76,2.60,75,2.15,74,2.77,73,2.27,72,2.47,71,2.28,70,2.53,71,2.05,70,2.24,0.00
M,102,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Pinnock,4.5,4.5,Brentford,86,1.10,81,1.60,79,2.70,76,3.02,76,1.70,74,3.22,74,2.21,76,2.63,76,2.52,75,3.04,73,1.70,74,2.13,0.02
D,105,Roerslev,4.5,4.5,Brentford,69,1.07,70,1.58,60,2.26,52,2.21,48,1.29,47,2.17,47,1.62,49,1.89,47,1.72,46,2.03,49,1.33,49,1.60,0.00
M,106,Schade,5.5,5.5,Brentford,54,1.98,55,2.35,54,2.94,52,2.90,50,2.19,49,2.98,47,2.21,47,2.53,49,2.43,50,2.84,49,2.16,50,2.56,0.00
F,107,Thiago,5.9,5.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,108,Toney,7.3,7.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,109,Valdimarsson,4.0,4.0,Brentford,1,0.04,3,0.10,3,0.12,3,0.14,3,0.12,3,0.15,5,0.17,3,0.13,4,0.14,4,0.16,5,0.16,4,0.15,0.45
F,110,Wissa,6.1,6.1,Brentford,78,2.72,75,3.20,73,3.92,73,4.04,69,3.02,69,4.15,67,3.17,69,3.68,68,3.35,66,3.83,68,2.90,67,3.44,0.01
M,111,Yarmoliuk,4.5,4.5,Brentford,35,1.19,40,1.39,33,1.37,26,1.14,19,0.81,16,0.77,16,0.68,19,0.87,18,0.79,19,0.88,17,0.70,18,0.82,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,113,Adingra,5.5,5.5,Brighton,20,1.29,19,1.14,19,1.01,19,1.06,19,1.04,18,1.12,20,0.96,21,0.99,21,1.14,20,1.30,20,1.10,19,1.09,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,77,2.66,70,2.27,65,1.81,61,1.86,58,1.72,55,1.96,56,1.56,56,1.58,58,1.80,56,2.02,54,1.70,55,1.80,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.36
M,117,Buonanotte,5.0,5.0,Leicester,39,1.58,31,1.49,33,1.20,31,1.47,34,1.56,30,1.47,31,1.42,31,1.27,33,1.42,30,1.31,32,1.50,0,0.00,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Dahoud,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,120,Dunk,4.5,4.5,Brighton,91,4.45,88,3.79,87,1.92,86,2.52,87,2.25,86,3.86,86,1.60,85,1.98,85,2.70,84,4.06,85,2.99,85,3.28,0.34
M,121,Enciso,5.4,5.4,Brighton,13,0.86,13,0.78,15,0.79,13,0.74,16,0.88,15,0.99,17,0.82,16,0.80,15,0.86,16,1.10,18,1.00,17,1.01,0.00
D,122,Estupiñan,5.0,5.0,Brighton,54,3.07,63,3.24,60,1.73,60,2.19,59,1.91,57,3.01,59,1.46,57,1.66,56,2.17,57,3.19,56,2.34,55,2.53,0.00
F,123,Ferguson,5.5,5.5,Brighton,16,1.18,18,1.23,22,1.27,20,1.31,20,1.19,23,1.58,23,1.21,21,1.09,22,1.32,25,1.86,23,1.35,24,1.47,0.00
M,124,Gilmour,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,126,Hinshelwood,5.0,5.0,Brighton,47,2.00,30,1.25,30,1.05,24,0.97,26,0.98,27,1.15,27,0.91,27,0.91,27,1.04,28,1.26,28,1.05,28,1.08,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,128,Igor,4.4,4.4,Brighton,7,0.26,9,0.32,11,0.27,11,0.34,13,0.37,14,0.54,11,0.26,13,0.33,12,0.39,15,0.60,14,0.48,15,0.53,0.00
F,129,João Pedro,5.7,5.6,Brighton,75,5.41,72,4.49,69,3.58,70,4.05,66,3.57,67,4.57,65,3.01,66,3.12,67,3.77,67,5.00,67,3.78,65,4.01,0.54
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,131,Lamptey,4.5,4.5,Brighton,9,0.51,9,0.47,8,0.32,7,0.33,7,0.32,8,0.42,8,0.29,9,0.33,10,0.40,10,0.50,9,0.39,9,0.41,0.00
M,132,March,6.5,6.5,Brighton,0,0.00,0,0.00,10,0.56,22,1.25,26,1.40,26,1.62,26,1.24,26,1.24,27,1.50,26,1.79,29,1.57,28,1.62,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,0,0.00,1,0.05,16,0.60,31,1.17,37,1.33,40,1.60,38,1.25,39,1.30,37,1.35,37,1.58,40,1.45,39,1.47,0.00
M,135,Minteh,5.5,5.5,Brighton,75,4.79,70,3.91,64,2.94,63,3.24,62,3.01,62,3.71,61,2.52,60,2.58,60,3.07,60,3.91,60,3.08,59,3.18,0.05
M,136,Mitoma,6.6,6.6,Brighton,80,4.75,79,4.03,77,3.16,75,3.51,74,3.23,75,4.11,72,2.71,71,2.77,71,3.28,70,4.17,71,3.28,71,3.49,0.00
M,137,Moder,4.5,4.5,Brighton,23,1.14,11,0.52,9,0.45,7,0.39,7,0.38,7,0.41,7,0.38,7,0.37,7,0.39,9,0.50,9,0.44,9,0.44,0.00
