Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,Elite%
M,30,Barrenechea,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,31,Buendia,5.4,5.4,Aston Villa,10,0.63,9,0.63,10,0.71,10,0.68,11,0.69,12,0.71,13,0.87,15,0.80,15,0.77,15,0.90,14,0.76,14,0.91,0.00
D,32,Cash,4.5,4.5,Aston Villa,0,0.00,0,0.00,26,1.32,55,2.56,60,2.44,60,2.40,58,2.64,59,1.65,60,1.38,58,2.56,60,1.66,60,2.97,0.00
M,33,Dendoncker,4.5,4.5,Aston Villa,11,0.49,9,0.42,5,0.30,4,0.25,5,0.25,5,0.24,5,0.29,5,0.27,6,0.27,6,0.29,5,0.26,6,0.31,0.00
M,34,Diaby,6.5,6.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,35,Diego Carlos,4.5,4.5,Aston Villa,0,0.00,13,0.58,20,0.87,21,0.83,23,0.81,25,0.87,22,0.89,24,0.59,25,0.53,24,0.96,22,0.56,23,1.02,0.00
D,36,Digne,4.5,4.5,Aston Villa,72,3.29,67,3.48,56,2.93,54,2.59,53,2.28,53,2.22,54,2.61,54,1.57,53,1.31,54,2.46,53,1.57,51,2.61,0.00
M,37,Dobbin,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,38,Duran,6.0,6.0,Aston Villa,30,1.83,27,1.78,29,1.96,28,1.84,28,1.76,29,1.70,31,2.02,30,1.58,30,1.46,32,1.96,31,1.65,31,2.04,0.00
G,39,Gauci,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,40,Hause,4.0,4.0,Aston Villa,5,0.17,3,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,41,Iling Jr,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,42,Kamara,5.0,5.0,Aston Villa,0,0.00,23,0.80,51,1.72,59,1.85,57,1.75,60,1.78,59,1.87,58,1.61,59,1.56,58,1.80,58,1.59,55,1.77,0.00
D,43,Kesler-Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,44,Konsa,4.5,4.5,Aston Villa,92,3.33,88,3.82,86,3.77,84,3.30,83,2.83,81,2.80,80,3.15,80,1.79,80,1.46,81,3.07,82,1.84,83,3.48,0.60
D,45,Maatsen,5.0,5.0,Aston Villa,32,1.42,38,1.90,46,2.36,45,2.10,44,1.87,45,1.88,44,2.03,44,1.28,44,1.10,43,1.96,45,1.35,46,2.27,0.00
G,46,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,47,Martinez,5.0,5.0,Aston Villa,94,3.78,93,3.89,92,3.83,91,3.69,92,3.42,92,3.53,92,3.64,91,3.11,91,3.01,90,3.57,90,3.13,91,3.73,0.00
M,48,McGinn,5.5,5.5,Aston Villa,78,3.36,78,3.67,76,3.72,76,3.48,76,3.38,74,3.07,74,3.46,74,2.70,75,2.57,74,3.25,74,2.71,74,3.51,0.00
D,49,Mings,4.4,4.4,Aston Villa,0,0.00,12,0.50,22,0.99,22,0.90,24,0.89,25,0.91,26,1.06,24,0.62,26,0.57,26,1.01,26,0.66,26,1.13,0.00
D,50,Nedeljkovic,4.0,4.0,Aston Villa,83,3.27,75,3.48,52,2.49,31,1.36,27,1.08,28,1.12,31,1.35,30,0.84,27,0.70,30,1.26,28,0.82,29,1.32,0.00
G,51,Olsen,4.5,4.5,Aston Villa,1,0.04,2,0.10,3,0.11,4,0.15,3,0.11,3,0.11,3,0.12,4,0.13,4,0.12,4,0.17,4,0.15,4,0.17,0.00
D,52,Pau,4.5,4.5,Aston Villa,90,3.33,80,3.47,72,3.17,68,2.71,65,2.22,63,2.18,65,2.52,67,1.52,64,1.20,65,2.45,64,1.48,63,2.66,0.00
M,53,Ramsey,5.5,5.5,Aston Villa,36,1.90,36,2.02,35,2.04,34,1.87,36,1.86,34,1.69,35,1.90,36,1.61,35,1.47,35,1.82,35,1.56,37,2.02,0.00
M,54,Rogers,5.1,5.1,Aston Villa,79,3.97,75,4.12,72,4.08,72,3.85,70,3.57,71,3.34,71,3.85,69,2.93,69,2.62,67,3.38,69,2.90,69,3.78,0.32
G,55,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,72,3.12,70,3.26,67,3.15,66,2.91,65,2.81,64,2.64,64,2.89,63,2.34,63,2.21,63,2.71,63,2.35,61,2.84,0.00
F,58,Watkins,9.0,9.0,Aston Villa,80,4.82,82,5.32,81,5.49,82,5.14,82,4.98,80,4.33,79,5.10,80,3.86,80,3.53,79,4.65,78,3.78,79,5.14,0.00
D,59,Aarons,4.5,4.5,Bournemouth,17,0.65,21,0.67,21,0.45,23,1.04,25,0.93,27,0.71,27,0.78,30,0.77,28,1.00,28,0.95,27,1.02,27,0.83,0.00
M,60,Adams,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.53,38,1.12,44,1.31,45,1.32,44,1.29,0.00
M,61,Anthony,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Brooks,4.9,4.9,Bournemouth,0,0.00,4,0.24,8,0.42,10,0.67,10,0.59,10,0.54,12,0.60,13,0.65,12,0.66,12,0.67,11,0.65,12,0.70,0.00
M,63,Christie,4.9,4.9,Bournemouth,58,2.20,56,2.06,55,1.77,54,2.37,54,2.05,54,1.76,54,1.82,49,1.63,47,1.77,45,1.77,43,1.69,44,1.65,0.00
M,64,Cook,5.0,5.0,Bournemouth,88,2.65,84,2.40,80,2.04,78,2.68,78,2.36,76,2.00,77,2.06,75,1.96,71,2.10,71,2.17,70,2.13,72,2.07,0.00
F,65,Enes Ünal,5.4,5.4,Bournemouth,0,0.00,17,1.01,36,1.71,42,3.01,44,2.64,43,1.98,43,2.18,44,2.05,43,2.42,43,2.58,42,2.44,44,2.59,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Hill,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,1,0.04,2,0.05,2,0.05,2,0.05,3,0.06,3,0.09,2,0.07,4,0.10,3,0.06,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
D,70,Kerkez,4.5,4.5,Bournemouth,75,2.75,72,2.14,70,1.21,69,3.10,69,2.53,66,1.60,66,1.74,65,1.48,65,2.23,67,2.30,65,2.36,66,1.88,0.00
M,71,Kluivert,5.4,5.4,Bournemouth,54,2.86,51,2.65,49,2.08,48,3.05,46,2.53,47,2.06,46,2.16,46,1.99,43,2.25,43,2.38,45,2.45,42,2.27,0.00
D,72,Mepham,4.4,4.4,Bournemouth,1,0.03,4,0.09,4,0.07,4,0.14,5,0.14,7,0.15,7,0.17,7,0.15,7,0.19,8,0.22,7,0.20,8,0.21,0.00
G,73,Neto,4.5,4.5,Bournemouth,2,0.07,2,0.09,3,0.11,3,0.15,4,0.18,4,0.14,3,0.12,3,0.14,0,0.00,4,0.20,5,0.20,4,0.19,0.00
M,74,O.Dango,5.0,5.0,Bournemouth,43,2.32,40,1.97,40,1.65,40,2.36,41,2.08,40,1.68,41,1.83,40,1.68,42,2.01,41,2.06,39,1.97,41,2.00,0.00
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,76,Philip,4.9,4.9,Bournemouth,18,0.89,25,1.19,26,1.07,27,1.50,31,1.46,30,1.22,29,1.25,25,1.04,23,1.14,22,1.17,20,1.01,21,1.03,0.00
M,77,Scott,5.0,5.0,Bournemouth,58,2.20,56,2.06,56,1.78,57,2.44,54,2.11,54,1.79,57,1.91,52,1.73,47,1.79,44,1.78,47,1.83,45,1.73,0.00
M,78,Semenyo,5.5,5.5,Bournemouth,68,3.32,66,3.17,64,2.45,63,3.74,61,3.09,61,2.43,62,2.63,60,2.36,58,2.81,61,3.04,62,3.07,59,2.83,0.00
D,79,Senesi,4.9,4.9,Bournemouth,83,2.90,82,2.21,81,1.18,80,3.35,79,2.67,76,1.66,74,1.76,75,1.51,74,2.40,73,2.27,76,2.57,74,1.92,0.00
M,80,Sinisterra,5.0,5.0,Bournemouth,40,2.13,40,2.01,37,1.57,36,2.19,36,1.92,38,1.66,39,1.76,37,1.57,40,1.96,38,2.04,40,2.03,37,1.91,0.00
D,81,Smith,4.5,4.5,Bournemouth,31,1.14,29,0.88,34,0.66,31,1.33,34,1.22,34,0.87,32,0.90,33,0.80,34,1.15,32,1.10,34,1.21,32,0.93,0.00
F,82,Solanke,7.5,7.5,Spurs,0,0.00,22,1.09,61,4.24,74,4.03,74,4.03,73,5.08,70,3.79,71,4.37,71,5.68,71,2.91,69,4.68,71,4.18,0.03
M,83,Tavernier,5.5,5.5,Bournemouth,62,3.08,62,2.93,59,2.30,60,3.48,59,2.94,58,2.35,55,2.35,54,2.20,54,2.58,56,2.82,55,2.69,58,2.83,0.00
G,84,Travers,4.5,4.5,Bournemouth,0,0.00,3,0.09,2,0.08,3,0.10,3,0.13,4,0.14,3,0.10,3,0.09,3,0.11,3,0.11,3,0.11,4,0.14,0.00
D,85,Zabarnyi,4.5,4.5,Bournemouth,86,2.66,84,1.97,83,1.02,83,3.05,81,2.41,79,1.51,79,1.67,79,1.43,78,2.23,80,2.18,78,2.38,79,1.77,0.00
D,86,Ajer,4.5,4.5,Brentford,68,2.91,64,0.89,56,1.10,55,1.87,56,2.27,53,1.30,53,2.36,53,1.68,55,1.95,54,1.83,53,2.15,56,1.38,0.00
M,87,Brierley,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,88,Collins,4.5,4.5,Brentford,70,2.84,64,0.80,61,1.07,58,1.88,60,2.32,58,1.31,57,2.41,54,1.61,59,2.02,55,1.78,56,2.23,58,1.31,0.00
M,89,Damsgaard,5.0,5.0,Brentford,47,2.25,45,1.56,44,1.62,45,2.02,46,2.14,44,1.71,46,2.23,45,1.83,45,1.97,46,1.90,44,2.10,45,1.68,0.00
M,90,Dasilva,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.35,19,0.95,22,1.00,22,1.05,22,1.03,24,1.16,23,0.97,0.00
G,91,Flekken,4.5,4.5,Brentford,94,3.81,93,3.06,93,3.06,93,3.42,92,3.72,91,3.13,90,3.73,91,3.33,92,3.51,93,3.52,93,3.68,92,3.14,0.24
D,92,Henry,4.4,4.4,Brentford,0,0.00,36,0.55,70,1.37,80,2.78,78,3.25,77,1.87,77,3.45,77,2.42,77,2.80,76,2.61,77,3.17,76,1.83,0.00
D,93,Hickey,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,94,Janelt,5.0,5.0,Brentford,77,2.77,73,1.92,72,2.03,71,2.41,71,2.46,71,2.10,69,2.54,68,2.13,69,2.32,68,2.19,67,2.39,67,1.94,0.00
M,95,Jensen,5.5,5.5,Brentford,74,3.06,73,2.15,70,2.23,69,2.72,69,2.85,67,2.27,66,2.86,65,2.34,66,2.60,64,2.33,66,2.77,66,2.15,0.00
D,96,Ji-soo,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0.00
M,97,Konak,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,48,2.41,36,1.39,27,1.24,23,1.30,24,1.40,26,1.23,25,1.56,25,1.28,22,1.26,25,1.31,25,1.50,24,1.16,0.00
M,99,Mbeumo,7.0,7.0,Brentford,87,6.00,84,3.57,81,3.74,81,5.07,79,5.16,78,3.91,77,5.56,77,4.04,78,4.81,78,4.35,75,5.20,77,3.67,0.00
D,100,Mee,4.5,4.5,Brentford,36,1.62,47,0.76,56,1.15,57,2.06,58,2.46,56,1.42,59,2.75,59,1.92,54,2.02,59,2.09,57,2.44,56,1.41,0.00
M,101,Nørgaard,5.0,5.0,Brentford,85,2.92,83,2.08,80,2.17,78,2.52,78,2.70,76,2.17,73,2.67,74,2.21,73,2.38,74,2.25,71,2.52,72,1.98,0.00
M,102,Onyeka,4.9,4.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Pinnock,4.5,4.5,Brentford,88,3.71,84,1.03,79,1.43,78,2.57,75,3.02,77,1.76,77,3.35,75,2.26,75,2.63,75,2.47,76,3.06,75,1.73,0.00
D,105,Roerslev,4.5,4.5,Brentford,68,3.01,56,0.93,51,1.15,50,1.89,48,2.11,52,1.41,51,2.38,50,1.71,49,1.90,50,1.84,52,2.29,48,1.30,0.00
M,106,Schade,5.5,5.5,Brentford,44,2.58,40,1.59,41,1.76,42,2.27,42,2.32,42,1.91,42,2.55,43,2.05,43,2.28,42,2.07,43,2.42,42,1.82,0.00
F,107,Thiago,5.9,5.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,108,Toney,7.3,7.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,109,Valdimarsson,4.0,4.0,Brentford,1,0.06,2,0.07,2,0.07,2,0.08,3,0.13,4,0.14,4,0.18,3,0.13,3,0.12,2,0.09,2,0.09,3,0.09,0.45
F,110,Wissa,6.1,6.1,Brentford,73,4.13,71,2.61,69,2.86,65,3.48,66,3.69,64,2.82,62,3.71,64,2.99,65,3.38,63,2.95,64,3.71,65,2.72,0.00
M,111,Yarmoliuk,4.5,4.5,Brentford,15,0.71,17,0.66,17,0.71,19,0.83,20,0.92,18,0.75,18,0.84,17,0.73,18,0.78,17,0.75,18,0.84,19,0.78,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,113,Adingra,5.5,5.5,Brighton,18,0.85,17,1.13,18,1.11,18,0.92,20,1.15,20,1.08,19,1.23,19,0.95,20,0.97,20,1.09,21,1.40,19,1.11,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,68,1.80,63,2.27,59,2.13,58,1.68,58,1.83,55,1.64,55,2.00,56,1.56,55,1.59,55,1.74,53,1.94,56,1.75,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.38
M,117,Buonanotte,5.0,5.0,Leicester,50,2.04,41,1.60,35,1.66,35,1.25,36,1.63,34,1.55,34,1.60,35,1.59,32,1.32,34,1.44,36,1.51,35,1.58,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Dahoud,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,120,Dunk,4.5,4.5,Brighton,92,1.65,90,4.57,88,3.99,88,1.99,87,2.60,86,2.17,85,3.95,84,1.51,85,1.98,84,2.73,83,3.95,84,2.94,0.31
M,121,Enciso,5.4,5.4,Brighton,14,0.67,14,0.93,14,0.89,15,0.78,14,0.85,16,0.85,16,1.10,17,0.88,19,0.94,17,0.98,17,1.17,19,1.11,0.00
D,122,Estupiñan,5.0,5.0,Brighton,38,1.05,50,2.92,60,3.15,59,1.73,60,2.21,59,1.88,59,3.15,58,1.39,57,1.72,56,2.22,57,3.13,58,2.41,0.00
F,123,Ferguson,5.5,5.5,Brighton,15,0.74,18,1.29,23,1.62,23,1.32,26,1.64,28,1.59,26,1.77,25,1.31,25,1.29,23,1.42,25,1.88,24,1.46,0.00
M,124,Gilmour,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,126,Hinshelwood,5.0,5.0,Brighton,45,1.37,34,1.50,26,1.13,23,0.84,24,0.94,27,1.00,28,1.19,27,0.92,29,0.97,30,1.11,29,1.27,28,1.08,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,128,Igor,4.4,4.4,Brighton,9,0.21,8,0.32,10,0.38,10,0.27,10,0.30,10,0.28,12,0.49,14,0.30,13,0.33,14,0.44,16,0.67,15,0.52,0.00
F,129,João Pedro,5.6,5.5,Brighton,75,3.23,72,5.08,68,4.67,67,3.47,64,3.83,65,3.56,64,4.46,63,3.00,64,3.02,63,3.53,64,4.70,64,3.67,0.49
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,131,Lamptey,4.5,4.5,Brighton,10,0.33,8,0.45,7,0.39,7,0.29,8,0.37,7,0.31,10,0.47,8,0.29,9,0.34,10,0.41,10,0.48,10,0.41,0.00
M,132,March,6.5,6.5,Brighton,0,0.00,11,0.73,24,1.62,26,1.33,27,1.52,27,1.41,26,1.69,27,1.29,26,1.26,27,1.50,26,1.76,26,1.44,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,67,1.90,52,2.12,36,1.50,37,1.31,37,1.42,38,1.33,39,1.62,39,1.28,36,1.24,37,1.34,39,1.63,38,1.40,0.00
M,135,Minteh,5.5,5.5,Brighton,76,2.90,70,4.48,65,4.03,64,2.91,60,3.24,60,2.89,62,3.84,60,2.52,60,2.58,61,3.15,60,3.96,59,3.06,0.05
M,136,Mitoma,6.6,6.6,Brighton,82,2.81,78,4.46,75,4.23,74,3.08,74,3.49,72,3.13,72,4.07,72,2.72,72,2.77,70,3.26,71,4.19,70,3.30,0.00
M,137,Moder,4.5,4.5,Brighton,16,0.64,7,0.44,5,0.31,6,0.34,7,0.39,8,0.41,7,0.42,8,0.41,8,0.38,8,0.42,7,0.44,8,0.42,0.00
