Pos,ID,Name,BV,SV,Team,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,Elite%
M,20,Thomas,5.0,5.0,Arsenal,53,1.85,39,1.57,32,1.22,30,1.06,31,1.40,29,1.33,30,1.22,30,1.21,29,1.16,31,1.16,30,1.31,29,1.18,0.00
D,21,Tierney,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,1,0.05,0,0.00,0,0.00,1,0.06,1,0.06,0,0.00,1,0.07,1,0.07,1,0.07,0.00
D,22,Tomiyasu,4.9,4.9,Arsenal,0,0.00,2,0.10,8,0.29,9,0.29,13,0.70,16,0.89,19,0.91,26,1.09,26,1.07,25,0.97,26,1.41,25,1.17,0.00
M,23,Trossard,6.9,6.9,Arsenal,46,2.77,47,3.09,46,2.72,45,2.21,49,4.01,47,3.89,45,2.97,44,2.77,43,2.70,43,2.50,46,3.54,45,2.95,0.00
D,24,White,6.5,6.5,Arsenal,87,3.38,82,3.87,80,2.93,78,2.35,78,4.30,77,4.21,75,3.36,73,2.88,74,2.90,73,2.61,73,3.91,74,3.30,0.00
D,25,Zinchenko,5.0,5.0,Arsenal,53,2.54,36,1.94,22,1.00,19,0.72,18,1.02,19,1.10,20,1.02,17,0.83,18,0.85,17,0.74,17,1.00,18,0.88,0.00
D,26,Alex Moreno,4.5,4.5,Aston Villa,33,1.33,53,2.52,71,1.43,71,2.16,69,3.08,69,1.64,67,2.71,69,2.74,67,2.86,68,2.43,66,1.16,67,3.45,0.00
F,27,Archer,5.0,5.0,Southampton,32,1.85,32,1.68,31,1.68,34,2.18,32,1.64,32,1.32,30,1.89,31,1.27,31,1.81,30,1.55,30,1.54,31,1.53,0.00
M,28,Bailey,6.5,6.5,Aston Villa,78,3.21,72,3.96,70,4.27,67,4.11,67,3.94,68,3.81,66,3.46,66,4.03,66,3.13,64,2.81,63,3.56,62,2.86,0.00
M,29,Barkley,5.4,5.4,Aston Villa,17,0.77,17,0.91,17,0.97,14,0.80,14,0.81,13,0.71,15,0.79,14,0.80,15,0.69,13,0.60,14,0.77,14,0.66,0.00
M,30,Barrenechea,5.0,5.0,Aston Villa,7,0.22,8,0.27,6,0.22,3,0.11,3,0.12,4,0.13,4,0.15,5,0.17,5,0.16,4,0.14,4,0.15,5,0.18,0.00
M,31,Buendia,5.5,5.5,Aston Villa,9,0.49,10,0.61,9,0.61,10,0.66,9,0.59,9,0.60,11,0.64,11,0.69,11,0.61,12,0.61,12,0.74,13,0.68,0.00
D,32,Cash,4.5,4.5,Aston Villa,65,1.73,66,2.88,64,3.09,64,3.12,60,2.67,58,2.19,60,2.33,60,2.67,58,1.60,59,1.33,61,2.61,58,1.53,0.00
M,33,Dendoncker,4.5,4.5,Aston Villa,7,0.31,9,0.41,7,0.34,5,0.28,4,0.22,6,0.30,6,0.29,6,0.29,6,0.28,5,0.26,6,0.32,6,0.28,0.00
M,34,Diaby,6.5,6.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,35,Diego Carlos,4.5,4.5,Aston Villa,48,1.16,42,1.65,39,1.69,35,1.54,34,1.37,39,1.31,36,1.29,37,1.46,37,0.92,38,0.77,38,1.45,40,0.94,0.00
D,36,Digne,4.5,4.5,Aston Villa,67,1.91,57,2.66,49,2.48,46,2.39,49,2.35,48,2.01,47,1.93,47,2.26,48,1.47,49,1.24,48,2.13,48,1.41,0.00
M,37,Dobbin,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,38,Duran,6.0,6.0,Aston Villa,21,1.08,25,1.51,24,1.65,24,1.62,24,1.62,25,1.57,25,1.46,26,1.71,24,1.34,27,1.36,26,1.58,27,1.41,0.00
G,39,Gauci,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,40,Hause,4.0,4.0,Aston Villa,0,0.00,2,0.07,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,1,0.03,0,0.00,0,0.00,1,0.03,0.00
M,41,Iling Jr,5.5,5.5,Aston Villa,6,0.37,7,0.45,7,0.49,7,0.47,8,0.52,8,0.48,8,0.48,8,0.52,9,0.49,10,0.50,11,0.60,9,0.49,0.00
M,42,Kamara,5.0,5.0,Aston Villa,0,0.00,0,0.00,27,0.92,58,1.85,68,2.06,65,1.92,66,1.87,67,2.05,65,1.76,64,1.65,65,1.93,62,1.67,0.00
D,43,Kesler-Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,44,Konsa,4.5,4.5,Aston Villa,89,2.04,87,3.36,86,3.69,84,3.59,84,3.24,83,2.75,81,2.77,81,3.17,81,1.88,81,1.52,81,3.01,79,1.75,0.59
D,45,Maatsen,5.0,5.0,Aston Villa,29,0.92,39,1.75,48,2.40,49,2.51,46,2.11,48,1.95,48,1.98,47,2.20,47,1.40,47,1.17,47,2.09,47,1.35,0.00
G,46,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,47,Martinez,5.0,5.0,Aston Villa,94,3.15,92,3.74,91,3.76,90,3.72,90,3.56,90,3.31,89,3.46,90,3.55,90,3.06,91,3.02,91,3.58,91,3.15,0.00
M,48,McGinn,5.5,5.5,Aston Villa,84,2.73,81,3.33,79,3.60,79,3.57,78,3.42,77,3.10,76,2.90,76,3.38,75,2.66,75,2.48,74,3.10,74,2.53,0.00
D,49,Mings,4.5,4.5,Aston Villa,0,0.00,0,0.00,13,0.54,25,1.10,34,1.34,31,1.11,35,1.26,33,1.34,34,0.86,35,0.75,33,1.29,33,0.80,0.00
D,50,Nedeljkovic,4.0,4.0,Aston Villa,6,0.19,9,0.35,10,0.45,11,0.48,11,0.47,11,0.42,12,0.48,14,0.58,14,0.43,12,0.34,13,0.54,14,0.42,0.00
G,51,Olsen,4.5,4.5,Aston Villa,0,0.00,3,0.11,4,0.17,5,0.19,5,0.21,5,0.18,5,0.19,4,0.17,5,0.17,4,0.14,4,0.16,4,0.13,0.00
D,52,Pau,4.5,4.5,Aston Villa,73,1.75,75,2.94,68,2.91,64,2.73,59,2.25,59,1.94,57,1.93,57,2.21,58,1.36,57,1.08,57,2.11,58,1.29,0.00
M,53,Ramsey,5.5,5.5,Aston Villa,38,1.59,37,1.92,35,1.94,34,1.93,35,1.90,33,1.70,34,1.68,34,1.82,34,1.53,33,1.39,32,1.67,34,1.50,0.00
M,54,Rogers,5.0,5.0,Aston Villa,72,2.78,70,3.47,67,3.69,64,3.53,62,3.36,62,3.10,62,2.86,61,3.33,61,2.54,61,2.39,61,3.05,60,2.55,0.32
G,55,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,56,Sousa,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,57,Tielemans,5.5,5.5,Aston Villa,64,2.34,64,2.85,60,2.90,56,2.75,55,2.57,55,2.46,52,2.21,54,2.57,55,2.13,55,2.05,55,2.50,55,2.14,0.00
F,58,Watkins,9.0,9.0,Aston Villa,90,3.92,87,4.97,85,5.47,86,5.54,84,5.25,84,4.91,84,4.47,84,5.27,85,4.04,83,3.69,82,4.75,83,3.91,0.00
D,59,Aarons,4.5,4.5,Bournemouth,21,0.70,24,0.85,25,0.80,25,0.55,29,1.26,28,1.02,29,0.74,30,0.86,30,0.78,31,1.10,32,1.16,34,1.24,0.00
M,60,Adams,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,18,0.52,36,1.08,43,1.30,44,1.28,0.00
M,61,Anthony,4.5,4.5,Bournemouth,4,0.27,4,0.27,2,0.19,3,0.22,3,0.24,5,0.35,4,0.28,5,0.33,6,0.35,4,0.31,5,0.34,5,0.34,0.00
M,62,Brooks,5.0,5.0,Bournemouth,0,0.00,3,0.20,8,0.50,7,0.40,8,0.58,7,0.48,9,0.46,11,0.56,8,0.44,10,0.55,9,0.54,9,0.54,0.00
M,63,Christie,5.0,5.0,Bournemouth,48,1.88,50,1.85,49,1.83,51,1.66,47,2.03,49,1.90,48,1.59,49,1.68,45,1.50,41,1.58,38,1.55,40,1.54,0.00
M,64,Cook,5.0,5.0,Bournemouth,89,2.58,83,2.39,80,2.30,77,1.98,77,2.58,77,2.33,76,1.99,74,2.00,72,1.89,69,2.05,69,2.12,69,2.04,0.00
F,65,Enes Ünal,5.5,5.5,Bournemouth,0,0.00,0,0.00,19,1.12,35,1.67,42,2.78,43,2.54,43,1.95,45,2.24,45,2.04,41,2.34,41,2.53,41,2.33,0.00
M,66,Faivre,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,67,H.Traorè,4.5,4.5,Bournemouth,7,0.46,8,0.49,8,0.47,8,0.44,8,0.56,8,0.51,9,0.49,9,0.50,9,0.47,9,0.52,10,0.59,8,0.49,0.00
D,68,Hill,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,2,0.06,1,0.04,2,0.05,2,0.05,3,0.05,3,0.09,3,0.07,2,0.06,0.00
F,69,Jebbison,4.5,4.5,Bournemouth,7,0.51,5,0.36,3,0.25,2,0.15,2,0.23,1,0.12,2,0.15,2,0.14,2,0.14,2,0.17,2,0.20,2,0.17,0.01
D,70,Kerkez,4.5,4.5,Bournemouth,77,2.38,73,2.48,73,2.13,72,1.31,69,3.05,69,2.52,66,1.53,67,1.79,66,1.54,64,2.27,66,2.38,65,2.32,0.00
M,71,Kluivert,5.4,5.4,Bournemouth,50,2.74,49,2.48,46,2.40,44,1.91,44,2.79,42,2.37,42,1.82,42,2.00,43,1.87,40,2.09,42,2.35,41,2.17,0.00
D,72,Mepham,4.5,4.5,Bournemouth,1,0.03,2,0.05,4,0.09,4,0.07,5,0.17,4,0.12,6,0.11,7,0.15,8,0.16,8,0.23,7,0.21,8,0.24,0.00
G,73,Neto,4.5,4.5,Bournemouth,89,3.07,89,3.31,87,2.94,85,2.76,87,3.41,84,3.19,82,2.64,83,2.83,84,2.65,82,3.04,82,2.97,82,3.06,0.00
M,74,O.Dango,5.0,5.0,Bournemouth,42,2.16,39,1.90,38,1.83,39,1.61,38,2.21,38,1.91,37,1.56,40,1.76,38,1.58,40,1.95,40,2.11,38,1.87,0.00
G,75,Paulsen,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.01
M,76,Philip,5.0,5.0,Bournemouth,21,1.05,25,1.16,23,1.11,27,1.08,28,1.50,27,1.28,27,1.11,27,1.17,25,1.03,20,0.98,19,0.98,19,0.92,0.00
M,77,Scott,5.0,5.0,Bournemouth,65,2.40,63,2.27,64,2.26,60,1.90,60,2.53,59,2.24,62,1.94,61,2.00,55,1.80,54,2.00,51,1.98,51,1.92,0.00
M,78,Semenyo,5.5,5.5,Bournemouth,71,3.66,66,3.10,62,2.98,63,2.43,60,3.52,60,3.00,60,2.35,57,2.44,56,2.21,57,2.73,56,2.92,57,2.75,0.00
D,79,Senesi,5.0,5.0,Bournemouth,45,1.38,78,2.50,79,2.09,78,1.23,76,3.15,78,2.62,75,1.54,73,1.79,72,1.54,73,2.38,75,2.44,72,2.46,0.00
M,80,Sinisterra,5.0,5.0,Bournemouth,52,2.73,44,2.14,43,2.17,40,1.70,42,2.48,43,2.23,43,1.79,41,1.83,43,1.81,41,2.02,41,2.15,43,2.10,0.00
D,81,Smith,4.5,4.5,Bournemouth,43,1.31,43,1.43,44,1.25,43,0.84,42,1.72,42,1.46,40,0.95,42,1.13,41,1.00,42,1.42,43,1.46,41,1.42,0.00
F,82,Solanke,7.5,7.5,Spurs,0,0.00,22,1.32,50,2.31,75,4.99,73,3.77,73,3.94,71,4.75,72,3.68,71,4.27,71,5.38,72,2.91,71,4.60,0.16
M,83,Tavernier,5.5,5.5,Bournemouth,65,3.25,60,2.82,58,2.75,58,2.25,57,3.26,55,2.78,55,2.17,55,2.38,55,2.20,55,2.64,53,2.68,53,2.53,0.00
G,84,Travers,4.5,4.5,Bournemouth,6,0.22,6,0.23,8,0.26,10,0.33,8,0.33,11,0.42,13,0.40,12,0.43,11,0.37,13,0.48,13,0.46,13,0.47,0.00
D,85,Zabarnyi,4.5,4.5,Bournemouth,84,2.12,82,2.34,82,1.88,80,1.10,78,2.76,78,2.37,78,1.40,78,1.66,76,1.42,75,2.18,77,2.22,76,2.28,0.00
D,86,Ajer,4.5,4.5,Brentford,69,1.02,61,2.48,44,0.70,34,0.76,31,1.13,31,1.24,33,0.82,34,1.46,30,0.94,34,1.25,31,1.05,31,1.25,0.00
M,87,Brierley,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,88,Collins,4.5,4.5,Brentford,77,1.04,69,2.73,65,0.84,60,1.09,58,1.93,56,2.10,56,1.15,58,2.37,57,1.60,54,1.83,57,1.77,58,2.27,0.00
M,89,Damsgaard,5.0,5.0,Brentford,43,1.53,43,2.11,41,1.39,42,1.58,43,1.87,45,2.03,43,1.61,44,2.15,45,1.78,43,1.91,43,1.76,44,2.06,0.00
M,90,Dasilva,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.27,12,0.62,14,0.62,13,0.64,14,0.63,15,0.75,0.00
G,91,Flekken,4.5,4.5,Brentford,94,3.09,93,3.66,92,3.02,92,3.01,91,3.44,91,3.62,90,3.06,90,3.61,90,3.29,91,3.40,91,3.38,92,3.62,0.25
D,92,Henry,4.5,4.5,Brentford,22,0.38,53,2.22,78,1.14,77,1.56,73,2.68,74,3.02,72,1.65,72,3.13,74,2.27,74,2.73,73,2.38,73,3.04,0.00
D,93,Hickey,4.5,4.5,Brentford,0,0.00,0,0.00,33,0.48,63,1.22,74,2.53,74,2.88,75,1.58,71,2.94,73,2.11,72,2.46,72,2.27,71,2.81,0.00
M,94,Janelt,5.0,5.0,Brentford,76,2.05,71,2.60,67,1.79,68,1.98,67,2.27,67,2.36,67,1.96,65,2.44,63,1.96,64,2.18,66,2.06,64,2.31,0.00
M,95,Jensen,5.5,5.5,Brentford,75,2.25,69,2.91,66,1.91,64,2.10,64,2.51,62,2.49,61,2.01,59,2.54,60,2.13,59,2.30,61,2.16,60,2.47,0.00
D,96,Ji-soo,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0.00
M,97,Konak,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Lewis-Potter,5.0,5.0,Brentford,35,1.42,32,1.82,21,0.90,19,0.94,22,1.23,22,1.24,22,1.07,20,1.25,22,1.12,22,1.25,22,1.17,23,1.36,0.00
M,99,Mbeumo,7.0,7.0,Brentford,79,3.36,78,5.29,75,2.78,77,3.42,74,4.31,73,4.41,73,3.38,73,4.92,74,3.69,71,4.19,72,3.70,73,4.67,0.00
D,100,Mee,4.5,4.5,Brentford,23,0.44,35,1.56,45,0.72,58,1.22,57,2.11,56,2.31,57,1.34,56,2.50,54,1.72,59,2.15,59,1.95,56,2.35,0.00
M,101,Nørgaard,5.0,5.0,Brentford,85,2.18,82,2.84,78,1.93,76,2.07,75,2.43,73,2.43,73,2.04,71,2.55,71,2.07,71,2.28,71,2.11,69,2.42,0.00
M,102,Onyeka,5.0,5.0,Brentford,23,0.90,25,1.15,25,0.89,25,0.95,27,1.13,27,1.14,27,1.01,26,1.18,28,1.06,28,1.15,26,1.05,27,1.17,0.00
M,103,Peart-Harris,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,104,Pinnock,4.5,4.5,Brentford,88,1.19,83,3.32,81,1.06,77,1.48,76,2.60,76,3.04,73,1.58,73,3.05,74,2.17,72,2.52,71,2.26,74,2.96,0.00
D,105,Roerslev,4.5,4.5,Brentford,60,1.04,53,2.25,33,0.66,18,0.50,14,0.56,14,0.57,14,0.43,16,0.68,15,0.51,16,0.64,16,0.59,16,0.70,0.00
M,106,Schade,5.5,5.5,Brentford,35,1.52,39,2.35,32,1.25,34,1.51,31,1.70,33,1.82,34,1.52,36,2.18,34,1.62,33,1.77,32,1.56,33,1.90,0.00
F,107,Thiago,6.0,6.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,108,Toney,7.4,7.4,Brentford,46,2.02,26,1.73,53,1.93,51,2.30,53,2.99,50,2.89,50,2.27,50,3.25,47,2.34,50,2.83,49,2.45,52,3.24,0.00
G,109,Valdimarsson,4.0,4.0,Brentford,1,0.04,2,0.09,3,0.09,3,0.10,4,0.14,4,0.17,4,0.15,5,0.20,5,0.16,4,0.16,4,0.16,2,0.10,0.45
F,110,Wissa,6.0,6.0,Brentford,61,2.41,63,3.67,52,1.90,50,2.19,52,2.83,54,2.78,50,2.24,52,3.07,52,2.35,53,2.80,53,2.52,51,2.92,0.00
M,111,Yarmoliuk,4.5,4.5,Brentford,8,0.37,10,0.48,9,0.40,9,0.41,11,0.49,12,0.52,11,0.46,12,0.55,10,0.45,11,0.48,11,0.47,12,0.54,0.00
D,112,Zanka,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,113,Adingra,5.5,5.5,Brighton,23,1.33,23,1.00,20,1.30,19,1.15,19,0.99,18,1.03,19,1.03,18,1.13,19,0.94,21,1.02,21,1.14,23,1.47,0.00
M,114,Baker-Boaitey,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,115,Baleba,5.0,5.0,Brighton,40,1.42,59,1.59,63,2.32,63,2.16,62,1.73,61,1.87,61,1.78,60,2.05,58,1.59,58,1.62,57,1.76,58,2.08,0.00
D,116,Barco,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.38
M,117,Buonanotte,5.0,5.0,Leicester,46,1.85,44,1.78,45,1.71,44,2.00,40,1.36,44,1.94,44,1.89,44,1.98,44,1.95,44,1.64,42,1.70,43,1.74,0.00
M,118,Cozier-Duberry,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,119,Dahoud,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,1,0.10,1,0.09,0,0.00,2,0.12,1,0.10,2,0.14,0.00
D,120,Dunk,4.5,4.5,Brighton,91,3.01,88,1.65,87,4.18,86,3.77,85,1.85,84,2.60,84,2.09,84,3.78,84,1.51,85,1.94,85,2.69,84,3.83,0.30
M,121,Enciso,5.4,5.4,Brighton,2,0.17,11,0.52,16,1.10,15,0.98,16,0.83,15,0.91,18,1.00,18,1.14,18,0.91,17,0.87,19,1.07,17,1.14,0.00
D,122,Estupiñan,5.0,5.0,Brighton,25,1.03,46,1.18,68,3.79,65,3.30,63,1.74,62,2.32,64,1.96,63,3.25,64,1.49,60,1.74,63,2.41,63,3.32,0.00
F,123,Ferguson,5.5,5.5,Brighton,6,0.43,18,0.90,24,1.82,26,1.75,24,1.34,26,1.66,26,1.50,24,1.67,26,1.36,27,1.37,25,1.46,28,1.98,0.00
M,124,Gilmour,5.0,5.0,Brighton,4,0.22,5,0.23,4,0.22,4,0.22,5,0.23,6,0.28,6,0.28,7,0.34,7,0.30,8,0.34,7,0.30,8,0.37,0.00
M,125,Gross,6.5,6.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,126,Hinshelwood,5.0,5.0,Brighton,57,2.18,37,1.20,29,1.37,26,1.16,27,0.97,28,1.11,31,1.15,29,1.28,30,1.08,29,1.03,32,1.23,29,1.30,0.00
M,127,I.Osman,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,128,Igor,4.5,4.5,Brighton,31,0.98,22,0.50,20,0.83,20,0.78,21,0.51,23,0.69,23,0.59,23,0.93,23,0.48,23,0.58,22,0.69,21,0.84,0.00
F,129,João Pedro,5.5,5.5,Brighton,72,4.45,72,2.96,69,5.33,67,4.53,66,3.40,64,3.92,64,3.46,63,4.23,62,3.01,62,2.97,63,3.55,62,4.56,0.49
M,130,Kozlowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,131,Lamptey,4.5,4.5,Brighton,10,0.42,12,0.35,11,0.52,11,0.49,11,0.36,12,0.43,10,0.38,13,0.55,11,0.33,13,0.41,12,0.45,13,0.62,0.00
M,132,March,6.5,6.5,Brighton,0,0.00,0,0.00,11,0.81,24,1.51,26,1.30,27,1.57,27,1.40,26,1.67,28,1.33,28,1.34,27,1.47,28,1.81,0.00
M,133,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,134,Milner,5.0,5.0,Brighton,56,2.02,35,1.18,30,1.33,32,1.32,31,1.12,32,1.26,32,1.18,33,1.36,31,1.09,33,1.19,33,1.27,32,1.38,0.00
M,135,Minteh,5.5,5.5,Brighton,66,3.60,69,2.53,64,4.22,60,3.61,61,2.68,60,3.15,58,2.77,58,3.49,56,2.40,56,2.38,56,2.87,57,3.66,0.05
M,136,Mitoma,6.5,6.5,Brighton,82,3.94,80,2.71,77,4.58,74,3.99,74,2.97,74,3.49,73,3.16,72,3.88,71,2.73,71,2.77,70,3.15,70,4.06,0.00
M,137,Moder,4.5,4.5,Brighton,5,0.30,4,0.26,5,0.34,4,0.28,5,0.28,5,0.32,6,0.32,7,0.41,8,0.38,7,0.35,7,0.38,7,0.42,0.00
