Pos,ID,Name,BV,SV,Team,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts
D,475,Coady,5.0,5.0,Everton,82,2.98,78,2.03,73,1.60,70,1.11,70,2.70,70,2.25,66,2.07,69,2.20,67,1.36
F,476,Jiménez,6.7,6.7,Wolves,12,0.76,14,0.60,11,0.62,11,0.79,13,0.93,14,0.62,14,0.97,16,0.74,13,0.47
D,477,Jonny,4.4,4.4,Wolves,16,0.66,34,0.72,36,1.00,42,1.76,43,2.13,44,1.17,43,1.70,41,1.09,45,1.00
G,478,Sá,5.0,5.0,Wolves,89,3.76,87,3.10,87,3.15,86,3.98,85,3.93,85,2.69,86,4.18,86,3.13,86,1.92
M,479,Dendoncker,4.7,4.7,Aston Villa,0,0.00,24,0.94,21,0.88,23,0.73,22,0.77,25,0.93,25,1.01,25,0.92,25,1.08
M,480,Neves,5.5,5.5,Wolves,86,3.02,84,2.15,82,2.52,78,3.04,77,3.17,74,1.99,70,2.95,71,2.06,69,1.41
M,481,Hwang,5.7,5.7,Wolves,58,2.94,54,2.00,49,2.17,52,2.90,48,2.91,47,1.86,45,2.75,43,1.80,40,1.20
D,482,Semedo,5.0,5.0,Wolves,81,3.05,63,1.18,72,1.83,70,2.85,69,3.33,67,1.75,67,2.57,67,1.71,64,1.39
M,483,Podence,5.3,5.3,Wolves,44,2.19,60,2.05,62,2.57,62,3.25,61,3.37,59,2.11,55,3.06,51,2.01,53,1.45
D,484,Kilman,4.4,4.4,Wolves,87,3.02,84,1.29,79,1.78,78,2.81,78,3.47,78,1.82,76,2.57,77,1.75,77,1.52
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.31,25,1.55,38,1.59,42,1.27
D,487,Aït-Nouri,4.2,4.2,Wolves,19,0.74,20,0.40,20,0.56,18,0.74,19,0.86,20,0.55,21,0.84,22,0.59,18,0.40
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,8,0.26,13,0.26,19,0.45,18,0.65,18,0.80,18,0.45,19,0.70,19,0.45,20,0.41
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,44,2.12,41,1.51,40,1.69,38,2.01,41,2.18,40,1.45,36,2.07,31,1.31,32,0.89
G,492,Šarkić,3.9,3.9,Wolves,0,0.00,2,0.07,3,0.07,3,0.10,4,0.14,3,0.10,3,0.15,3,0.07,2,0.04
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,75,3.50,71,3.26,67,3.34,66,2.68,59,2.05,60,2.04,61,3.00,58,2.16,60,2.35
D,494,Mosquera,3.9,3.9,Wolves,0,0.00,1,0.03,2,0.07,4,0.16,4,0.14,4,0.09,4,0.14,4,0.12,4,0.07
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.9,3.9,Liverpool,1,0.00,2,0.09,2,0.10,4,0.17,5,0.15,2,0.09,2,0.10,2,0.05,1,0.02
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,503,Moutinho,4.7,4.7,Wolves,78,2.67,75,2.01,72,2.26,71,2.78,68,2.71,70,1.87,69,2.87,68,2.04,67,1.30
D,504,Malacia,4.2,4.2,Man Utd,13,0.83,16,0.50,15,1.08,14,0.54,16,0.70,16,0.34,15,0.44,15,0.69,17,0.17
M,505,Rothwell,4.9,4.9,Bournemouth,18,0.72,17,0.81,15,0.57,15,0.62,15,0.63,17,0.28,16,0.60,16,0.65,18,0.73
M,506,Adams,4.9,4.9,Leeds,85,2.22,83,2.29,80,3.38,77,1.99,77,2.09,76,2.04,76,1.87,74,2.00,75,1.05
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,0.00,5,0.17,22,0.80,28,0.76,25,0.49,30,0.69,28,1.10,29,0.60,26,0.70
M,508,Sinisterra,6.5,6.5,Leeds,0,0.00,23,1.42,64,4.96,61,2.88,59,3.00,63,3.45,59,2.48,63,3.21,59,1.47
M,509,Downes,4.3,4.3,West Ham,16,0.63,18,0.74,19,0.68,21,0.76,21,0.72,23,0.82,22,0.79,24,0.93,23,0.15
D,510,Hickey,4.9,4.9,Brentford,19,0.92,44,1.57,70,3.16,69,1.39,69,2.94,69,0.71,67,2.59,68,2.42,67,1.18
D,511,Richards,4.4,4.4,Nott'm Forest,0,0.00,3,0.12,5,0.20,6,0.17,6,0.17,9,0.23,9,0.33,8,0.20,7,0.23
M,512,Aribo,5.2,5.2,Southampton,47,1.95,43,1.89,36,1.52,38,1.73,38,1.45,36,1.39,37,1.72,39,1.46,36,0.30
D,513,Lenglet,4.8,4.8,Spurs,67,3.07,67,2.21,64,1.45,63,2.18,63,2.57,64,2.16,60,2.23,61,2.79,62,0.48
M,514,C.Doucouré,5.0,5.0,Crystal Palace,73,4.06,65,1.88,76,1.99,77,2.23,75,2.12,75,2.04,74,2.10,74,1.91,75,1.43
M,515,Lewis-Potter,5.2,5.2,Brentford,20,1.30,20,1.13,21,1.33,17,0.77,18,1.07,18,0.42,19,1.05,20,1.05,20,0.50
D,516,Collins,4.4,4.4,Wolves,87,3.11,83,1.31,79,1.85,76,2.90,75,3.52,74,1.82,75,2.66,76,1.77,78,1.59
G,517,Strakosha,4.3,4.3,Brentford,1,0.04,2,0.04,4,0.17,4,0.11,4,0.13,3,0.05,4,0.16,5,0.16,5,0.07
G,518,Hennessey,3.9,3.9,Nott'm Forest,2,0.08,3,0.12,3,0.08,3,0.11,5,0.14,6,0.16,5,0.21,5,0.14,5,0.19
M,519,Eriksen,6.3,6.3,Man Utd,65,5.72,64,2.55,63,5.58,62,3.15,60,3.39,57,1.54,58,2.34,58,3.45,57,0.69
D,520,Koulibaly,5.5,5.5,Chelsea,70,3.08,68,1.51,53,2.31,49,1.77,48,2.34,46,1.29,49,2.19,46,1.74,48,2.24
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,3,0.12,4,0.09,4,0.10,4,0.09,4,0.14,5,0.17,5,0.14,6,0.20,6,0.04
D,523,Toffolo,4.3,4.3,Nott'm Forest,7,0.25,6,0.24,8,0.28,8,0.23,7,0.17,8,0.20,9,0.34,9,0.23,9,0.26
M,524,O'Brien,4.8,4.8,Nott'm Forest,18,0.67,27,0.98,21,0.82,23,0.79,23,0.73,22,0.65,19,0.71,17,0.59,15,0.55
D,525,Augustinsson,4.3,4.3,Aston Villa,6,0.25,9,0.31,11,0.42,10,0.25,9,0.29,11,0.43,12,0.52,11,0.35,12,0.58
D,526,Mee,4.6,4.6,Brentford,86,4.20,85,2.81,83,3.71,83,1.55,83,3.46,80,0.79,80,3.08,80,2.80,80,1.40
M,527,Lingard,5.4,5.4,Nott'm Forest,0,0.00,0,0.00,6,0.31,16,0.82,31,1.28,39,1.53,38,2.14,42,1.78,37,1.69
F,528,Mara,5.3,5.3,Southampton,19,1.06,18,1.06,16,0.88,16,0.89,18,0.89,17,0.87,18,1.09,22,1.01,17,0.19
F,529,Scamacca,6.6,6.6,West Ham,55,2.63,68,3.73,66,2.66,65,3.04,63,2.71,63,3.21,61,2.72,62,3.35,63,0.46
D,530,Richards,4.4,4.4,Crystal Palace,2,0.12,6,0.18,3,0.09,5,0.16,5,0.15,5,0.16,5,0.15,7,0.16,6,0.10
D,531,Vinagre,4.3,4.3,Everton,11,0.48,13,0.42,13,0.41,16,0.37,14,0.65,13,0.52,15,0.59,16,0.60,14,0.38
D,532,Mbabu,4.3,4.3,Fulham,9,0.28,9,0.29,9,0.28,11,0.46,10,0.30,9,0.33,11,0.36,12,0.39,13,0.11
D,533,Martínez,4.5,4.5,Man Utd,82,5.10,77,1.97,79,5.93,77,2.98,76,3.53,72,1.59,72,1.65,71,3.53,70,0.62
M,534,McNeil,5.2,5.2,Everton,39,1.98,43,1.82,40,1.69,39,1.53,39,2.30,40,1.86,41,1.84,40,1.94,40,1.56
M,535,Tavernier,4.7,4.7,Bournemouth,12,0.43,37,1.58,71,2.35,72,2.45,73,2.58,71,0.95,71,2.22,72,2.36,71,2.45
M,536,Mangala,4.9,4.9,Nott'm Forest,56,1.98,59,2.07,55,1.97,55,1.81,52,1.57,49,1.42,48,1.79,46,1.49,44,1.50
D,537,Kesler Hayden,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,538,Young,4.4,4.4,Aston Villa,40,1.76,27,1.12,31,1.46,30,0.65,31,0.97,34,1.36,31,1.48,33,1.17,31,1.66
D,539,Hill,4.4,4.4,Bournemouth,1,0.00,1,0.00,1,0.00,1,0.02,3,0.05,2,0.01,2,0.04,3,0.04,2,0.04
D,540,Stevens,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,542,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,543,Clarke,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,544,Van Hecke,4.0,4.0,Brighton,7,0.22,6,0.23,5,0.20,4,0.16,5,0.22,7,0.14,7,0.29,6,0.23,7,0.06
D,545,Emerson,4.0,4.0,West Ham,26,1.18,24,1.19,26,0.92,24,1.01,27,0.92,28,1.25,27,1.00,26,1.20,26,0.14
M,546,Harris,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00
D,547,Drameh,4.0,4.0,Leeds,3,0.07,5,0.15,7,0.33,8,0.21,8,0.29,9,0.30,8,0.20,7,0.21,8,0.13
G,548,Iversen,3.9,3.9,Leicester,2,0.04,3,0.12,4,0.15,6,0.19,6,0.21,8,0.26,6,0.24,5,0.15,5,0.08
M,549,Praet,4.8,4.8,Leicester,28,1.24,35,1.58,31,1.40,32,1.47,31,1.28,27,1.20,30,1.39,28,1.24,30,0.57
M,550,Amad,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,551,Iqbal,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,552,Anderson,4.4,4.4,Newcastle,7,0.29,7,0.27,7,0.29,7,0.33,6,0.23,5,0.15,4,0.13,4,0.15,5,0.24
M,553,Hammond,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,554,Bryan,5.0,5.0,Spurs,16,1.61,13,0.70,2,0.09,2,0.17,2,0.18,3,0.17,3,0.24,3,0.27,3,0.05
D,555,Ashby,3.9,3.9,West Ham,1,0.00,1,0.00,0,0.00,1,0.00,1,0.00,1,0.03,1,0.03,1,0.00,1,0.00
M,556,Coventry,4.4,4.4,West Ham,0,0.00,1,0.00,1,0.00,1,0.04,1,0.00,1,0.04,2,0.04,2,0.04,2,0.02
G,557,Smith,3.9,3.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,558,Bueno,3.9,3.9,Wolves,67,2.49,66,1.13,58,1.44,57,2.21,57,2.69,55,1.40,57,2.06,55,1.36,57,1.20
D,559,Colwill,4.4,4.4,Brighton,80,2.06,62,2.18,25,1.22,30,1.16,30,1.24,31,0.56,31,1.30,33,1.23,32,0.27
M,560,Mills,4.4,4.4,Everton,1,0.05,3,0.09,4,0.13,2,0.04,1,0.05,0,0.00,0,0.00,1,0.00,1,0.00
M,561,Warrington,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,562,Solomon,4.9,4.9,Fulham,8,0.36,10,0.47,12,0.53,15,0.79,14,0.63,16,0.71,15,0.75,17,0.77,17,0.25
D,563,Chambers,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00,1,0.00,0,0.00,0,0.00
M,564,Bajcetic,4.4,4.4,Liverpool,0,0.00,1,0.04,2,0.04,1,0.05,1,0.04,1,0.04,1,0.04,1,0.04,1,0.00
M,565,Gray,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,566,Hodge,4.4,4.4,Wolves,17,0.63,20,0.63,23,0.81,19,0.83,18,0.72,16,0.49,18,0.86,16,0.53,21,0.42
M,567,Ronan,4.4,4.4,Wolves,0,0.00,0,0.00,1,0.05,1,0.00,1,0.00,1,0.00,0,0.00,1,0.00,1,0.00
M,568,Campbell,4.4,4.4,Wolves,2,0.05,2,0.04,4,0.13,3,0.15,4,0.14,2,0.07,2,0.11,4,0.12,2,0.03
M,569,Garnacho,4.2,4.2,Man Utd,19,2.08,17,0.86,17,1.87,17,1.05,20,1.40,19,0.61,19,0.96,20,1.38,22,0.32
M,570,Garner,4.5,4.5,Everton,0,0.00,0,0.00,6,0.17,21,0.64,24,1.11,23,0.88,24,0.86,25,0.91,25,0.80
G,571,Randolph,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00
M,572,Oko-Flex,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,573,Lewis,3.9,3.9,Man City,54,4.78,44,2.55,39,1.67,33,3.05,28,1.54,29,0.70,32,1.68,28,1.40,30,0.32
G,574,Neto,4.5,4.5,Bournemouth,29,1.02,55,2.28,88,3.11,87,3.15,86,3.21,84,1.30,84,3.09,85,3.00,85,3.08
M,575,Cornet,5.9,5.9,West Ham,7,0.38,18,1.04,28,1.25,31,1.46,32,1.44,31,1.56,33,1.50,31,1.60,35,0.27
D,576,Senesi,4.5,4.5,Bournemouth,76,1.72,72,2.54,73,1.34,68,1.57,67,1.78,67,0.48,69,1.16,69,1.19,68,1.49
M,577,Onana,4.8,4.8,Everton,82,2.88,82,2.45,76,2.22,74,2.00,74,3.15,69,2.34,70,2.32,69,2.36,68,1.94
G,578,Robles,4.0,4.0,Leeds,1,0.04,2,0.04,2,0.08,3,0.07,3,0.12,3,0.08,5,0.14,3,0.08,4,0.08
M,579,Guedes,5.9,5.9,Wolves,29,1.66,26,1.16,28,1.40,29,1.82,29,1.86,28,1.21,25,1.69,25,1.21,23,0.75
M,580,Damsgaard,5.1,5.1,Brentford,21,1.27,20,1.08,21,1.34,21,0.96,24,1.38,26,0.60,28,1.63,28,1.52,26,0.67
G,581,Smithies,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00
M,582,Freuler,4.9,4.9,Nott'm Forest,80,2.54,76,2.44,75,2.44,75,2.17,72,1.92,71,1.80,70,2.31,69,1.91,71,2.04
M,583,Kouyaté,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.14,16,0.60,28,0.96,34,1.16
M,584,Clark,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,585,Dennis,5.7,5.7,Nott'm Forest,29,1.57,35,1.83,34,1.81,31,1.44,28,1.17,29,1.14,28,1.55,25,1.10,27,1.27
D,586,Estupiñán,4.5,4.5,Brighton,70,2.22,67,2.84,64,3.69,62,2.68,62,3.01,62,1.29,63,3.02,61,2.59,62,0.61
D,587,Sergio Gómez,4.5,4.5,Man City,10,0.82,7,0.39,6,0.26,7,0.61,7,0.37,7,0.17,10,0.47,8,0.35,9,0.10
D,588,Kehrer,4.5,4.5,West Ham,86,2.84,69,2.84,78,1.85,75,2.32,74,1.72,74,2.74,74,1.90,74,2.72,73,0.24
M,589,Matheus,4.8,4.8,Wolves,68,2.59,64,1.87,62,2.12,60,2.56,59,2.60,57,1.72,56,2.59,56,1.84,54,1.18
G,590,Whitworth,4.0,4.0,Crystal Palace,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,591,Ablade,4.5,4.5,Fulham,0,0.00,0,0.00,1,0.00,1,0.08,1,0.07,1,0.06,2,0.07,3,0.13,3,0.06
G,592,H.Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,593,Casemiro,4.9,4.9,Man Utd,78,4.85,71,2.10,73,4.48,73,2.57,70,2.69,70,1.30,70,2.04,70,2.78,69,0.59
F,594,Isak,6.6,6.6,Newcastle,31,2.43,36,2.25,43,2.75,49,3.15,48,2.75,52,2.04,52,2.27,52,3.38,50,3.11
D,595,Zanka,4.0,4.0,Brentford,48,2.19,18,0.58,17,0.64,22,0.47,20,0.79,23,0.26,24,0.92,20,0.69,23,0.40
F,596,Ferguson,4.5,4.5,Brighton,50,2.27,35,1.63,23,1.28,18,0.89,19,1.08,21,0.60,19,0.98,20,1.02,20,0.28
F,597,Saydee,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,598,Bevan,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,599,Gomes,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,600,Knight,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00,1,0.00,1,0.00
M,601,Rodney,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,71,2.63,69,2.46,65,2.41,66,1.79,65,1.20,63,1.51,61,2.45,61,1.28,59,1.66
M,603,Paquetá,5.9,5.9,West Ham,77,3.27,72,3.60,73,2.67,71,2.99,69,2.66,68,3.15,67,2.60,69,3.27,69,0.44
M,604,Phillips,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,605,Welch,4.0,4.0,Everton,1,0.00,1,0.03,2,0.02,2,0.02,1,0.03,1,0.00,0,0.00,1,0.00,1,0.00
M,606,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
