Pos,ID,Name,BV,SV,Team,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,Elite%
M,62,Anthony,4.9,4.9,Bournemouth,29,1.32,30,1.37,27,1.21,23,1.06,23,1.11,23,1.23,23,1.28,25,1.02,24,1.14,25,1.31,25,1.25,23,1.08,0.00
M,63,Billing,5.4,5.4,Bournemouth,83,2.77,80,2.80,80,2.61,76,2.48,75,2.75,74,3.06,73,3.00,72,2.07,73,2.49,73,2.86,71,2.67,71,2.50,0.00
M,64,Brooks,4.9,4.9,Bournemouth,36,1.58,36,1.60,33,1.42,31,1.31,28,1.31,29,1.51,29,1.56,29,1.14,30,1.32,31,1.53,30,1.46,30,1.34,0.00
M,65,Christie,5.0,5.0,Bournemouth,58,2.23,55,2.20,54,2.06,50,1.91,47,1.98,48,2.26,47,2.26,45,1.56,46,1.82,44,2.01,47,2.01,47,1.91,0.00
M,66,L.Cook,5.0,5.0,Bournemouth,48,1.43,69,1.95,65,1.75,67,1.78,65,1.89,64,2.00,62,1.98,63,1.56,64,1.77,62,1.93,63,1.83,63,1.77,0.00
M,67,Siriki,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Fredericks,4.4,4.4,Bournemouth,6,0.16,8,0.26,9,0.25,10,0.28,10,0.31,11,0.39,10,0.39,11,0.23,12,0.35,14,0.56,11,0.34,12,0.37,0.00
D,69,Hill,4.0,4.0,Bournemouth,0,0.00,0,0.00,1,0.03,3,0.06,3,0.07,3,0.11,3,0.11,4,0.08,4,0.11,3,0.11,4,0.10,4,0.12,0.00
D,70,Kelly,4.5,4.5,Bournemouth,83,1.91,82,1.94,80,1.40,79,1.53,76,2.16,76,2.66,75,2.60,75,0.75,74,1.56,76,2.71,75,1.97,76,2.02,0.00
M,71,Kilkenny,4.5,4.5,Bournemouth,8,0.29,7,0.26,8,0.29,7,0.26,8,0.30,8,0.34,10,0.41,12,0.41,11,0.42,11,0.40,13,0.47,11,0.39,0.00
M,72,Kluivert,4.9,4.9,Bournemouth,60,2.59,57,2.61,53,2.27,49,2.06,48,2.30,46,2.60,47,2.63,46,1.71,44,2.01,46,2.41,43,2.18,47,2.15,0.00
M,73,Lowe,4.9,4.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,74,Marcondes,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,75,Mepham,4.4,4.4,Bournemouth,10,0.23,13,0.31,14,0.26,16,0.34,19,0.52,20,0.67,21,0.71,19,0.23,18,0.41,19,0.64,18,0.49,20,0.53,0.00
F,76,Moore,4.9,4.9,Bournemouth,13,0.65,16,0.83,16,0.80,17,0.77,18,0.91,19,1.14,17,1.02,19,0.79,20,0.95,18,1.03,19,1.04,20,0.97,0.00
G,77,Neto,4.5,4.5,Bournemouth,93,3.19,93,3.17,93,3.04,92,3.00,92,3.29,91,3.59,91,3.54,91,2.90,90,3.05,90,3.63,91,3.19,90,3.23,0.00
M,78,O.Dango,4.9,4.9,Bournemouth,0,0.00,7,0.30,19,0.88,32,1.34,35,1.69,32,1.77,34,1.87,33,1.27,35,1.54,35,1.78,33,1.60,34,1.54,0.00
M,79,Pearson,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,80,Randolph,4.0,4.0,Bournemouth,0,0.00,1,0.04,0,0.00,1,0.03,2,0.04,2,0.08,2,0.08,2,0.07,3,0.07,3,0.08,2,0.04,2,0.07,0.00
M,81,Rothwell,5.0,5.0,Bournemouth,53,1.89,40,1.55,40,1.49,41,1.47,41,1.57,43,1.82,42,1.74,43,1.38,41,1.49,42,1.72,43,1.65,43,1.58,0.00
F,82,Semenyo,4.5,4.5,Bournemouth,52,2.19,39,1.86,36,1.66,31,1.37,28,1.44,29,1.62,28,1.57,32,1.26,29,1.39,28,1.53,30,1.57,30,1.46,0.00
D,83,Senesi,4.4,4.4,Bournemouth,40,1.06,42,1.16,41,0.89,43,0.99,46,1.46,45,1.74,47,1.82,47,0.61,48,1.16,48,1.84,49,1.43,47,1.40,0.00
D,84,Smith,4.4,4.4,Bournemouth,33,0.91,44,1.25,44,0.97,44,1.05,42,1.35,44,1.68,42,1.65,43,0.63,40,1.05,43,1.70,42,1.28,44,1.34,0.00
F,85,Solanke,6.5,6.5,Bournemouth,84,3.50,82,3.66,79,3.36,76,3.05,74,3.44,74,4.03,76,4.09,73,2.48,73,3.13,74,3.71,73,3.56,73,3.25,0.00
M,86,Tavernier,5.4,5.4,Bournemouth,0,0.00,2,0.05,16,0.68,29,1.13,42,1.84,42,2.06,42,2.07,39,1.36,40,1.62,42,1.98,42,1.89,41,1.74,0.00
M,87,Hamed Traorè,4.9,4.9,Bournemouth,37,1.61,41,1.86,37,1.59,33,1.44,32,1.55,32,1.71,31,1.70,30,1.19,32,1.46,32,1.68,33,1.59,32,1.49,0.00
G,88,Travers,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,89,Zabarnyi,4.5,4.5,Bournemouth,88,1.95,84,1.92,81,1.38,81,1.53,79,2.20,79,2.68,79,2.68,76,0.78,77,1.59,76,2.66,77,1.95,77,2.02,0.00
D,90,Ajer,4.5,4.5,Brentford,28,1.18,22,0.52,22,0.93,25,0.93,25,0.59,26,1.13,25,0.62,25,0.97,27,0.53,27,0.76,27,1.31,27,0.71,0.00
G,91,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,92,Baptiste,4.5,4.5,Brentford,8,0.34,14,0.53,17,0.73,18,0.77,17,0.64,18,0.78,18,0.71,21,0.89,20,0.77,21,0.82,21,0.95,20,0.80,0.00
D,93,Bech,4.0,4.0,Brentford,5,0.21,5,0.11,5,0.21,7,0.25,7,0.15,7,0.28,8,0.21,7,0.27,8,0.15,9,0.22,9,0.39,9,0.21,0.00
M,94,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,95,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,96,Collins,4.5,4.5,Brentford,67,2.86,49,1.00,53,2.23,57,1.98,58,1.17,58,2.44,60,1.37,62,2.41,60,1.01,62,1.55,62,2.98,63,1.46,0.00
G,97,Cox,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Damsgaard,4.9,4.9,Brentford,33,1.81,40,1.59,39,2.08,40,1.88,41,1.65,41,2.18,42,1.69,42,2.19,41,1.64,42,1.75,42,2.33,43,1.80,0.00
M,99,Dasilva,4.9,4.9,Brentford,9,0.51,25,1.09,25,1.33,27,1.26,28,1.20,29,1.50,28,1.17,26,1.35,29,1.21,28,1.21,28,1.55,28,1.21,0.00
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,101,Flekken,4.5,4.5,Brentford,94,3.87,93,3.10,92,3.84,92,3.59,92,3.08,90,3.76,90,3.09,91,3.61,91,2.99,91,3.15,90,3.97,90,3.12,0.08
D,102,Goode,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,1,0.03,1,0.02,1,0.03,1,0.04,0,0.00,0.00
D,103,Henry,4.6,4.6,Brentford,91,3.94,87,1.78,85,3.64,83,3.02,82,1.70,81,3.50,82,1.90,81,3.21,79,1.39,79,2.01,78,3.86,79,1.88,0.07
D,104,Hickey,4.5,4.5,Brentford,80,3.46,75,1.58,74,3.13,72,2.63,72,1.52,70,2.99,69,1.65,68,2.68,68,1.22,67,1.74,67,3.27,67,1.62,0.00
M,105,Janelt,5.5,5.5,Brentford,75,2.70,68,1.95,67,2.37,65,2.16,65,1.87,67,2.38,65,1.91,65,2.28,65,1.83,63,1.86,63,2.44,64,1.94,0.00
M,106,Jensen,5.4,5.4,Brentford,71,3.35,67,2.33,64,2.97,64,2.64,62,2.23,62,2.87,60,2.16,62,2.83,61,2.14,61,2.23,62,3.08,61,2.28,0.00
M,107,Lewis-Potter,4.9,4.9,Brentford,23,1.57,26,1.25,28,1.79,28,1.56,30,1.41,30,1.86,31,1.46,31,1.94,29,1.38,29,1.43,29,1.99,30,1.54,0.00
M,108,Mbeumo,6.8,6.6,Brentford,86,6.42,83,3.75,81,5.66,80,4.89,81,3.79,78,5.56,79,3.75,78,5.39,77,3.50,80,3.92,80,6.27,78,4.03,0.77
D,109,Mee,4.9,4.9,Brentford,40,1.79,76,1.63,76,3.43,73,2.75,73,1.54,73,3.25,69,1.64,70,2.87,70,1.25,70,1.85,69,3.53,69,1.71,0.00
M,110,Nørgaard,5.5,5.5,Brentford,75,2.71,71,1.96,69,2.43,70,2.27,68,1.91,66,2.35,66,1.90,65,2.24,65,1.81,64,1.85,64,2.45,65,1.91,0.00
M,111,Onyeka,4.9,4.9,Brentford,18,0.87,12,0.50,15,0.70,14,0.62,17,0.67,17,0.80,18,0.71,18,0.84,19,0.74,20,0.83,20,0.98,19,0.81,0.00
D,112,Pinnock,4.5,4.5,Brentford,86,3.74,78,1.61,75,3.24,74,2.67,71,1.47,69,2.98,71,1.64,70,2.76,70,1.22,70,1.77,68,3.28,68,1.60,0.01
G,113,Raya,4.9,4.9,Arsenal,29,1.13,30,1.34,32,1.34,35,1.52,38,1.42,37,1.42,38,1.88,41,1.51,38,1.76,0,0.00,40,1.90,41,1.89,0.00
D,114,Roerslev,4.5,4.5,Brentford,9,0.36,11,0.31,14,0.65,13,0.49,14,0.40,16,0.75,18,0.54,16,0.71,17,0.43,18,0.57,17,0.88,18,0.55,0.00
M,115,Schade,5.4,5.4,Brentford,59,3.28,59,2.31,57,3.05,57,2.70,56,2.23,57,3.01,57,2.29,56,2.92,57,2.21,54,2.24,57,3.25,57,2.40,0.00
G,116,Strakosha,4.0,4.0,Brentford,1,0.04,2,0.07,3,0.08,3,0.08,3,0.10,5,0.17,4,0.14,4,0.12,4,0.13,4,0.14,5,0.18,5,0.14,0.00
F,117,Toney,7.9,7.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,118,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,119,Wissa,6.2,6.2,Brentford,78,4.32,75,2.89,73,3.88,73,3.47,71,2.85,72,3.80,70,2.81,70,3.73,70,2.76,71,2.88,70,4.04,70,2.98,0.01
M,120,Yarmolyuk,4.4,4.4,Brentford,1,0.07,1,0.06,1,0.07,2,0.07,2,0.12,2,0.14,2,0.12,3,0.14,3,0.17,2,0.12,2,0.15,3,0.12,0.00
D,121,Zanka,4.5,4.5,Brentford,3,0.09,2,0.06,2,0.05,3,0.08,3,0.09,4,0.14,4,0.09,5,0.17,5,0.12,3,0.10,4,0.15,3,0.10,0.00
M,122,Adingra,5.0,5.0,Brighton,5,0.35,8,0.42,10,0.61,11,0.55,9,0.48,8,0.42,9,0.55,9,0.53,11,0.66,10,0.53,9,0.45,9,0.56,0.00
M,123,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,1,0.07,2,0.06,2,0.12,2,0.11,3,0.18,3,0.12,3,0.13,3,0.17,3,0.11,3,0.12,0.00
M,124,Ayari,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Buonanotte,4.9,4.9,Brighton,26,1.37,30,1.39,32,1.87,32,1.54,30,1.45,26,1.11,28,1.70,27,1.43,28,1.70,28,1.49,28,1.30,29,1.57,0.00
M,126,Caicedo,5.0,5.0,Chelsea,83,2.72,80,2.41,77,2.32,76,2.32,76,2.28,74,2.03,72,2.30,72,1.99,73,1.90,72,1.86,71,2.15,70,1.82,0.00
F,127,Connolly,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,128,Dahoud,4.9,4.9,Brighton,43,1.58,52,1.70,60,2.40,59,1.96,60,2.00,59,1.71,60,2.39,59,2.14,57,2.45,58,2.10,58,1.84,56,2.15,0.00
D,129,Dunk,5.0,5.0,Brighton,92,2.71,89,1.81,87,3.62,87,2.28,86,2.05,86,1.27,85,3.53,85,2.96,85,4.17,85,3.05,84,1.94,83,3.17,0.01
M,130,Enciso,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,4,0.18,20,1.12,38,1.64,38,2.69,37,2.19,38,2.81,39,2.40,39,1.94,38,2.49,0.00
D,131,Estupiñan,5.3,5.1,Brighton,89,3.08,85,2.09,86,4.18,83,2.58,82,2.38,79,1.45,78,3.86,78,3.24,78,4.58,78,3.36,78,2.12,76,3.43,0.99
F,132,Ferguson,5.9,5.9,Brighton,49,2.76,52,2.52,50,3.35,49,2.61,48,2.66,47,1.97,48,3.21,45,2.63,48,3.29,48,2.77,47,2.32,46,2.83,0.00
M,133,Gilmour,5.0,5.0,Brighton,58,2.02,53,1.75,50,2.01,50,1.73,48,1.66,49,1.51,47,1.87,47,1.71,48,1.99,47,1.76,48,1.61,48,1.80,0.00
M,134,Gross,6.4,6.4,Brighton,86,3.52,82,2.97,80,4.20,77,3.00,77,3.10,75,2.38,75,3.90,77,3.37,75,4.18,75,3.35,76,2.77,75,3.59,0.00
F,135,João Pedro,5.5,5.5,Brighton,60,3.44,59,2.90,56,4.07,54,2.90,52,2.91,51,2.13,47,3.37,49,2.89,49,3.60,49,2.95,50,2.53,50,3.26,0.17
D,136,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,137,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,138,Lallana,4.9,4.9,Brighton,17,0.81,18,0.81,20,1.14,22,1.02,20,0.99,19,0.79,19,1.08,19,0.93,20,1.18,22,1.12,20,0.93,21,1.12,0.00
D,139,Lamptey,3.9,3.9,Brighton,12,0.43,18,0.52,18,0.84,19,0.64,19,0.65,20,0.50,20,0.99,20,0.87,20,1.12,21,0.88,23,0.71,22,0.97,0.00
M,140,March,6.6,6.6,Brighton,86,3.90,82,3.27,80,4.58,78,3.38,75,3.40,75,2.59,74,4.31,74,3.57,73,4.40,71,3.51,73,2.94,73,3.83,0.00
G,141,McGill,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,142,Milner,5.0,5.0,Brighton,67,2.27,62,1.95,59,2.34,58,1.94,57,1.96,57,1.71,57,2.32,56,2.07,55,2.39,54,2.03,52,1.73,55,2.10,0.00
M,143,Mitoma,6.6,6.6,Brighton,85,3.93,81,3.23,78,4.47,77,3.39,76,3.44,74,2.60,74,4.18,75,3.66,73,4.33,73,3.64,74,2.97,74,3.88,0.19
M,144,Moder,4.4,4.4,Brighton,9,0.45,9,0.42,11,0.54,14,0.65,14,0.62,14,0.55,14,0.75,14,0.68,16,0.82,16,0.77,16,0.67,16,0.80,0.00
G,145,Sanchez,4.5,4.5,Chelsea,94,4.08,93,3.63,93,3.60,91,3.58,90,3.63,90,3.26,90,3.70,90,3.13,90,3.11,90,3.11,90,3.38,90,3.10,0.01
M,146,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,147,Scherpen,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,148,Steele,4.5,4.5,Brighton,47,1.76,48,1.63,47,1.97,47,1.67,48,1.70,46,1.54,48,1.97,46,1.85,46,2.15,49,1.98,47,1.66,46,1.88,0.02
F,149,Undav,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,150,Van Hecke,4.0,4.0,Brighton,7,0.23,10,0.24,10,0.41,13,0.34,13,0.32,13,0.22,15,0.58,15,0.50,16,0.78,16,0.59,15,0.38,16,0.61,0.00
D,151,Veltman,4.4,4.4,Brighton,19,0.73,20,0.62,21,0.98,23,0.78,24,0.78,25,0.61,27,1.28,27,1.14,26,1.33,26,1.12,28,0.86,28,1.25,0.00
G,152,Verbruggen,4.4,4.4,Brighton,48,1.76,47,1.59,48,1.98,48,1.74,46,1.63,48,1.56,47,1.98,49,1.92,49,2.24,46,1.81,48,1.65,49,1.96,0.00
D,153,Webster,4.4,4.4,Brighton,70,2.22,70,1.56,68,2.94,63,1.80,63,1.66,62,1.08,63,2.75,62,2.29,61,3.11,61,2.32,62,1.56,62,2.50,0.00
F,154,Welbeck,5.9,5.9,Brighton,50,2.66,49,2.34,48,3.21,49,2.55,48,2.55,45,1.91,44,2.96,45,2.52,44,3.03,43,2.46,42,2.07,44,2.65,0.00
F,155,Zeqiri,4.5,4.5,Brighton,1,0.07,2,0.07,3,0.25,3,0.20,3,0.21,2,0.12,2,0.17,2,0.15,3,0.17,2,0.15,3,0.13,3,0.16,0.00
M,156,Agyei,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,157,Al-Dakhil,4.0,4.0,Burnley,53,1.39,44,1.36,43,1.01,44,1.16,45,1.16,45,1.16,42,1.20,43,1.50,44,0.68,44,1.50,46,2.02,45,1.36,0.00
M,158,Bastien,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.08,1,0.08,2,0.08,1,0.07,2,0.08,2,0.08,1,0.08,0.00
M,159,Benson,5.4,5.4,Burnley,33,1.73,29,1.56,30,1.57,31,1.83,31,1.57,30,1.49,28,1.51,30,1.74,27,1.20,28,1.69,27,1.71,27,1.46,0.00
D,160,Beyer,4.0,4.0,Burnley,26,0.67,85,2.58,81,1.82,81,2.04,81,2.01,78,2.01,78,2.20,78,2.73,77,1.14,75,2.52,76,3.32,77,2.30,0.16
M,161,Brownhill,4.9,4.9,Burnley,42,1.51,43,1.52,41,1.42,47,1.83,45,1.54,46,1.55,44,1.55,45,1.67,46,1.33,47,1.77,45,1.91,47,1.61,0.00
M,162,Churlinov,4.4,4.4,Burnley,4,0.23,3,0.16,4,0.23,4,0.27,5,0.29,5,0.28,5,0.29,5,0.37,5,0.30,5,0.37,5,0.39,6,0.34,0.00
M,163,Cork,4.9,4.9,Burnley,10,0.36,11,0.40,13,0.45,14,0.58,15,0.48,17,0.55,18,0.62,19,0.67,19,0.57,18,0.64,19,0.67,19,0.64,0.00
M,164,Costelloe,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,165,Cullen,5.0,5.0,Burnley,81,2.25,80,2.27,77,2.10,76,2.47,75,2.07,72,1.99,73,2.07,71,2.12,70,1.74,70,2.13,72,2.40,71,2.00,0.00
D,166,Egan-Riley,4.0,4.0,Burnley,1,0.04,0,0.00,2,0.04,2,0.07,2,0.07,2,0.07,2,0.07,3,0.08,3,0.06,3,0.08,3,0.09,3,0.11,0.00
