Pos,ID,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,76,Jansson,4.4,4.4,Brentford,87,2.40,86,1.81,84,2.91,81,2.56,77,2.75
M,77,Nørgaard,5.0,5.0,Brentford,85,2.39,83,2.19,80,2.50,79,2.33,77,2.46
F,78,Toney,6.9,6.9,Brentford,82,3.93,80,3.34,76,4.33,77,3.77,79,4.63
M,79,Fosu,5.1,5.1,Brentford,2,0.14,4,0.25,2,0.21,4,0.30,7,0.47
G,80,Raya,4.3,4.3,Brentford,90,3.46,88,3.25,89,3.76,88,3.57,87,3.66
M,81,Canós,5.5,5.5,Brentford,35,1.67,38,1.66,42,2.24,42,2.01,47,2.52
M,82,Dasilva,5.3,5.3,Brentford,18,0.83,23,1.06,25,1.32,28,1.35,27,1.45
D,83,Henry,4.5,4.5,Brentford,85,2.46,82,1.88,81,2.96,76,2.60,77,2.88
M,84,Janelt,4.9,4.9,Brentford,76,2.45,68,2.11,64,2.36,66,2.26,62,2.34
M,85,Ghoddos,5.2,5.2,Brentford,1,0.10,2,0.12,2,0.15,2,0.15,3,0.25
M,86,Jensen,4.9,4.9,Brentford,10,0.51,13,0.61,13,0.69,12,0.61,15,0.77
D,87,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,88,Forss,5.3,5.3,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,89,Roerslev,4.1,4.1,Brentford,29,1.00,32,0.87,35,1.36,40,1.40,41,1.59
D,90,Sørensen,4.3,4.3,Brentford,1,0.04,2,0.08,3,0.11,3,0.13,3,0.14
D,91,Pinnock,4.4,4.4,Brentford,89,2.59,86,1.95,82,3.08,84,2.81,78,2.98
G,92,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,93,Zamburek,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,94,Gunnarsson,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,95,Dervişoğlu,5.4,5.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,96,Mbeumo,5.2,5.2,Brentford,82,3.47,79,3.04,79,3.92,77,3.45,78,4.01
M,97,Bidstrup,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Tarkowski,4.9,4.9,Burnley,88,3.31,87,2.79,85,2.59,82,3.38,81,2.84
D,99,Bardsley,3.9,3.9,Burnley,0,0.01,0,0.01,0,0.00,1,0.03,0,0.01
D,100,Pieters,4.1,4.1,Burnley,2,0.06,6,0.17,13,0.41,11,0.54,14,0.49
M,101,Cork,4.4,4.4,Burnley,48,1.64,41,1.40,38,1.31,41,2.53,41,1.42
M,102,Stephens,4.4,4.4,Burnley,4,0.19,3,0.16,4,0.20,3,0.33,4,0.19
D,103,Long,4.0,4.0,Burnley,5,0.19,2,0.09,1,0.06,3,0.18,2,0.10
F,104,Rodriguez,5.2,5.2,Burnley,67,3.07,64,2.86,59,2.76,56,4.48,56,2.69
F,105,Barnes,5.2,5.2,Burnley,5,0.38,7,0.47,9,0.53,14,1.43,13,0.78
D,106,Mee,4.7,4.7,Burnley,47,2.02,67,2.44,79,2.72,79,3.70,79,3.15
M,107,Westwood,5.2,5.2,Burnley,82,2.76,75,2.47,75,2.43,73,4.17,66,2.23
M,108,Gudmundsson,5.4,5.4,Burnley,0,0.00,0,0.00,0,0.00,9,0.90,18,0.91
F,109,Wood,6.8,6.8,Newcastle,84,4.64,79,3.14,76,2.60,74,3.40,74,3.75
D,110,Lowton,4.4,4.4,Burnley,44,1.81,45,1.59,43,1.47,47,2.24,43,1.68
F,111,Vydra,5.2,5.2,Burnley,27,1.54,31,1.66,36,1.92,35,3.18,39,2.08
G,112,Pope,5.4,5.4,Burnley,90,3.92,90,3.62,87,3.44,88,6.38,89,3.74
D,113,Taylor,4.4,4.4,Burnley,87,3.25,85,2.69,78,2.42,79,3.37,76,2.70
G,114,Norris,4.3,4.3,Burnley,0,0.00,0,0.00,1,0.04,1,0.04,1,0.05
M,115,Brownhill,4.3,4.3,Burnley,45,1.58,64,2.14,65,2.19,66,3.94,68,2.33
M,116,Benson,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,117,Peacock-Farrell,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,118,McNeil,5.6,5.6,Burnley,63,2.60,58,2.33,64,2.57,57,4.04,59,2.44
D,119,Azpilicueta,5.6,5.6,Chelsea,39,1.99,45,2.21,46,4.78,43,3.93,41,2.37
F,120,Giroud,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,121,Thiago Silva,5.6,5.6,Chelsea,77,3.54,72,3.16,72,6.61,69,5.51,71,3.77
D,122,Alonso,5.5,5.5,Chelsea,60,3.88,53,3.22,56,7.25,38,4.42,37,2.74
M,123,Jorginho,5.7,5.7,Chelsea,48,2.23,47,2.08,45,4.11,47,4.06,47,2.36
M,124,Barkley,5.2,5.2,Chelsea,1,0.07,0,0.03,0,0.07,0,0.02,1,0.05
M,125,Kovacic,4.9,4.9,Chelsea,65,2.59,55,2.18,60,4.84,58,4.49,62,2.73
F,126,Batshuayi,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Rüdiger,6.2,6.2,Chelsea,83,3.86,77,3.45,76,7.17,73,5.96,74,4.06
D,128,Zouma,5.4,5.4,West Ham,23,0.56,56,1.83,75,3.25,74,1.59,73,2.47
G,129,Arrizabalaga,4.5,4.5,Chelsea,0,0.00,2,0.07,1,0.10,3,0.21,3,0.14
M,130,Kanté,4.9,4.9,Chelsea,58,2.27,59,2.25,55,4.39,54,4.03,50,2.12
M,131,Ziyech,7.3,7.3,Chelsea,38,2.35,42,2.39,36,4.39,34,3.96,32,2.21
M,132,Loftus-Cheek,5.4,5.4,Chelsea,19,0.93,22,1.04,25,2.39,26,2.32,26,1.30
D,133,Christensen,4.6,4.6,Chelsea,37,1.69,45,1.91,41,3.68,45,3.46,40,2.07
F,134,Werner,8.6,8.6,Chelsea,40,2.60,36,2.20,34,4.35,39,4.85,37,2.63
D,135,Chilwell,5.6,5.6,Chelsea,0,0.00,0,0.00,7,0.70,25,2.61,33,2.25
F,136,Abraham,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,137,Pulisic,7.9,7.9,Chelsea,29,1.79,27,1.56,27,3.26,29,3.36,30,1.94
M,138,Mount,7.6,7.6,Chelsea,73,4.57,65,3.85,66,8.27,64,7.59,65,4.57
D,139,Ampadu,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,140,Hudson-Odoi,5.3,5.3,Chelsea,11,0.73,25,1.45,30,3.56,35,3.93,32,2.10
M,141,Havertz,7.9,7.9,Chelsea,67,4.48,56,3.57,59,7.77,57,7.20,59,4.42
D,142,James,6.3,6.3,Chelsea,80,4.66,73,4.05,73,8.63,73,7.58,73,5.02
G,143,Mendy,6.1,6.1,Chelsea,90,4.07,88,3.93,89,8.15,87,7.43,87,4.31
M,144,Gallagher,6.1,6.1,Crystal Palace,83,3.92,79,6.11,79,3.90,77,3.11,76,3.01
M,145,Gilmour,4.3,4.3,Norwich,33,1.30,34,1.21,32,2.40,36,1.31,36,1.26
G,146,Guaita,4.6,4.6,Crystal Palace,89,3.80,89,6.90,89,4.14,88,3.64,88,3.48
D,147,Tomkins,4.3,4.3,Crystal Palace,2,0.09,3,0.20,5,0.26,7,0.25,7,0.24
M,148,McArthur,4.3,4.3,Crystal Palace,38,1.62,36,2.79,39,1.72,43,1.67,41,1.58
F,149,Benteke,6.0,6.0,Crystal Palace,2,0.17,3,0.46,4,0.34,5,0.40,3,0.25
D,150,Kouyaté,4.5,4.5,Crystal Palace,75,3.22,73,4.88,67,3.44,67,2.59,66,2.33
D,151,Kelly,3.8,3.8,Crystal Palace,1,0.04,1,0.03,1,0.06,2,0.06,2,0.07
M,152,Milivojevic,5.3,5.3,Crystal Palace,4,0.30,5,0.56,6,0.39,8,0.42,8,0.43
F,153,Ayew,5.8,5.8,Crystal Palace,52,2.48,45,3.80,43,2.13,42,1.83,45,1.94
M,154,Zaha,6.8,6.8,Crystal Palace,83,5.07,80,7.92,78,5.00,78,4.00,77,3.92
M,155,Schlupp,5.4,5.4,Crystal Palace,61,2.60,60,4.47,63,2.79,57,2.20,61,2.29
G,156,Butland,4.4,4.4,Crystal Palace,1,0.04,1,0.05,1,0.06,2,0.08,1,0.05
M,157,Riedewald,4.7,4.7,Crystal Palace,0,0.00,0,0.00,1,0.03,0,0.01,1,0.04
D,158,Jach,4.2,4.2,Crystal Palace,1,0.04,1,0.10,1,0.03,2,0.07,2,0.09
F,159,Mateta,5.3,5.3,Crystal Palace,68,3.98,63,6.10,65,3.85,62,3.13,66,3.29
M,160,Eze,5.9,5.9,Crystal Palace,3,0.27,5,0.71,5,0.38,8,0.53,6,0.43
D,161,Ferguson,4.5,4.5,Crystal Palace,2,0.07,2,0.15,3,0.12,4,0.15,6,0.19
D,162,Mitchell,4.5,4.5,Crystal Palace,76,2.98,85,5.11,83,3.86,82,2.87,82,2.58
M,163,Delph,4.2,4.2,Everton,36,1.15,38,1.28,38,2.63,39,2.80,40,1.29
M,164,Sigurdsson,6.7,6.7,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,165,Coleman,4.9,4.9,Everton,84,1.21,81,2.26,78,5.07,75,5.94,72,1.69
M,166,James,6.9,6.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,167,Bernard,5.5,5.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,168,Digne,5.0,5.0,Aston Villa,28,1.13,50,5.35,69,4.95,79,4.30,78,1.35
D,169,Keane,4.7,4.7,Everton,74,1.12,66,1.89,66,4.39,65,5.13,67,1.59
G,170,Pickford,4.8,4.8,Everton,90,3.19,89,3.31,89,7.01,88,7.48,87,3.16
M,171,Allan,4.3,4.3,Everton,81,1.97,79,2.15,78,4.56,75,4.68,73,1.95
M,172,André Gomes,4.9,4.9,Everton,1,0.09,1,0.07,2,0.31,3,0.39,3,0.21
M,173,Doucouré,5.3,5.3,Everton,48,1.42,49,1.63,51,3.69,48,3.68,48,1.52
M,174,Iwobi,5.8,5.8,Everton,35,1.30,35,1.47,38,3.34,42,3.92,39,1.55
D,175,Mina,4.9,4.9,Everton,28,0.49,49,1.43,49,3.37,50,4.10,53,1.28
M,176,Davies,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,177,Calvert-Lewin,7.7,7.7,Everton,74,2.58,74,2.99,72,6.66,70,6.95,69,2.63
D,178,Holgate,4.2,4.2,Everton,25,0.37,24,0.66,24,1.50,25,1.86,27,0.62
D,179,Godfrey,4.7,4.7,Everton,69,0.94,65,1.74,62,3.82,64,4.85,62,1.39
F,180,Richarlison,7.5,7.5,Everton,80,2.78,76,3.18,73,7.13,73,7.59,76,2.96
G,181,Virgínia,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,182,Hernández,5.5,5.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,183,Casilla,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,184,Cooper,4.4,4.4,Leeds,87,2.46,83,1.36,79,3.65,77,2.82,80,2.33
D,185,Ayling,4.3,4.3,Leeds,82,2.51,78,1.42,73,3.67,77,3.00,73,2.33
M,186,Klich,5.1,5.1,Leeds,56,2.16,58,1.95,55,4.08,57,2.36,59,2.25
F,187,Rodrigo,6.3,6.3,Leeds,78,3.17,74,2.57,71,5.49,69,3.17,67,2.88
M,188,Dallas,4.9,4.9,Leeds,75,2.28,68,1.84,66,3.96,65,2.20,60,1.90
F,189,Bamford,7.7,7.7,Leeds,0,0.00,0,0.00,4,0.47,23,1.39,43,2.33
D,190,Llorente,4.5,4.5,Leeds,87,2.39,82,1.29,80,3.59,78,2.77,79,2.25
M,191,Phillips,4.7,4.7,Leeds,75,2.12,69,1.78,69,3.79,65,2.02,65,1.92
M,192,Costa,5.4,5.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,193,Roberts,4.8,4.8,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,194,Koch,4.3,4.3,Leeds,34,1.09,36,0.71,38,1.99,40,1.54,36,1.17
M,195,Poveda,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,196,Raphinha,6.4,6.4,Leeds,82,4.34,78,3.29,77,7.46,78,4.70,74,3.93
M,197,Shackleton,4.4,4.4,Leeds,3,0.15,4,0.20,5,0.44,6,0.27,5,0.26
D,198,Struijk,4.3,4.3,Leeds,12,0.36,17,0.33,23,1.17,26,0.97,24,0.74
G,199,Meslier,4.8,4.8,Leeds,90,3.45,89,3.16,88,6.42,87,3.64,87,3.39
G,200,Schmeichel,4.9,4.9,Leicester,90,3.55,90,3.22,89,7.90,88,6.77,87,3.54
D,201,Evans,5.4,5.4,Leicester,62,2.07,59,1.32,56,5.01,55,3.24,59,2.10
M,202,Albrighton,5.2,5.2,Leicester,16,0.74,19,0.77,23,2.30,27,2.20,23,1.05
M,203,Mendy,4.3,4.3,Leicester,62,1.82,59,1.60,54,3.53,56,3.22,53,1.63
G,204,Ward,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.02,1,0.06,1,0.04
F,205,Vardy,10.3,10.3,Leicester,27,1.61,48,2.23,63,8.69,62,6.19,57,3.58
M,206,Praet,4.9,4.9,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,207,Pereira,5.2,5.2,Leicester,26,1.03,28,0.82,26,2.61,29,1.96,27,1.14
D,208,Amartey,4.0,4.0,Leicester,20,0.67,25,0.57,24,2.06,26,1.55,22,0.79
D,209,Castagne,5.3,5.3,Leicester,74,2.48,66,1.50,67,5.98,68,4.04,64,2.33
M,210,Tielemans,6.4,6.4,Leicester,85,3.48,82,2.73,81,7.63,79,5.68,79,3.35
M,211,Pérez,5.7,5.7,Leicester,17,1.00,18,0.88,19,2.49,21,2.22,21,1.29
M,212,Maddison,7.0,7.0,Leicester,80,4.17,76,3.16,75,9.70,73,6.84,72,4.15
F,213,Iheanacho,7.1,7.1,Leicester,38,2.22,30,1.50,17,2.60,18,2.08,20,1.40
M,214,Choudhury,4.4,4.4,Leicester,4,0.20,5,0.25,7,0.70,5,0.50,5,0.26
M,215,Barnes,6.6,6.5,Leicester,62,3.39,57,2.55,53,7.12,54,5.24,53,3.13
M,216,Ndidi,4.8,4.8,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,217,Söyüncü,4.9,4.9,Leicester,38,1.18,44,0.91,41,3.50,40,2.22,40,1.35
D,218,Justin,4.9,4.9,Leicester,55,1.85,52,1.18,54,4.85,50,3.06,55,2.00
D,219,Thomas,4.3,4.3,Leicester,26,0.91,37,0.87,35,3.14,35,2.09,35,1.27
D,220,Fofana,4.3,4.3,Leicester,60,1.84,52,1.04,59,4.99,60,3.13,59,1.98
M,221,Milner,4.9,4.9,Liverpool,2,0.19,6,0.41,7,0.86,9,0.52,9,0.55
M,222,Henderson,4.9,4.9,Liverpool,80,3.52,77,3.03,75,5.80,74,2.98,73,3.17
G,223,Adrián,4.3,4.3,Liverpool,0,0.00,1,0.05,1,0.05,1,0.03,0,0.02
D,224,Matip,5.0,5.0,Liverpool,71,3.97,60,2.93,54,4.90,65,2.96,64,3.75
M,225,Thiago,5.3,5.3,Liverpool,69,2.99,67,2.66,67,5.21,62,2.45,64,2.80
M,226,Shaqiri,5.9,5.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,227,Chamberlain,5.8,5.8,Liverpool,3,0.22,4,0.29,4,0.55,4,0.29,5,0.35
F,228,Firmino,8.7,8.7,Liverpool,24,1.58,32,1.86,30,3.58,31,1.85,32,2.02
D,229,van Dijk,6.8,6.8,Liverpool,88,4.93,86,4.23,85,7.79,82,3.79,86,4.99
M,230,Mané,11.7,11.7,Liverpool,76,6.08,74,4.98,69,9.31,73,5.02,69,5.20
G,231,Alisson,6.0,6.0,Liverpool,90,4.60,88,4.25,88,8.10,87,4.00,88,4.68
M,232,Fabinho,5.4,5.4,Liverpool,81,3.07,78,2.76,76,5.22,78,2.69,77,2.96
M,233,Salah,13.2,13.1,Liverpool,82,8.32,77,6.54,75,12.47,78,6.67,75,7.30
D,234,Robertson,7.3,7.3,Liverpool,88,5.65,85,4.72,82,8.65,83,4.35,81,5.42
F,235,Origi,4.8,4.8,Liverpool,0,0.00,0,0.00,0,0.03,0,0.00,0,0.01
M,236,Minamino,5.1,5.1,Liverpool,3,0.27,3,0.28,4,0.67,5,0.43,6,0.48
D,237,Alexander-Arnold,8.4,8.4,Liverpool,88,6.38,86,5.36,84,9.82,83,4.91,83,6.15
D,238,Gomez,4.7,4.7,Liverpool,2,0.08,3,0.14,5,0.44,5,0.20,3,0.17
M,239,Keita,5.0,5.0,Liverpool,20,1.11,23,1.15,25,2.38,26,1.27,26,1.36
M,240,Jota,8.3,8.3,Liverpool,48,3.75,48,3.25,44,5.94,42,2.88,46,3.53
D,241,Phillips,4.2,4.2,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,242,Kelleher,4.3,4.3,Liverpool,0,0.01,1,0.03,1,0.12,1,0.03,1,0.06
D,243,Konaté,5.1,5.1,Liverpool,20,1.01,34,1.60,40,3.39,32,1.39,30,1.62
M,244,Jones,5.0,5.0,Liverpool,9,0.55,11,0.58,15,1.50,15,0.78,16,0.87
D,245,Tsimikas,3.7,3.7,Liverpool,2,0.07,3,0.11,5,0.38,5,0.22,4,0.18
D,246,N.Williams,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,247,R.Williams,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,248,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Walker,5.4,5.4,Man City,53,3.04,67,3.18,65,3.60,61,6.03,61,3.20
M,250,Gündogan,7.1,7.1,Man City,38,2.63,40,2.43,39,2.62,44,5.11,47,3.08
M,251,De Bruyne,11.8,11.8,Man City,80,6.15,75,4.99,77,5.57,74,9.03,72,5.03
D,252,Stones,5.2,5.2,Man City,72,4.39,32,1.68,31,1.86,34,3.57,33,1.87
D,253,Mendy,5.2,5.2,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,254,Mahrez,8.6,8.6,Man City,52,5.03,58,4.72,50,4.50,51,7.75,53,4.59
M,255,Sterling,10.5,10.5,Man City,49,4.41,49,3.73,50,4.20,52,7.31,48,3.90
D,256,Cancelo,7.1,7.1,Man City,83,5.88,71,4.07,68,4.54,71,8.32,70,4.40
G,257,Ederson,6.1,6.1,Man City,90,4.83,89,4.21,88,4.61,88,8.65,87,4.39
D,258,Aké,4.7,4.7,Man City,39,2.58,25,1.34,29,1.77,33,3.61,34,1.96
D,259,Laporte,5.9,5.9,Man City,86,5.55,73,3.88,72,4.49,72,7.83,73,4.27
G,260,Steffen,4.4,4.4,Man City,0,0.01,1,0.03,2,0.10,1,0.09,1,0.03
M,261,Bernardo,7.0,7.0,Man City,66,3.79,64,3.19,67,3.67,64,6.13,59,3.11
