Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts
D,26,Saliba,4.5,4.5,Arsenal,74,3.63,69,3.51,63,2.87,61,2.06,62,3.18,61,2.54,64,2.28,65,1.73
M,27,Marquinhos,4.9,4.9,Arsenal,0,0.04,1,0.07,1,0.04,1,0.07,1,0.06,1,0.07,1,0.05,0,0.03
F,28,Jesus,8.0,8.0,Arsenal,78,5.04,75,5.33,73,4.78,73,4.03,72,4.94,71,4.32,71,3.91,70,3.39
M,29,Coutinho,7.0,7.0,Aston Villa,47,2.42,64,3.56,64,2.72,63,2.56,63,3.10,61,3.78,64,3.40,63,3.53
F,30,Ings,7.0,7.0,Aston Villa,56,3.08,51,3.27,50,2.38,50,2.29,50,2.79,48,3.29,49,2.90,49,3.07
G,31,Martínez,5.0,5.0,Aston Villa,89,3.61,88,3.62,88,3.16,87,3.10,87,3.30,86,3.65,86,3.37,85,3.58
D,32,Chambers,4.5,4.5,Aston Villa,27,0.96,15,0.55,18,0.41,14,0.29,13,0.38,13,0.53,16,0.52,16,0.64
D,33,Digne,5.0,5.0,Aston Villa,82,3.26,77,3.42,77,1.99,76,1.64,74,2.62,74,3.67,74,2.84,71,3.33
M,34,Traoré,5.0,5.0,Aston Villa,7,0.45,7,0.49,8,0.48,8,0.47,8,0.54,9,0.65,10,0.64,10,0.64
G,35,Olsen,4.0,4.0,Aston Villa,1,0.03,1,0.05,2,0.07,2,0.09,3,0.10,3,0.15,3,0.11,4,0.19
M,36,Sanson,4.5,4.5,Aston Villa,4,0.25,6,0.34,7,0.33,9,0.43,9,0.45,11,0.59,11,0.55,10,0.51
M,37,McGinn,5.5,5.5,Aston Villa,80,2.56,76,2.60,75,2.11,73,1.99,71,2.22,73,2.63,71,2.31,68,2.37
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,1,0.05,2,0.05,2,0.05,4,0.14,4,0.19,5,0.19,6,0.26
D,39,Mings,4.5,4.5,Aston Villa,79,2.54,68,2.38,60,1.22,61,1.05,55,1.53,59,2.30,54,1.64,53,2.00
F,40,Watkins,7.4,7.4,Aston Villa,82,3.66,83,4.29,81,3.07,80,2.93,79,3.55,79,4.41,77,3.73,77,3.91
M,41,Nakamba,4.5,4.5,Aston Villa,4,0.20,5,0.25,6,0.28,8,0.32,8,0.34,9,0.38,10,0.40,11,0.46
M,42,Buendía,6.0,6.0,Aston Villa,37,1.79,36,1.90,39,1.61,39,1.56,42,1.93,42,2.33,41,2.03,42,2.24
D,43,Cash,5.0,5.0,Aston Villa,67,2.35,80,3.04,78,1.75,78,1.43,76,2.32,78,3.33,75,2.50,76,3.09
D,44,Konsa,4.5,4.5,Aston Villa,64,2.20,50,1.86,40,0.97,36,0.76,39,1.24,38,1.62,37,1.27,38,1.53
M,45,Bailey,5.0,5.0,Aston Villa,44,2.19,38,2.15,36,1.61,36,1.55,35,1.74,34,2.05,34,1.83,32,1.81
M,46,Douglas Luiz,4.9,4.9,Aston Villa,29,0.98,30,1.05,31,0.96,31,0.93,37,1.17,35,1.28,36,1.18,35,1.24
M,47,Ramsey,5.5,5.5,Aston Villa,51,2.08,52,2.25,47,1.69,47,1.64,46,1.88,44,2.12,46,1.92,49,2.15
M,48,Chukwuemeka,4.5,4.5,Chelsea,0,0.00,0,0.01,0,0.01,0,0.04,0,0.01,0,0.02,0,0.02,0,0.01
M,49,Iroegbunam,4.5,4.5,Aston Villa,1,0.03,1,0.04,1,0.04,2,0.10,3,0.12,3,0.15,3,0.12,4,0.18
D,50,Diego Carlos,5.0,5.0,Aston Villa,21,0.72,49,1.81,67,1.45,74,1.31,77,2.25,74,3.04,77,2.46,76,2.97
M,51,El Ghazi,4.9,4.9,Aston Villa,0,0.01,0,0.01,0,0.03,1,0.04,1,0.05,1,0.07,1,0.08,1,0.07
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,5.0,5.0,Aston Villa,75,2.14,71,2.12,71,1.83,69,1.75,67,1.85,68,2.13,66,1.90,65,1.99
F,54,Archer,4.5,4.5,Aston Villa,16,0.75,16,0.81,18,0.75,20,0.82,21,0.99,21,1.19,20,1.01,22,1.14
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,4.0,4.0,Aston Villa,12,0.43,6,0.25,6,0.17,5,0.14,8,0.27,7,0.31,8,0.29,7,0.30
D,57,Smith,4.5,4.5,Bournemouth,80,1.86,71,1.09,67,2.61,66,2.31,58,1.97,59,1.57,57,2.12,61,2.01
M,58,Stanislas,4.9,4.9,Bournemouth,13,0.75,12,0.59,12,0.74,13,0.84,11,0.67,12,0.66,15,0.97,13,0.84
D,59,Fredericks,4.5,4.5,Bournemouth,2,0.05,16,0.33,23,0.94,27,0.99,41,1.44,42,1.18,42,1.61,37,1.30
M,60,Brooks,5.5,5.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09,3,0.21
M,61,Lowe,5.4,5.4,Bournemouth,10,0.53,8,0.38,9,0.56,10,0.57,10,0.60,10,0.50,9,0.55,11,0.63
F,62,Moore,5.5,5.5,Bournemouth,40,1.70,26,0.97,24,1.19,24,1.19,23,1.09,25,1.06,25,1.28,29,1.37
M,63,Marcondes,5.0,5.0,Bournemouth,4,0.22,5,0.24,5,0.30,6,0.36,5,0.31,5,0.27,5,0.30,6,0.35
M,64,Lerma,5.0,5.0,Bournemouth,79,2.22,75,1.80,75,2.38,73,2.28,72,2.20,72,2.04,70,2.23,67,2.09
D,65,Stacey,4.5,4.5,Bournemouth,27,0.68,17,0.32,18,0.67,18,0.62,15,0.49,15,0.41,13,0.46,15,0.48
F,66,Solanke,6.0,6.0,Bournemouth,51,2.15,76,2.55,75,3.81,75,3.75,76,3.65,75,3.15,71,3.77,72,3.65
M,67,Cook,5.0,5.0,Bournemouth,44,1.39,47,1.31,45,1.57,45,1.52,43,1.44,43,1.35,40,1.41,40,1.36
M,68,Pearson,4.5,4.5,Bournemouth,37,1.11,41,1.09,41,1.29,41,1.28,39,1.20,36,1.07,36,1.15,37,1.15
M,69,Christie,5.5,5.5,Bournemouth,49,1.87,45,1.47,47,2.08,47,2.02,46,1.95,43,1.66,43,1.96,41,1.82
M,70,Billing,5.5,5.5,Bournemouth,53,1.92,55,1.64,55,2.32,55,2.28,57,2.27,53,1.90,53,2.25,53,2.17
D,71,Mepham,4.5,4.5,Bournemouth,71,1.50,67,1.03,64,2.25,63,1.96,62,1.88,61,1.46,63,2.11,64,1.88
G,72,Travers,4.5,4.5,Bournemouth,78,2.81,77,2.81,76,3.13,74,2.91,73,2.84,72,2.65,67,2.69,61,2.31
D,73,Kelly,4.5,4.5,Bournemouth,81,1.70,80,1.12,74,2.57,76,2.34,76,2.27,73,1.70,72,2.39,71,2.08
M,74,Dembélé,5.0,5.0,Bournemouth,12,0.59,10,0.41,13,0.70,11,0.56,13,0.65,11,0.52,14,0.73,13,0.67
M,75,Anthony,5.4,5.4,Bournemouth,34,1.51,32,1.22,34,1.66,33,1.61,33,1.55,31,1.37,33,1.70,30,1.49
D,76,Zemura,4.5,4.5,Bournemouth,59,1.32,73,1.08,70,2.56,67,2.20,66,2.11,62,1.57,64,2.27,65,2.06
G,77,Dennis,4.0,4.0,Bournemouth,0,0.01,0,0.01,0,0.01,0,0.01,1,0.02,0,0.01,0,0.02,0,0.01
D,78,Jansson,4.5,4.5,Brentford,84,2.74,82,3.33,75,2.35,72,2.60,67,1.98,63,1.59,64,2.36,61,1.65
M,79,Nørgaard,5.5,5.5,Brentford,81,2.56,75,2.60,74,2.27,74,2.55,72,2.28,72,2.13,70,2.34,72,2.13
F,80,Toney,7.0,7.0,Brentford,86,4.31,83,4.64,81,3.76,80,4.71,78,3.99,78,3.52,77,4.05,76,3.38
G,81,Raya,4.5,4.5,Brentford,89,3.64,88,3.87,87,3.52,86,3.59,86,3.35,86,3.23,86,3.65,85,3.22
D,82,Canós,5.0,5.0,Brentford,4,0.28,9,0.56,12,0.66,11,0.71,14,0.79,16,0.78,17,1.07,17,0.87
M,83,Dasilva,4.6,4.6,Brentford,64,2.63,62,2.83,62,2.51,61,2.92,61,2.56,60,2.36,60,2.63,60,2.29
D,84,Ajer,4.5,4.5,Brentford,10,0.37,23,1.05,29,1.04,33,1.32,30,1.02,28,0.85,28,1.17,31,0.97
D,85,Henry,4.5,4.5,Brentford,78,2.78,75,3.25,73,2.48,74,2.86,73,2.33,70,1.97,68,2.73,67,2.01
M,86,Janelt,5.5,5.5,Brentford,72,2.59,72,2.83,69,2.38,68,2.69,68,2.43,65,2.20,66,2.49,66,2.21
M,87,Ghoddos,5.0,5.0,Brentford,6,0.35,9,0.50,10,0.51,11,0.62,11,0.57,12,0.60,13,0.69,12,0.59
M,88,Jensen,5.0,5.0,Brentford,57,2.40,57,2.60,53,2.13,54,2.49,53,2.22,53,2.06,52,2.24,53,2.06
M,89,Wissa,5.5,5.5,Brentford,44,2.31,42,2.48,41,2.07,37,2.29,39,2.13,39,1.92,39,2.19,40,1.96
D,90,Roerslev,4.5,4.5,Brentford,33,1.16,30,1.26,25,0.82,27,1.02,21,0.67,21,0.59,25,0.98,21,0.63
D,91,Bech,4.5,4.5,Brentford,28,0.99,23,0.97,22,0.74,20,0.75,16,0.48,16,0.43,16,0.59,18,0.53
D,92,Pinnock,4.5,4.5,Brentford,0,0.00,1,0.04,14,0.50,24,0.95,46,1.49,62,1.73,59,2.36,62,1.84
M,93,Onyeka,5.0,5.0,Brentford,19,0.83,19,0.87,23,0.96,21,0.98,22,0.95,22,0.91,22,0.97,26,1.03
M,94,Baptiste,4.5,4.5,Brentford,7,0.40,8,0.46,10,0.49,10,0.53,12,0.55,13,0.58,15,0.75,13,0.58
F,95,Mbeumo,6.0,6.0,Brentford,75,3.22,68,3.21,70,2.85,67,3.32,67,2.97,65,2.61,64,2.90,62,2.51
D,96,Goode,4.0,4.0,Brentford,1,0.03,1,0.04,1,0.02,1,0.04,1,0.03,0,0.01,0,0.02,0,0.02
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,5.0,5.0,Brighton,56,2.22,50,2.34,50,2.14,50,2.22,52,2.28,50,2.25,51,1.68,50,1.93
G,102,Steele,4.0,4.0,Brighton,1,0.05,1,0.05,2,0.07,3,0.12,2,0.11,2,0.10,4,0.13,4,0.14
F,103,Welbeck,6.5,6.5,Brighton,72,3.29,67,3.71,63,3.04,64,3.33,63,3.10,64,3.21,61,2.15,61,2.62
M,104,Groß,5.6,5.6,Brighton,70,3.25,59,3.45,58,2.95,60,3.24,59,3.13,61,3.28,61,2.16,59,2.57
D,105,Duffy,4.5,4.5,Fulham,32,1.29,36,0.73,43,1.52,49,0.89,51,1.27,51,1.85,51,1.77,48,1.24
D,106,Dunk,4.5,4.5,Brighton,87,2.77,83,3.68,83,3.25,81,3.31,80,3.60,81,3.79,79,1.27,79,2.41
M,107,March,5.0,5.0,Brighton,66,2.28,65,2.57,62,2.26,60,2.31,62,2.34,62,2.38,61,1.78,60,2.02
D,108,Webster,4.5,4.5,Brighton,82,2.60,75,3.24,75,2.91,74,2.98,71,3.13,72,3.32,73,1.23,74,2.25
D,109,Veltman,4.5,4.5,Brighton,80,2.42,77,3.13,74,2.72,71,2.67,73,3.05,73,3.21,74,1.22,69,2.02
F,110,Maupay,6.4,6.4,Brighton,31,1.61,36,2.18,35,1.84,37,2.11,35,1.91,35,1.94,37,1.40,39,1.79
M,111,Trossard,6.5,6.5,Brighton,73,3.23,72,3.95,71,3.44,68,3.49,68,3.63,67,3.74,67,2.36,66,2.94
D,112,Cucurella,5.0,5.0,Chelsea,69,3.41,70,3.83,69,3.48,70,3.73,67,3.57,68,2.28,66,3.39,66,3.91
G,113,Sánchez,4.5,4.5,Brighton,89,3.50,88,3.83,88,3.72,87,3.67,87,3.84,87,3.95,86,3.04,85,3.27
D,114,Lamptey,4.5,4.5,Brighton,36,1.35,43,2.10,46,2.03,50,2.25,49,2.37,46,2.35,46,0.95,46,1.60
M,115,Alzate,4.5,4.5,Brighton,7,0.40,9,0.51,11,0.53,12,0.61,12,0.60,14,0.67,14,0.60,15,0.68
M,116,Mac Allister,5.5,5.5,Brighton,77,3.04,75,3.66,72,3.12,72,3.28,69,3.09,70,3.19,68,2.09,70,2.65
M,117,Moder,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,118,Mwepu,5.5,5.5,Brighton,31,1.47,45,2.31,44,2.06,46,2.25,45,2.15,45,2.18,41,1.48,44,1.85
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.01,0,0.02,0,0.02,0,0.01,0,0.03,1,0.03,1,0.04
M,120,Caicedo,5.0,5.0,Brighton,75,2.31,70,2.49,73,2.39,69,2.34,71,2.39,71,2.44,71,1.85,71,2.12
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.5,5.5,Brighton,30,1.58,31,1.94,36,1.93,33,1.95,33,1.84,33,1.83,34,1.36,33,1.59
M,124,Mitoma,5.0,5.0,Brighton,7,0.34,8,0.39,10,0.45,10,0.51,9,0.44,11,0.52,10,0.42,11,0.49
F,125,Enciso,5.0,5.0,Brighton,4,0.21,5,0.29,8,0.41,8,0.42,10,0.49,9,0.45,12,0.47,11,0.51
M,126,Kozłowski,4.5,4.5,Brighton,1,0.03,1,0.06,1,0.06,2,0.09,2,0.11,2,0.09,2,0.09,3,0.12
D,127,Azpilicueta,5.0,5.0,Chelsea,61,2.87,57,2.88,57,2.68,55,2.77,60,2.99,56,1.81,59,2.87,56,3.09
D,128,Thiago Silva,5.5,5.5,Chelsea,78,3.51,77,3.78,73,3.31,71,3.42,71,3.40,71,2.18,70,3.31,69,3.70
D,129,Alonso,5.4,5.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,6.0,6.0,Chelsea,68,2.97,61,2.84,60,2.63,59,2.73,55,2.47,54,1.93,54,2.28,52,2.44
M,131,Barkley,5.0,5.0,Chelsea,2,0.12,1,0.10,1,0.09,2,0.13,2,0.13,2,0.11,3,0.17,2,0.12
M,132,Kovacic,5.0,5.0,Chelsea,3,0.15,15,0.67,23,0.97,31,1.35,40,1.66,39,1.38,40,1.60,40,1.73
G,133,Arrizabalaga,4.5,4.5,Chelsea,1,0.03,2,0.08,3,0.12,3,0.16,3,0.15,3,0.10,3,0.13,3,0.13
M,134,Kanté,5.0,5.0,Chelsea,71,2.62,68,2.65,64,2.40,62,2.41,57,2.20,58,1.87,58,2.15,56,2.25
M,135,Ziyech,5.9,5.9,Chelsea,13,0.87,14,0.98,16,1.02,19,1.26,19,1.22,18,0.93,20,1.18,20,1.41
M,136,Loftus-Cheek,5.0,5.0,Chelsea,19,0.91,21,1.04,21,1.00,17,0.85,21,1.00,20,0.83,20,0.91,22,1.11
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,4.0,4.0,Chelsea,1,0.16,2,0.25,3,0.27,4,0.36,4,0.39,4,0.32,5,0.43,6,0.49
D,139,Chilwell,6.0,6.0,Chelsea,49,2.73,44,2.72,46,2.63,49,2.98,49,2.90,50,1.95,50,2.87,52,3.36
M,140,Pulisic,6.0,6.0,Chelsea,22,1.34,27,1.73,24,1.45,27,1.69,28,1.66,28,1.36,27,1.53,27,1.70
D,141,Chalobah,4.9,4.9,Chelsea,17,0.79,23,1.17,25,1.23,24,1.26,24,1.24,26,0.92,26,1.32,27,1.51
M,142,Mount,8.0,8.0,Chelsea,81,4.93,77,5.07,76,4.64,75,4.94,73,4.50,73,3.46,73,4.21,73,4.89
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.4,5.4,Chelsea,9,0.53,11,0.74,13,0.79,13,0.86,16,0.93,13,0.69,14,0.83,14,0.90
F,145,Havertz,7.9,7.9,Chelsea,63,3.69,58,3.66,60,3.53,58,3.60,55,3.18,54,2.58,56,3.04,57,3.51
D,146,James,6.0,6.0,Chelsea,79,4.62,76,4.96,75,4.51,74,4.74,71,4.47,73,2.85,72,4.34,73,5.07
G,147,Mendy,5.0,5.0,Chelsea,89,3.93,88,4.06,87,3.87,86,3.97,86,3.97,87,3.32,87,3.99,87,4.26
M,148,Gallagher,5.9,5.9,Chelsea,23,1.09,20,1.03,19,0.90,18,0.87,17,0.81,19,0.76,19,0.86,16,0.83
M,149,Gilmour,4.5,4.5,Chelsea,4,0.17,4,0.20,4,0.17,4,0.18,3,0.16,4,0.19,3,0.15,5,0.22
F,150,Broja,5.5,5.5,Chelsea,16,1.05,17,1.23,17,1.17,17,1.16,18,1.17,21,1.13,18,1.12,17,1.18
D,151,Ampadu,4.5,4.5,Chelsea,2,0.05,4,0.16,5,0.15,5,0.18,5,0.17,5,0.14,7,0.26,7,0.30
G,152,Guaita,4.5,4.5,Crystal Palace,86,3.59,82,2.96,80,3.51,80,3.10,78,3.10,76,2.97,77,2.92,78,3.32
D,153,Tomkins,4.0,4.0,Crystal Palace,3,0.10,8,0.17,10,0.38,14,0.43,12,0.42,13,0.41,13,0.37,16,0.63
M,154,McArthur,5.0,5.0,Crystal Palace,0,0.00,8,0.26,14,0.61,24,0.87,41,1.51,37,1.31,40,1.32,41,1.64
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.5,4.5,Crystal Palace,21,0.74,23,0.40,23,0.91,27,0.80,29,0.91,29,0.83,28,0.75,33,1.23
D,157,Clyne,4.5,4.5,Crystal Palace,75,2.74,75,1.17,70,2.83,68,2.03,67,2.15,66,1.94,65,1.77,61,2.36
M,158,Milivojevic,4.5,4.5,Crystal Palace,17,0.72,16,0.55,17,0.73,17,0.66,15,0.62,16,0.61,17,0.63,17,0.77
M,159,Ayew,5.5,5.5,Crystal Palace,55,2.49,43,1.45,40,2.03,45,1.85,43,1.92,44,1.80,45,1.76,44,2.21
M,160,Zaha,7.0,7.0,Crystal Palace,82,4.37,78,2.59,77,4.38,76,3.38,76,3.82,74,3.29,75,3.13,74,4.32
M,161,Schlupp,5.0,5.0,Crystal Palace,68,2.57,63,1.79,61,2.46,58,2.00,58,2.20,58,2.01,55,1.88,55,2.32
G,162,Butland,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01
M,163,Hughes,5.0,5.0,Crystal Palace,30,1.23,33,1.09,32,1.33,33,1.23,27,1.11,27,1.07,28,1.04,30,1.26
M,164,Riedewald,4.5,4.5,Crystal Palace,4,0.18,6,0.21,7,0.30,7,0.29,4,0.17,8,0.31,8,0.30,9,0.39
D,165,Andersen,4.5,4.5,Crystal Palace,86,3.06,82,1.22,80,3.20,77,2.27,77,2.44,77,2.23,78,2.08,75,2.90
F,166,Edouard,5.5,5.5,Crystal Palace,50,2.77,46,1.79,49,2.81,47,2.25,44,2.35,48,2.26,43,1.95,48,2.83
D,167,Guéhi,4.5,4.5,Crystal Palace,85,3.07,82,1.22,80,3.23,78,2.29,79,2.51,77,2.27,79,2.12,75,2.93
F,168,Mateta,5.5,5.5,Crystal Palace,45,2.55,42,1.68,44,2.57,43,2.11,42,2.29,40,1.95,44,1.97,40,2.43
M,169,Eze,5.5,5.5,Crystal Palace,71,3.28,69,2.19,66,3.22,62,2.51,63,2.76,62,2.50,61,2.33,59,2.99
D,170,Mitchell,4.5,4.5,Crystal Palace,82,2.92,79,1.22,78,3.11,74,2.21,74,2.35,74,2.18,74,2.03,72,2.77
M,171,Olise,5.5,5.5,Crystal Palace,28,1.53,50,1.81,49,2.62,47,2.12,48,2.31,47,2.10,46,1.95,45,2.47
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.5,4.5,Crystal Palace,13,0.68,11,0.50,13,0.69,14,0.69,15,0.75,16,0.74,15,0.68,18,0.95
D,174,Ferguson,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,175,Johnstone,4.5,4.5,Crystal Palace,5,0.20,8,0.30,10,0.42,11,0.41,12,0.50,14,0.54,13,0.48,12,0.53
G,176,Begović,4.0,4.0,Everton,1,0.05,2,0.08,3,0.10,3,0.11,4,0.15,5,0.20,5,0.18,6,0.24
F,177,Rondón,5.0,5.0,Everton,28,1.72,30,1.54,30,1.56,28,1.24,30,1.32,26,1.47,10,0.62,10,0.60
D,178,Coleman,4.5,4.5,Everton,44,2.08,69,2.30,66,2.11,64,1.22,62,1.31,63,2.31,59,1.91,59,1.91
M,179,Townsend,5.5,5.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,180,Keane,4.5,4.5,Everton,16,0.71,18,0.62,18,0.59,19,0.40,13,0.31,12,0.45,13,0.43,13,0.43
M,181,Dele,5.5,5.5,Everton,32,2.12,26,1.44,30,1.65,32,1.45,29,1.34,24,1.40,21,1.09,19,1.02
G,182,Pickford,4.5,4.5,Everton,89,3.90,88,3.40,87,3.30,87,3.07,86,3.06,85,3.41,85,3.28,84,3.24
M,183,Allan,5.0,5.0,Everton,19,0.76,23,0.82,22,0.80,21,0.70,23,0.76,24,0.89,24,0.83,23,0.82
M,184,André Gomes,4.5,4.5,Everton,2,0.15,1,0.08,2,0.14,2,0.12,2,0.13,2,0.16,2,0.11,2,0.13
M,185,A.Doucouré,5.5,5.5,Everton,58,2.57,76,2.66,75,2.66,73,2.20,74,2.22,72,2.67,70,2.45,70,2.47
M,186,Iwobi,5.5,5.5,Everton,69,3.10,60,2.31,61,2.38,59,1.94,60,1.99,59,2.38,53,2.04,55,2.11
M,187,Gbamin,4.5,4.5,Everton,7,0.32,3,0.10,3,0.12,3,0.12,3,0.11,5,0.19,4,0.17,4,0.14
D,188,Mina,4.5,4.5,Everton,0,0.00,2,0.09,11,0.41,23,0.53,44,1.04,55,2.09,54,1.84,53,1.81
M,189,Gray,5.5,5.5,Everton,68,4.56,65,3.42,62,3.38,61,2.55,61,2.57,59,3.27,57,2.82,57,2.84
M,190,Davies,5.0,5.0,Everton,30,1.27,48,1.65,53,1.76,49,1.46,45,1.38,47,1.64,46,1.56,46,1.55
F,191,Calvert-Lewin,7.9,7.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,5,0.24,27,1.47,72,3.51,70,3.47
D,192,Holgate,4.5,4.5,Everton,68,2.75,61,1.75,53,1.46,52,0.89,42,0.79,38,1.20,37,1.06,40,1.14
