Pos,ID,Name,BV,SV,Team,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts
M,296,Carvalho,5.3,5.3,Liverpool,28,1.68,25,1.73,13,0.79,8,0.67,7,0.43,5,0.34,5,0.48,6,0.51,4,0.10
F,297,Darwin,8.9,8.9,Liverpool,11,0.69,38,2.68,77,4.87,70,6.31,65,3.58,63,4.05,62,5.33,63,4.65,58,1.48
D,298,Ramsay,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,1,0.04,0,0.00,0,0.00
D,299,Walker,4.8,4.8,Man City,53,4.42,37,2.10,40,1.67,39,3.56,37,1.90,37,2.02,41,1.96,36,1.79,36,0.39
M,300,Gündogan,7.3,7.3,Man City,46,4.43,52,2.93,52,2.41,53,5.12,52,2.81,52,2.94,51,2.48,56,2.79,52,0.58
M,301,De Bruyne,12.5,12.5,Man City,81,9.62,79,5.62,77,4.35,74,9.05,72,4.99,70,5.19,71,4.48,71,4.59,70,0.99
D,302,Stones,5.4,5.4,Man City,23,2.06,60,3.38,58,2.29,51,4.42,51,2.67,48,2.60,48,2.23,47,2.29,50,0.53
M,303,Mahrez,7.5,7.5,Man City,51,6.34,46,3.57,46,2.88,45,5.97,46,3.39,43,3.33,45,2.95,46,3.15,44,0.65
M,304,Sterling,9.7,9.7,Chelsea,0,0.00,16,0.99,53,3.51,55,3.02,56,3.95,56,2.87,54,3.71,53,3.13,51,3.51
M,305,Grealish,6.8,6.8,Man City,53,5.68,58,3.65,57,2.95,57,6.09,58,3.44,58,3.59,57,3.13,57,3.14,55,0.66
D,306,Cancelo,7.2,7.2,Man City,45,4.57,45,3.02,50,2.38,50,5.23,52,3.17,53,3.36,53,2.91,50,2.93,48,0.61
G,307,Ederson,5.4,5.4,Man City,89,7.65,88,4.54,87,3.64,86,7.68,85,4.17,87,4.30,87,4.01,87,4.18,86,0.85
D,308,Aké,5.0,5.0,Man City,69,5.88,60,3.51,49,1.97,48,4.33,42,2.30,43,2.37,40,2.00,43,2.24,45,0.50
D,309,Laporte,5.7,5.7,Man City,49,4.16,39,2.27,36,1.48,45,4.06,42,2.28,39,2.14,41,1.97,39,1.97,42,0.45
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.8,6.8,Man City,65,5.77,63,3.34,64,2.82,61,5.67,62,3.16,58,3.05,60,2.85,57,2.74,60,0.63
D,312,Dias,5.9,5.9,Man City,0,0.00,1,0.06,18,0.67,36,3.14,47,2.43,50,2.67,48,2.20,48,2.35,46,0.48
D,313,Zinchenko,5.0,5.0,Arsenal,62,2.50,63,2.91,63,3.31,59,5.38,61,3.19,59,2.94,60,3.72,57,2.74,58,2.57
M,314,Foden,8.2,8.2,Man City,56,7.02,54,4.07,52,3.14,54,7.06,54,3.84,54,4.08,51,3.35,52,3.50,53,0.77
M,315,Rodri,5.6,5.6,Man City,81,5.56,79,3.11,79,2.59,78,5.40,74,2.88,72,2.84,74,2.66,75,2.72,71,0.55
M,316,Palmer,4.3,4.3,Man City,8,0.91,8,0.51,9,0.50,11,1.25,14,0.84,14,0.93,14,0.84,13,0.74,14,0.18
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.2,11.8,Man City,79,12.47,75,6.96,74,5.45,72,11.37,69,6.20,72,6.70,73,5.71,71,5.63,72,1.28
F,319,Álvarez,6.0,6.0,Man City,18,2.30,20,1.46,23,1.48,25,3.23,25,1.74,25,1.80,24,1.53,25,1.66,26,0.37
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,63,1.97,75,2.25,73,2.07,70,2.19,71,1.88,70,1.59,69,2.14,69,1.79,67,0.38
D,322,Wilson-Esbrand,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,1,0.04,2,0.05,3,0.13,4,0.27,5,0.20,3,0.15,3,0.14,2,0.10,3,0.03
M,325,Phillips,4.8,4.8,Man City,4,0.24,6,0.22,7,0.20,11,0.75,14,0.50,20,0.76,19,0.70,18,0.64,22,0.17
F,326,Ronaldo,10.2,10.2,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,327,De Gea,4.9,4.9,Man Utd,89,7.17,87,3.25,87,6.45,87,3.66,88,4.02,86,0.77,87,3.16,87,4.11,86,0.94
D,328,Jones,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,329,Varane,4.8,4.8,Man Utd,83,5.54,80,2.15,79,6.11,75,3.06,76,3.63,74,0.68,71,1.72,74,3.75,72,0.66
D,330,Maguire,4.7,4.7,Man Utd,8,0.47,12,0.32,12,0.84,16,0.59,14,0.65,15,0.12,16,0.39,17,0.80,18,0.15
M,331,Fred,5.1,5.1,Man Utd,23,1.87,24,0.94,25,1.76,23,1.01,23,1.02,28,0.25,28,1.03,27,1.27,27,0.29
D,332,Shaw,5.1,4.9,Man Utd,81,5.67,74,2.12,75,6.45,73,3.25,74,3.93,75,0.75,73,1.84,70,4.00,74,0.72
M,333,Fernandes,9.8,9.8,Man Utd,84,7.83,82,3.38,80,8.12,80,4.58,80,5.11,77,0.96,75,3.23,75,5.08,75,0.97
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,7.0,6.8,Man Utd,74,8.15,67,3.29,65,7.70,64,4.34,61,4.54,61,0.91,60,3.08,57,4.58,59,0.92
M,336,Van de Beek,5.1,5.1,Man Utd,5,0.61,10,0.47,9,0.83,10,0.56,11,0.64,14,0.15,13,0.58,16,0.92,17,0.22
D,337,Lindelöf,4.2,4.2,Man Utd,13,0.78,14,0.37,13,0.84,15,0.53,12,0.53,16,0.14,19,0.45,17,0.75,17,0.14
M,338,McTominay,4.9,4.9,Man Utd,14,1.02,22,0.78,16,1.11,18,0.70,19,0.78,18,0.16,22,0.75,21,0.94,22,0.21
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.1,7.1,Man Utd,9,1.07,16,0.94,26,3.15,25,1.72,27,1.99,28,0.42,29,1.58,31,2.45,28,0.45
D,341,Wan-Bissaka,4.3,4.3,Man Utd,65,4.08,36,1.04,18,1.29,19,0.76,20,0.93,22,0.19,24,0.65,21,1.04,21,0.19
D,342,Dalot,4.7,4.7,Man Utd,10,0.87,47,1.26,70,5.57,70,2.86,68,3.37,65,0.60,63,1.51,66,3.43,65,0.59
D,343,B.Williams,3.8,3.8,Man Utd,2,0.06,2,0.03,2,0.06,2,0.03,1,0.04,3,0.01,3,0.07,4,0.11,2,0.01
M,344,Elanga,4.7,4.7,Man Utd,10,1.15,7,0.40,6,0.73,7,0.47,8,0.56,9,0.12,9,0.54,9,0.69,10,0.16
F,345,Martial,6.6,6.6,Man Utd,51,5.55,58,2.87,62,6.85,59,3.80,59,4.10,58,0.80,57,2.92,59,4.31,57,0.85
M,346,Andreas,4.6,4.5,Fulham,77,2.69,74,3.04,72,2.54,72,3.57,71,2.65,71,3.26,71,2.82,70,2.63,72,0.80
M,347,Pellistri,4.3,4.3,Man Utd,1,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,348,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,0,0.00,0,0.00
M,349,Shelvey,4.8,4.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,4,0.11,10,0.08,20,0.63,27,1.12,28,1.11
D,350,Ritchie,4.2,4.2,Newcastle,3,0.16,5,0.20,5,0.21,4,0.16,4,0.13,3,0.02,2,0.06,2,0.11,3,0.10
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Newcastle,11,0.74,15,0.92,16,1.13,15,1.06,16,0.95,16,0.22,17,0.82,17,1.17,16,1.02
G,355,Dubravka,4.2,4.2,Newcastle,2,0.05,1,0.04,2,0.05,3,0.09,3,0.08,3,0.03,3,0.07,3,0.10,2,0.09
F,356,Wilson,7.2,7.2,Newcastle,71,4.79,69,3.99,66,4.21,66,4.27,65,3.62,66,0.86,64,2.65,65,4.13,64,3.96
D,357,Trippier,6.0,5.6,Newcastle,85,4.91,70,3.62,80,4.53,77,4.47,75,2.95,76,0.86,78,1.90,79,4.79,77,4.21
D,358,Burn,4.5,4.5,Newcastle,86,4.09,81,3.51,79,3.75,77,3.75,76,2.43,76,0.72,77,1.57,74,3.88,73,3.41
M,359,Fraser,5.2,5.2,Newcastle,8,0.56,7,0.41,9,0.54,7,0.49,8,0.49,7,0.09,6,0.31,6,0.44,6,0.37
D,360,Lascelles,4.3,4.3,Newcastle,7,0.30,24,0.98,13,0.55,17,0.69,14,0.43,17,0.14,17,0.34,18,0.79,17,0.67
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,2,0.04,5,0.16,4,0.17,3,0.08,3,0.10,3,0.03,2,0.03,3,0.13,3,0.08
D,363,Manquillo,4.2,4.2,Newcastle,5,0.18,18,0.75,9,0.36,9,0.37,9,0.29,6,0.06,5,0.12,5,0.19,6,0.27
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,1,0.04,4,0.11,8,0.21,11,0.08,10,0.23,8,0.33,10,0.40
M,365,Murphy,4.3,4.3,Newcastle,14,0.78,8,0.50,9,0.52,9,0.56,9,0.52,9,0.12,9,0.42,8,0.48,8,0.46
D,366,Schär,5.0,5.0,Newcastle,84,4.17,63,2.78,79,3.82,78,3.92,77,2.49,73,0.71,73,1.53,72,3.85,71,3.42
D,367,Targett,4.8,4.8,Newcastle,0,0.00,0,0.00,2,0.09,10,0.43,15,0.53,18,0.17,19,0.47,21,1.08,22,1.03
M,368,Saint-Maximin,6.2,6.2,Newcastle,38,2.36,42,2.25,43,2.50,49,2.81,52,2.58,53,0.64,56,2.15,55,3.17,55,3.08
M,369,Almirón,5.9,5.9,Newcastle,77,4.25,73,3.54,70,3.72,70,3.70,67,3.02,66,0.72,66,2.34,63,3.45,66,3.40
M,370,S.Longstaff,4.4,4.4,Newcastle,70,2.63,63,2.16,61,2.23,58,2.12,56,1.82,53,0.40,53,1.48,51,1.90,52,1.85
M,371,Joelinton,5.9,5.9,Newcastle,53,2.60,67,2.82,67,2.90,66,2.93,63,2.37,64,0.57,61,1.86,58,2.65,57,2.45
D,372,Lewis,4.4,4.4,Newcastle,5,0.17,13,0.51,9,0.35,7,0.26,6,0.17,3,0.03,4,0.08,5,0.22,5,0.21
M,373,Willock,4.8,4.8,Newcastle,68,3.33,63,2.75,59,2.79,56,2.69,52,2.18,52,0.52,48,1.66,50,2.47,51,2.39
M,374,Bruno Guimarães,5.7,5.7,Newcastle,84,3.66,83,3.19,79,3.27,78,3.31,77,2.75,77,0.67,77,2.24,75,3.21,75,3.06
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,88,4.09,88,3.98,88,4.09,87,4.11,87,3.44,86,0.84,86,3.11,87,4.26,87,4.03
D,377,Botman,4.5,4.5,Newcastle,84,3.91,82,3.48,81,3.72,77,3.62,75,2.31,76,0.70,75,1.51,75,3.83,75,3.38
M,378,Arter,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,379,Cook,4.4,4.4,Nott'm Forest,39,1.33,34,1.18,13,0.41,14,0.39,20,0.39,18,0.39,18,0.64,19,0.37,16,0.44
F,380,Lyle Taylor,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00,0,0.00,1,0.00,0,0.00,0,0.00
M,381,Colback,4.2,4.2,Nott'm Forest,12,0.45,20,0.72,17,0.63,20,0.65,20,0.63,15,0.39,15,0.52,14,0.47,13,0.42
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.3,4.3,Nott'm Forest,1,0.00,3,0.13,2,0.04,2,0.04,2,0.04,2,0.06,2,0.09,1,0.04,1,0.04
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,40,1.29,35,1.14,17,0.55,16,0.41,17,0.32,19,0.36,21,0.76,20,0.39,20,0.51
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,87,2.86,65,2.17,83,2.82,82,2.41,81,2.10,81,1.84,78,2.65,80,2.17,80,2.31
D,388,Worrall,4.2,4.2,Nott'm Forest,84,2.71,65,2.09,72,2.33,71,1.75,68,1.12,67,1.29,66,2.38,62,1.08,63,1.56
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.7,4.7,Nott'm Forest,4,0.26,4,0.25,5,0.39,4,0.29,5,0.32,4,0.23,4,0.32,5,0.33,4,0.28
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,1,0.00,5,0.12,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.6,5.6,Nott'm Forest,80,3.92,75,3.53,72,3.66,71,2.98,69,2.45,67,2.15,67,3.35,68,2.64,65,2.69
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.7,5.7,Nott'm Forest,37,2.26,52,3.01,46,2.89,47,2.42,45,1.99,47,1.82,45,2.72,46,2.12,47,2.30
G,398,Henderson,4.7,4.7,Nott'm Forest,89,3.66,88,3.62,87,3.57,87,3.30,85,3.02,85,2.57,85,3.66,84,3.02,84,3.15
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,5,0.31,9,0.53,7,0.39,7,0.46,9,0.47,7,0.35,8,0.52,8,0.44,8,0.10
G,401,McCarthy,4.3,4.3,Southampton,8,0.32,19,0.75,29,1.03,26,1.06,29,1.04,29,0.84,29,1.17,30,1.02,32,0.23
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,10,0.24,10,0.33,11,0.23,12,0.28,11,0.29,12,0.23,11,0.21,12,0.25,14,0.32
M,405,S.Armstrong,4.7,4.7,Southampton,0,0.00,4,0.21,34,1.47,40,1.85,44,1.65,42,1.44,40,1.89,40,1.53,39,0.34
M,406,Elyounoussi,5.2,5.2,Southampton,73,3.21,69,3.21,59,2.47,57,2.79,58,2.17,58,1.99,58,2.89,53,1.98,57,0.49
M,407,Ward-Prowse,6.2,6.2,Southampton,87,3.57,85,3.60,82,3.08,81,3.54,81,2.66,81,2.50,79,3.57,80,2.61,81,0.63
F,408,A.Armstrong,5.5,5.5,Southampton,26,1.46,24,1.39,20,1.09,18,1.15,22,1.06,20,0.94,23,1.42,21,1.07,20,0.23
D,409,Walker-Peters,4.4,4.4,Southampton,83,2.76,78,2.56,76,1.99,73,2.83,73,1.53,71,1.59,73,2.64,72,1.21,69,0.37
D,410,Bednarek,4.2,4.2,Aston Villa,5,0.15,0,0.00,9,0.31,10,0.23,12,0.36,8,0.29,7,0.23,5,0.13,2,0.04
F,411,Adams,6.3,6.3,Southampton,66,3.00,61,2.86,59,2.51,60,2.89,56,2.08,57,2.02,55,2.72,56,2.10,55,0.48
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,75,2.22,76,2.21,49,1.11,49,1.71,45,0.88,45,0.88,42,1.35,46,0.79,45,0.20
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.3,4.3,Southampton,19,0.77,16,0.68,11,0.46,12,0.47,12,0.44,12,0.36,13,0.56,15,0.56,13,0.11
D,417,Perraud,4.3,4.3,Southampton,65,2.63,63,2.59,53,1.81,47,2.24,45,1.28,45,1.29,44,2.04,43,1.08,41,0.29
M,418,Djenepo,5.0,5.0,Southampton,23,1.07,25,1.22,15,0.73,15,0.78,14,0.64,14,0.55,13,0.63,15,0.64,16,0.16
D,419,Livramento,4.4,4.4,Southampton,0,0.00,0,0.00,3,0.10,8,0.34,13,0.35,19,0.49,22,0.92,25,0.59,31,0.20
D,420,Salisu,4.4,4.4,Southampton,85,2.58,63,1.90,81,1.89,77,2.77,76,1.44,78,1.56,74,2.48,75,1.21,75,0.35
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,82,3.14,71,2.70,61,2.16,64,2.62,60,2.11,60,1.71,60,2.38,59,2.06,58,0.41
D,423,Bella-Kotchap,4.5,4.5,Southampton,0,0.00,9,0.33,64,1.78,73,2.95,74,1.64,73,1.68,73,2.74,72,1.32,71,0.39
G,424,Caballero,3.9,3.9,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.04,1,0.00
G,425,Lloris,5.5,5.5,Spurs,89,6.52,88,3.48,87,3.12,87,3.48,86,3.71,86,3.50,85,3.56,85,3.89,86,0.71
G,426,Forster,3.9,3.9,Spurs,1,0.00,2,0.08,3,0.11,3,0.12,4,0.13,3,0.12,5,0.17,4,0.18,4,0.03
F,427,Kane,11.6,11.6,Spurs,81,8.45,82,5.32,82,4.24,81,5.39,81,5.70,79,4.92,79,4.98,77,6.26,76,1.06
