Pos,ID,Name,BV,SV,Team,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,Elite%
M,54,Philogene,4.5,4.5,Aston Villa,22,1.39,21,1.24,18,0.85,16,0.99,13,0.64,11,0.65,9,0.55,9,0.60,11,0.73,10,0.63,11,0.79,12,0.61,0.00
M,55,J.Ramsey,6.0,6.0,Aston Villa,0,0.00,0,0.00,0,0.00,11,0.48,30,1.12,52,2.17,58,2.37,58,2.56,56,2.78,58,2.43,57,2.65,57,2.05,0.00
M,56,Sanson,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,58,Tielemans,6.0,6.0,Aston Villa,38,1.77,47,2.00,54,1.86,57,2.59,59,2.15,55,2.41,56,2.34,56,2.53,55,2.81,55,2.41,54,2.68,56,2.07,0.00
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,60,Watkins,8.0,8.0,Aston Villa,87,4.96,84,4.38,84,3.43,83,4.92,83,3.65,82,4.66,82,4.16,80,4.69,79,5.32,81,4.39,81,5.18,81,3.67,0.42
F,61,Wesley,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Anthony,5.0,5.0,Bournemouth,57,2.01,53,2.26,51,2.07,49,2.06,46,1.90,45,1.81,45,1.92,45,2.16,45,2.24,46,1.58,46,1.92,45,2.10,0.00
M,63,Billing,5.5,5.5,Bournemouth,81,2.33,77,2.71,75,2.48,73,2.50,73,2.36,71,2.25,69,2.40,70,2.75,70,2.77,69,1.94,69,2.33,71,2.65,0.00
M,64,Brooks,5.0,5.0,Bournemouth,59,2.06,59,2.45,55,2.22,55,2.25,51,2.01,51,1.95,48,2.05,48,2.30,48,2.36,49,1.64,48,1.95,48,2.20,0.00
M,65,Christie,5.0,5.0,Bournemouth,62,2.10,59,2.39,56,2.18,55,2.21,54,2.10,52,1.96,49,2.06,51,2.34,51,2.42,51,1.68,50,2.01,50,2.23,0.00
M,66,L.Cook,5.0,5.0,Bournemouth,35,0.94,51,1.52,55,1.62,54,1.60,55,1.59,55,1.56,55,1.65,54,1.76,52,1.70,52,1.34,51,1.51,52,1.64,0.00
M,67,Siriki,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Fredericks,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,69,Hill,4.0,4.0,Bournemouth,4,0.07,7,0.17,10,0.25,10,0.26,11,0.24,12,0.25,13,0.35,13,0.45,13,0.41,13,0.15,14,0.34,15,0.47,0.00
D,70,Kelly,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,71,Kilkenny,4.5,4.5,Bournemouth,8,0.32,4,0.19,3,0.14,5,0.19,6,0.22,5,0.22,6,0.26,7,0.30,6,0.23,6,0.25,6,0.25,6,0.26,0.00
M,72,Kluivert,5.0,5.0,Bournemouth,35,1.48,41,2.05,54,2.39,51,2.35,50,2.20,47,2.05,46,2.18,45,2.46,45,2.54,45,1.68,45,2.05,46,2.36,0.00
M,73,Lowe,5.0,5.0,Bournemouth,2,0.05,3,0.11,4,0.15,4,0.16,3,0.15,3,0.10,2,0.10,2,0.12,2,0.12,2,0.05,2,0.10,2,0.11,0.00
M,74,Marcondes,4.5,4.5,Bournemouth,8,0.38,6,0.28,6,0.32,7,0.32,7,0.32,7,0.31,7,0.32,7,0.39,7,0.35,7,0.32,8,0.36,7,0.38,0.00
D,75,Mepham,4.5,4.5,Bournemouth,42,0.54,48,1.20,49,1.20,51,1.31,51,1.04,52,0.97,50,1.45,51,1.89,51,1.85,53,0.51,49,1.15,50,1.73,0.00
F,76,Moore,5.0,5.0,Bournemouth,16,0.71,17,0.85,20,0.94,20,0.97,20,0.98,22,1.03,21,1.02,20,1.15,19,1.11,20,0.82,20,0.99,19,1.04,0.00
G,77,Neto,4.5,4.5,Bournemouth,94,3.04,94,3.25,92,3.17,92,3.26,92,3.11,91,2.98,91,3.41,91,3.69,91,3.72,91,2.92,91,3.13,91,3.66,0.00
M,78,O.Dango,5.0,5.0,Bournemouth,0,0.00,0,0.00,0,0.00,7,0.31,23,1.02,34,1.43,42,1.88,41,2.09,42,2.21,41,1.47,42,1.85,40,1.95,0.00
M,79,Pearson,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,80,Randolph,4.0,4.0,Bournemouth,0,0.00,0,0.00,2,0.04,2,0.04,2,0.04,2,0.03,2,0.08,2,0.08,2,0.04,2,0.03,2,0.04,2,0.04,0.00
M,81,Rothwell,5.0,5.0,Bournemouth,50,1.61,29,1.18,27,1.11,32,1.25,30,1.18,30,1.13,32,1.29,31,1.31,32,1.37,33,1.11,32,1.23,35,1.42,0.00
F,82,Semenyo,4.5,4.5,Bournemouth,4,0.17,6,0.31,6,0.35,8,0.41,9,0.44,7,0.38,8,0.45,8,0.45,9,0.51,8,0.34,9,0.44,8,0.43,0.00
D,83,Senesi,4.5,4.5,Bournemouth,89,1.12,86,2.22,84,2.10,84,2.20,84,1.74,81,1.60,81,2.47,81,3.16,81,3.08,80,0.81,80,1.97,80,2.91,0.00
D,84,Smith,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,85,Solanke,6.5,6.5,Bournemouth,84,2.98,80,3.67,76,3.29,74,3.29,72,3.07,71,2.86,71,3.17,72,3.75,72,3.78,72,2.43,72,3.10,73,3.57,0.00
M,86,Tavernier,5.5,5.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,87,Hamed Traorè,5.0,5.0,Bournemouth,40,1.57,35,1.68,34,1.55,34,1.56,32,1.42,31,1.38,31,1.48,31,1.63,30,1.65,33,1.25,31,1.40,32,1.60,0.00
G,88,Travers,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,89,Zabarnyi,4.5,4.5,Bournemouth,85,1.04,81,1.95,79,1.86,81,2.02,76,1.52,75,1.41,77,2.23,75,2.73,74,2.68,73,0.73,74,1.74,75,2.61,0.00
D,90,Ajer,4.5,4.5,Brentford,25,0.83,23,0.95,24,1.02,25,0.65,27,1.15,27,1.06,29,0.65,28,1.20,27,0.74,28,1.08,28,0.61,27,0.73,0.00
G,91,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,92,Baptiste,4.5,4.5,Brentford,18,0.72,18,0.81,20,0.91,21,0.81,24,1.01,24,1.00,25,0.90,25,1.09,26,0.94,27,1.13,26,0.91,26,0.98,0.00
D,93,Bech,4.0,4.0,Brentford,4,0.12,3,0.13,6,0.21,5,0.12,6,0.25,6,0.23,8,0.17,9,0.33,9,0.22,9,0.29,8,0.18,9,0.22,0.00
M,94,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,95,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,96,Collins,4.5,4.5,Brentford,59,1.91,54,2.21,56,2.33,59,1.34,59,2.50,61,2.27,62,1.23,61,2.63,65,1.57,65,2.44,63,1.16,66,1.62,0.00
G,97,Cox,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Damsgaard,5.0,5.0,Brentford,42,1.99,43,2.27,45,2.38,45,1.79,43,2.20,44,2.17,46,1.80,44,2.33,45,1.84,45,2.25,45,1.71,46,1.93,0.00
M,99,Dasilva,5.0,5.0,Brentford,34,1.47,30,1.47,30,1.50,31,1.27,32,1.55,32,1.44,32,1.25,34,1.65,33,1.30,33,1.55,33,1.25,35,1.39,0.00
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,101,Flekken,4.5,4.5,Brentford,94,3.62,92,3.79,92,3.81,91,3.12,91,3.86,91,3.62,91,3.04,90,3.80,90,3.13,90,3.52,90,3.02,90,3.14,0.07
D,102,Goode,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,2,0.04,1,0.03,1,0.03,1,0.02,1,0.03,0.00
D,103,Henry,4.5,4.5,Brentford,90,3.00,86,3.56,85,3.66,84,1.93,82,3.57,82,3.13,82,1.67,81,3.61,80,1.99,80,2.99,81,1.51,81,1.99,0.03
D,104,Hickey,4.5,4.5,Brentford,81,2.77,77,3.25,78,3.36,75,1.80,74,3.29,72,2.86,70,1.52,69,3.14,70,1.82,68,2.63,68,1.39,69,1.78,0.00
M,105,Janelt,5.5,5.5,Brentford,64,2.08,60,2.14,61,2.20,60,1.79,58,2.09,58,1.98,60,1.73,56,2.06,57,1.69,57,1.96,57,1.64,56,1.69,0.00
M,106,Jensen,5.5,5.5,Brentford,51,2.08,62,2.83,62,2.87,61,2.17,62,2.79,59,2.54,57,2.02,57,2.69,57,2.11,57,2.55,57,1.96,57,2.12,0.00
M,107,Lewis-Potter,5.0,5.0,Brentford,33,1.85,31,1.96,33,2.08,32,1.50,34,2.12,36,2.10,37,1.71,35,2.22,37,1.76,35,2.08,37,1.66,35,1.73,0.00
M,108,Mbeumo,6.5,6.5,Brentford,84,4.71,79,5.27,79,5.50,78,3.58,77,5.11,75,4.63,75,3.42,76,5.21,75,3.49,74,4.83,76,3.28,75,3.72,0.72
D,109,Mee,5.0,5.0,Brentford,59,2.06,73,3.15,71,3.20,71,1.68,70,3.21,68,2.72,67,1.39,69,3.16,69,1.73,69,2.73,69,1.34,66,1.69,0.00
M,110,Nørgaard,5.5,5.5,Brentford,77,2.31,75,2.47,70,2.41,70,1.91,68,2.31,67,2.15,68,1.82,67,2.27,67,1.84,66,2.13,67,1.78,68,1.89,0.00
M,111,Onyeka,5.0,5.0,Brentford,11,0.49,15,0.70,18,0.81,17,0.71,19,0.89,21,0.94,20,0.82,22,0.98,22,0.90,23,1.00,22,0.87,22,0.88,0.00
D,112,Pinnock,4.5,4.5,Brentford,80,2.75,75,3.16,74,3.20,73,1.72,71,3.14,70,2.74,67,1.40,68,3.04,65,1.67,66,2.53,67,1.30,64,1.61,0.00
G,113,Raya,5.0,5.0,Arsenal,3,0.09,8,0.36,19,0.71,30,1.28,49,1.97,48,2.03,48,1.75,46,1.79,47,2.29,46,1.72,50,2.31,0,0.00,0.00
D,114,Roerslev,4.5,4.5,Brentford,9,0.35,11,0.50,11,0.46,14,0.40,14,0.67,16,0.65,15,0.43,17,0.78,16,0.52,17,0.74,17,0.43,16,0.52,0.00
M,115,Schade,5.5,5.5,Brentford,52,2.37,55,2.77,52,2.72,52,2.07,52,2.63,53,2.52,53,2.09,53,2.77,52,2.08,52,2.57,52,1.96,52,2.17,0.00
G,116,Strakosha,4.0,4.0,Brentford,0,0.00,3,0.08,3,0.13,4,0.10,4,0.13,4,0.12,4,0.13,5,0.21,4,0.14,5,0.20,5,0.13,5,0.14,0.00
F,117,Toney,8.0,8.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,118,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,119,Wissa,6.0,6.0,Brentford,75,3.42,73,3.74,71,3.78,71,2.76,70,3.61,69,3.35,70,2.71,69,3.62,69,2.75,68,3.53,68,2.56,67,2.83,0.00
M,120,Yarmolyuk,4.5,4.5,Brentford,1,0.06,2,0.13,3,0.14,2,0.12,4,0.26,4,0.20,4,0.22,4,0.27,5,0.23,5,0.26,5,0.22,5,0.23,0.00
D,121,Zanka,4.5,4.5,Brentford,2,0.04,0,0.00,2,0.10,3,0.07,3,0.14,4,0.13,4,0.11,4,0.14,4,0.13,5,0.16,4,0.09,5,0.15,0.00
M,122,Adingra,5.0,5.0,Brighton,3,0.26,5,0.33,6,0.36,6,0.33,7,0.47,7,0.40,8,0.45,9,0.43,8,0.53,9,0.52,8,0.54,9,0.58,0.00
M,123,Alzate,4.5,4.5,Brighton,0,0.00,0,0.00,2,0.06,2,0.06,3,0.12,3,0.11,3,0.11,3,0.15,4,0.18,4,0.17,4,0.18,3,0.17,0.00
M,124,Ayari,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Buonanotte,5.0,5.0,Brighton,31,1.51,32,1.65,34,1.56,36,1.44,35,1.86,37,1.55,36,1.56,37,1.35,38,2.03,37,1.66,38,2.03,37,1.77,0.00
M,126,Caicedo,5.0,5.0,Brighton,77,2.21,78,2.65,79,2.60,77,2.25,75,2.19,74,2.14,74,2.17,76,2.02,75,2.28,75,1.98,74,1.85,73,1.87,0.00
F,127,Connolly,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,128,Dahoud,5.0,5.0,Brighton,83,2.83,78,2.76,77,2.44,75,2.17,75,2.80,75,2.26,74,2.27,74,1.95,72,2.71,71,2.34,68,2.72,70,2.42,0.00
D,129,Dunk,5.0,5.0,Brighton,91,3.51,90,3.28,87,2.52,86,1.69,86,3.55,86,2.25,86,2.09,85,1.16,85,3.36,85,3.00,85,4.04,86,3.18,0.01
M,130,Enciso,5.5,5.5,Brighton,33,2.14,34,2.23,35,1.99,37,1.81,38,2.65,39,2.08,37,2.03,38,1.64,39,2.73,40,2.34,39,2.79,40,2.50,0.00
D,131,Estupiñan,5.1,5.0,Brighton,88,3.92,85,3.59,83,2.79,83,1.89,81,3.90,81,2.44,81,2.32,80,1.30,80,3.66,79,3.15,79,4.38,78,3.33,0.99
F,132,Ferguson,6.0,6.0,Brighton,29,1.78,30,1.87,31,1.70,30,1.46,30,1.94,32,1.63,32,1.72,31,1.35,32,2.12,29,1.66,31,2.06,31,1.86,0.00
M,133,Gilmour,5.0,5.0,Brighton,43,1.60,44,1.63,41,1.44,41,1.35,41,1.61,40,1.40,43,1.44,41,1.28,40,1.55,41,1.46,42,1.71,42,1.56,0.00
M,134,Gross,6.5,6.5,Brighton,81,3.63,79,3.70,76,3.10,77,2.69,74,3.69,76,2.88,76,2.94,76,2.38,73,3.75,73,3.09,74,3.97,73,3.34,0.00
F,135,João Pedro,5.5,5.5,Brighton,64,3.86,62,4.05,61,3.37,58,2.80,57,3.97,58,3.03,57,3.05,57,2.35,58,4.10,55,3.16,56,3.96,55,3.39,0.33
D,136,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,137,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
