Pos,ID,Name,BV,SV,Team,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts
D,32,Chambers,4.2,4.2,Aston Villa,3,0.07,5,0.21,8,0.31,20,0.66,8,0.31,7,0.16,8,0.23,10,0.32,11,0.39
D,33,Digne,4.6,4.6,Aston Villa,81,2.18,78,3.56,75,3.28,76,2.92,74,3.22,72,1.15,71,2.04,70,2.72,68,3.10
M,34,Traoré,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,35,Olsen,3.9,3.9,Aston Villa,46,1.64,1,0.04,2,0.04,3,0.12,3,0.13,4,0.14,4,0.11,5,0.20,5,0.17
M,36,Sanson,4.3,4.3,Aston Villa,3,0.12,6,0.30,6,0.36,5,0.29,3,0.18,3,0.16,4,0.17,4,0.23,4,0.24
M,37,McGinn,5.1,5.1,Aston Villa,65,2.08,51,1.97,50,2.07,52,1.86,50,1.98,52,1.47,52,1.70,52,1.84,51,1.99
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,87,1.85,83,3.16,76,2.62,74,2.33,76,2.73,77,1.15,77,1.73,75,2.38,75,2.75
F,40,Watkins,7.1,7.1,Aston Villa,82,3.33,81,4.03,80,4.39,78,3.71,77,3.98,76,2.58,75,3.17,73,3.39,74,3.79
M,41,Nakamba,4.3,4.3,Aston Villa,3,0.12,3,0.12,4,0.12,5,0.16,4,0.12,4,0.11,4,0.12,3,0.12,5,0.16
M,42,Buendía,5.7,5.7,Aston Villa,65,2.71,63,3.40,60,3.50,55,2.85,55,3.02,56,2.02,52,2.36,52,2.63,55,3.03
D,43,Cash,4.6,4.6,Aston Villa,75,1.86,70,2.98,69,2.76,69,2.43,68,2.73,67,1.09,69,1.81,66,2.35,65,2.66
D,44,Konsa,4.4,4.4,Aston Villa,82,1.91,84,3.34,80,2.90,82,2.69,80,2.97,79,1.21,77,1.87,78,2.58,73,2.85
M,45,Bailey,4.5,4.5,Aston Villa,65,2.84,54,3.10,54,3.31,55,2.95,60,3.44,59,2.18,60,2.74,59,3.05,59,3.37
M,46,Douglas Luiz,4.8,4.8,Aston Villa,71,2.02,68,2.25,67,2.28,61,1.97,58,1.97,62,1.59,63,1.83,61,1.92,58,1.97
M,47,Ramsey,5.2,5.2,Aston Villa,0,0.00,0,0.00,17,0.88,36,1.64,41,2.05,40,1.45,43,1.80,43,1.96,41,1.99
M,48,Chukwuemeka,4.3,4.3,Chelsea,9,0.46,6,0.65,3,0.23,2,0.12,3,0.16,2,0.08,2,0.09,2,0.15,2,0.17
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.29
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,80,2.03,79,2.31,77,2.24,74,2.09,73,2.12,72,1.68,74,1.91,73,2.02,73,2.13
F,54,Archer,4.2,4.2,Aston Villa,6,0.23,7,0.37,6,0.29,6,0.32,5,0.28,4,0.17,4,0.20,5,0.26,5,0.23
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.4,4.4,Bournemouth,76,2.62,62,1.14,61,1.59,65,3.11,71,1.48,68,1.68,69,2.01,66,0.49,67,1.14
M,58,Stanislas,4.8,4.8,Bournemouth,14,0.83,13,0.64,11,0.65,14,1.14,12,0.65,14,0.73,13,0.68,13,0.27,12,0.61
D,59,Fredericks,4.4,4.4,Bournemouth,48,1.88,47,1.08,45,1.42,43,2.35,40,1.07,41,1.24,41,1.42,42,0.42,42,0.94
M,60,Brooks,5.3,5.3,Bournemouth,1,0.00,1,0.08,4,0.23,4,0.33,5,0.33,6,0.33,6,0.34,5,0.14,5,0.31
M,61,Lowe,5.2,5.2,Bournemouth,5,0.33,5,0.29,5,0.31,6,0.46,6,0.34,6,0.30,6,0.35,8,0.18,7,0.36
F,62,Moore,5.4,5.4,Bournemouth,56,2.56,55,2.03,52,2.17,51,3.17,52,2.01,54,2.13,50,2.05,51,0.82,51,1.81
M,63,Marcondes,4.7,4.7,Bournemouth,2,0.07,2,0.06,3,0.13,2,0.16,3,0.12,3,0.13,3,0.13,4,0.07,4,0.17
M,64,Lerma,4.8,4.8,Bournemouth,82,2.45,78,1.96,71,1.94,67,2.69,75,1.94,73,1.97,73,2.02,74,0.78,73,1.74
D,65,Stacey,4.3,4.3,Bournemouth,14,0.52,19,0.50,19,0.62,19,1.04,16,0.44,20,0.61,21,0.74,19,0.21,19,0.48
F,66,Solanke,5.8,5.8,Bournemouth,84,4.33,81,3.15,80,3.59,79,5.40,77,3.06,78,3.30,76,3.31,77,1.25,78,2.82
M,67,Cook,4.9,4.9,Bournemouth,75,2.31,70,1.86,68,1.96,66,2.72,65,1.79,67,1.88,65,1.85,64,0.73,62,1.62
M,68,Pearson,4.4,4.4,Bournemouth,2,0.11,4,0.19,7,0.26,7,0.38,6,0.26,7,0.26,8,0.33,8,0.13,6,0.25
M,69,Christie,5.3,5.3,Bournemouth,53,2.35,49,1.79,44,1.81,45,2.68,43,1.65,42,1.69,45,1.82,42,0.67,47,1.64
M,70,Billing,5.3,5.3,Bournemouth,77,3.16,74,2.40,73,2.62,72,3.92,69,2.32,68,2.42,68,2.48,69,0.93,69,2.12
D,71,Mepham,4.4,4.4,Bournemouth,79,2.54,74,1.30,73,1.73,72,3.27,70,1.37,69,1.58,67,1.83,67,0.49,66,1.09
G,72,Travers,4.3,4.3,Bournemouth,80,3.20,51,1.79,5,0.15,4,0.22,5,0.18,5,0.15,4,0.15,4,0.06,5,0.18
D,73,Kelly,4.3,4.3,Bournemouth,62,2.02,75,1.28,76,1.85,77,3.53,75,1.49,75,1.75,75,2.07,73,0.51,72,1.14
M,74,Dembélé,4.7,4.7,Bournemouth,6,0.28,8,0.33,6,0.30,7,0.46,7,0.29,8,0.34,7,0.35,7,0.14,8,0.35
M,75,Anthony,5.2,5.2,Bournemouth,20,1.09,18,0.80,17,0.81,17,1.18,20,0.94,18,0.89,19,0.90,19,0.37,21,0.88
D,76,Zemura,4.4,4.4,Bournemouth,48,1.77,50,0.96,50,1.35,50,2.50,48,1.08,45,1.22,42,1.32,48,0.38,46,0.82
G,77,Dennis,3.9,3.9,Bournemouth,1,0.04,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00
D,78,Jansson,4.2,4.2,Brentford,8,0.23,47,1.04,56,2.43,56,1.57,55,2.19,55,0.94,55,2.10,55,0.53,56,2.08
M,79,Nørgaard,5.3,5.3,Brentford,83,2.52,80,2.31,80,2.90,77,2.44,74,2.66,76,2.05,73,2.53,76,1.05,72,2.54
F,80,Toney,7.5,7.5,Brentford,85,3.94,84,3.70,38,2.31,40,2.08,20,1.16,21,0.82,22,1.25,0,0.00,77,4.71
G,81,Raya,4.6,4.6,Brentford,89,3.41,88,3.20,87,3.91,87,3.28,86,3.74,85,3.03,86,3.69,85,1.51,86,3.56
D,82,Canós,5.0,5.0,Brentford,22,1.07,23,0.98,17,1.12,14,0.71,13,0.80,14,0.52,16,0.98,16,0.35,12,0.70
M,83,Dasilva,4.2,4.2,Brentford,26,1.21,32,1.39,30,1.64,28,1.43,28,1.56,25,1.07,30,1.59,29,0.63,27,1.45
D,84,Ajer,4.5,4.5,Brentford,0,0.00,0,0.00,23,1.04,35,1.09,35,1.52,39,0.77,39,1.58,39,0.44,41,1.60
D,85,Henry,4.5,4.5,Brentford,87,2.55,83,1.83,81,3.56,76,2.27,75,3.12,75,1.34,73,2.87,73,0.76,72,2.76
M,86,Janelt,5.5,5.5,Brentford,64,2.26,63,2.12,58,2.46,58,2.14,53,2.22,53,1.70,53,2.15,53,0.88,52,2.16
M,87,Ghoddos,4.8,4.8,Brentford,2,0.13,4,0.24,7,0.39,5,0.31,5,0.33,6,0.27,7,0.37,9,0.20,5,0.27
M,88,Jensen,4.8,4.8,Brentford,68,2.51,65,2.30,63,2.86,59,2.35,63,2.80,59,1.98,60,2.56,60,1.03,59,2.56
M,89,Wissa,5.3,5.3,Brentford,31,1.58,36,1.76,54,3.58,53,2.96,58,3.76,60,2.55,57,3.47,66,1.43,35,2.22
D,90,Roerslev,4.3,4.3,Brentford,70,2.19,70,1.66,35,1.66,19,0.67,14,0.58,15,0.39,14,0.56,15,0.20,14,0.59
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,82,2.51,70,1.60,63,2.89,63,1.89,62,2.65,59,1.08,59,2.33,60,0.64,60,2.36
M,93,Onyeka,4.8,4.8,Brentford,13,0.58,18,0.76,30,1.43,29,1.26,26,1.22,30,1.11,28,1.27,29,0.56,25,1.17
M,94,Baptiste,4.5,4.5,Brentford,0,0.00,0,0.00,2,0.12,11,0.49,21,1.03,21,0.89,22,1.03,20,0.41,22,1.05
F,95,Mbeumo,5.8,5.8,Brentford,69,3.01,59,2.59,63,3.78,62,3.28,70,4.07,69,2.78,68,3.71,70,1.48,63,3.60
D,96,Goode,3.9,3.9,Brentford,3,0.11,1,0.04,1,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.9,4.9,Brighton,65,2.56,55,2.60,50,2.16,51,4.61,45,2.50,48,2.18,45,2.44,45,1.19,46,2.23
G,102,Steele,3.9,3.9,Brighton,1,0.04,1,0.04,3,0.08,3,0.22,5,0.19,3,0.13,4,0.13,3,0.07,4,0.13
F,103,Welbeck,6.5,6.5,Brighton,3,0.11,6,0.29,34,1.64,41,4.13,43,2.54,40,2.01,43,2.51,43,1.18,42,2.20
M,104,Groß,5.6,5.6,Brighton,85,3.53,77,3.82,74,3.12,72,6.81,70,4.04,74,3.39,71,3.98,73,1.81,71,3.54
D,105,Duffy,4.3,4.3,Fulham,2,0.05,5,0.29,5,0.12,6,0.17,7,0.16,7,0.31,0,0.00,8,0.26,8,0.25
D,106,Dunk,4.7,4.7,Brighton,87,2.56,86,3.59,84,2.37,82,6.48,83,4.35,82,3.16,81,3.71,79,1.41,81,3.55
M,107,March,5.0,5.0,Brighton,79,2.91,76,3.14,72,2.65,69,5.53,68,3.28,65,2.65,68,3.16,67,1.50,67,2.90
D,108,Webster,4.5,4.5,Brighton,0,0.00,0,0.00,19,0.58,72,5.64,79,3.96,77,2.89,76,3.43,76,1.35,75,3.24
D,109,Veltman,4.6,4.6,Brighton,65,1.96,57,2.41,50,1.47,45,3.56,43,2.23,45,1.75,46,2.13,43,0.82,42,1.86
F,110,Maupay,6.1,6.1,Everton,69,2.33,56,2.59,30,1.72,28,2.10,29,1.33,30,1.24,29,1.86,28,1.52,29,1.44
M,111,Trossard,7.0,7.0,Brighton,80,3.94,75,4.57,73,3.74,72,8.18,70,4.99,70,3.90,70,4.79,70,2.05,69,4.18
D,112,Cucurella,5.1,5.1,Chelsea,76,4.05,73,5.51,70,3.88,61,2.82,38,2.11,37,1.63,36,2.09,33,1.24,37,1.98
G,113,Sánchez,4.6,4.6,Brighton,89,3.32,89,3.76,87,3.23,87,7.00,85,4.01,87,3.60,86,3.77,86,2.05,86,3.73
D,114,Lamptey,4.2,4.2,Brighton,38,1.36,31,1.47,29,1.01,29,2.57,29,1.64,28,1.28,29,1.48,29,0.63,29,1.45
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.4,5.4,Brighton,0,0.00,41,1.89,70,2.85,68,6.14,78,4.33,76,3.41,76,4.14,74,1.75,73,3.51
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,6,0.27
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,13,0.67,7,0.41,6,0.34,6,0.77,7,0.50,7,0.44,7,0.45,8,0.26,7,0.42
M,120,Caicedo,5.0,5.0,Brighton,0,0.00,82,2.51,81,2.23,79,4.70,79,2.74,78,2.33,77,2.57,75,1.31,75,2.37
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.1,5.1,Brighton,42,2.18,29,1.75,20,1.17,17,2.08,20,1.40,18,1.07,18,1.31,20,0.66,17,1.13
M,124,Mitoma,4.9,4.9,Brighton,73,3.01,65,3.12,63,2.63,62,5.77,62,3.45,62,2.82,59,3.28,61,1.52,61,3.01
F,125,Enciso,4.7,4.7,Brighton,27,1.21,19,1.00,12,0.63,12,1.19,12,0.68,11,0.55,12,0.73,15,0.44,15,0.78
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,67,3.33,63,4.60,46,2.45,28,1.39,30,1.51,25,1.08,27,1.47,27,0.99,28,1.39
D,128,Thiago Silva,5.4,5.4,Chelsea,72,3.27,69,4.48,63,3.04,56,2.17,49,2.25,54,2.02,49,2.38,48,1.42,46,2.11
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Chelsea,69,2.92,63,4.71,55,2.43,51,2.71,49,2.30,53,2.01,51,2.36,51,1.87,48,2.23
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,3,0.13,28,1.95,52,1.92,56,2.56,55,2.12,55,1.82,54,2.08,55,1.72,51,1.95
G,133,Arrizabalaga,4.5,4.5,Chelsea,87,3.94,85,6.70,83,3.86,82,4.51,81,3.67,81,3.36,81,3.87,80,3.03,81,3.60
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.25
M,135,Ziyech,5.5,5.5,Chelsea,1,0.00,8,0.85,13,0.78,11,0.80,12,0.76,12,0.62,12,0.82,12,0.63,14,0.96
M,136,Loftus-Cheek,5.0,5.0,Chelsea,0,0.00,18,1.51,35,1.56,51,2.75,54,2.50,48,1.89,52,2.38,52,1.93,50,2.37
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,0,0.00,0,0.00,0,0.00,13,0.64,46,2.60,58,2.53,57,3.35,60,2.12,58,3.21
M,140,Pulisic,5.7,5.7,Chelsea,50,2.89,45,4.48,40,2.40,35,2.49,34,2.20,36,1.93,33,2.14,30,1.55,33,2.25
D,141,Chalobah,4.7,4.7,Chelsea,66,3.08,64,4.13,56,2.67,45,1.76,42,1.99,40,1.55,42,2.15,45,1.36,42,1.95
M,142,Mount,7.5,7.5,Chelsea,78,4.21,75,7.05,76,4.51,72,4.62,72,4.51,70,3.42,71,4.45,72,3.25,69,4.46
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.7,7.7,Chelsea,66,3.55,65,6.26,59,3.46,58,3.91,59,3.72,60,2.95,58,3.54,56,2.67,55,3.54
D,146,James,5.8,5.8,Chelsea,0,0.00,12,1.07,36,2.17,65,3.28,61,3.76,61,2.92,61,3.92,60,2.33,60,3.68
G,147,Mendy,4.8,4.8,Chelsea,3,0.14,5,0.40,7,0.28,8,0.38,9,0.41,9,0.37,9,0.38,10,0.38,9,0.40
M,148,Gallagher,5.7,5.7,Chelsea,54,2.61,46,3.87,36,1.89,32,1.99,29,1.58,32,1.48,32,1.78,33,1.44,34,1.83
M,149,Gilmour,4.3,4.3,Brighton,69,2.14,27,1.04,16,0.59,17,1.28,15,0.69,17,0.69,18,0.75,17,0.39,19,0.76
F,150,Broja,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.5,4.5,Crystal Palace,87,3.63,87,3.32,86,3.11,86,5.22,86,3.54,86,3.38,86,3.25,85,3.06,85,3.23
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.00,10,0.32,12,0.36,15,0.81,15,0.47,15,0.55,15,0.49,15,0.41,17,0.59
M,154,McArthur,4.8,4.8,Crystal Palace,0,0.00,0,0.00,0,0.00,3,0.14,7,0.28,9,0.39,10,0.38,11,0.45,9,0.34
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.5,4.5,Crystal Palace,74,2.59,59,1.62,39,0.88,40,1.76,43,1.06,41,1.28,48,1.34,44,0.95,46,1.31
D,157,Clyne,4.5,4.5,Crystal Palace,73,2.84,72,2.27,61,1.53,58,2.91,56,1.63,56,1.95,53,1.76,54,1.37,52,1.70
M,158,Milivojevic,4.3,4.3,Crystal Palace,18,0.81,29,1.14,27,0.99,27,1.73,24,1.04,22,0.90,21,0.89,23,0.88,24,0.99
M,159,Ayew,5.3,5.3,Crystal Palace,44,2.11,51,2.26,54,2.02,53,3.54,50,2.27,49,2.20,51,2.23,53,2.13,52,2.20
M,160,Zaha,7.5,7.5,Crystal Palace,87,4.67,81,4.06,78,3.12,75,5.59,79,3.85,77,3.92,78,3.79,77,3.36,78,3.75
M,161,Schlupp,4.7,4.7,Crystal Palace,68,2.44,69,2.32,65,1.93,64,3.36,63,2.26,63,2.20,60,2.08,60,1.94,60,2.03
G,162,Butland,4.4,4.4,Crystal Palace,2,0.08,2,0.08,1,0.04,1,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,163,Hughes,4.8,4.8,Crystal Palace,34,1.36,38,1.41,27,1.02,30,1.85,25,1.11,26,1.08,25,0.99,27,1.05,25,1.02
M,164,Riedewald,4.3,4.3,Crystal Palace,10,0.37,17,0.61,7,0.27,8,0.49,5,0.23,6,0.24,6,0.24,7,0.24,6,0.24
D,165,Andersen,4.5,4.5,Crystal Palace,87,3.12,84,2.43,81,1.77,80,3.50,80,1.95,79,2.50,79,2.29,79,1.70,78,2.29
F,166,Edouard,5.3,5.3,Crystal Palace,66,3.42,64,3.12,64,2.60,62,4.61,64,3.15,62,3.06,62,3.02,62,2.74,64,3.00
D,167,Guéhi,4.4,4.4,Crystal Palace,87,3.03,84,2.35,81,1.71,78,3.32,79,1.88,79,2.39,79,2.21,78,1.63,75,2.13
F,168,Mateta,5.2,5.2,Crystal Palace,15,0.91,18,1.11,19,1.02,20,1.86,20,1.21,20,1.25,20,1.22,20,1.14,18,1.08
M,169,Eze,5.7,5.7,Crystal Palace,70,3.36,69,3.06,68,2.58,66,4.47,66,2.96,64,2.86,63,2.73,62,2.54,60,2.59
D,170,Mitchell,4.5,4.5,Crystal Palace,0,0.00,0,0.00,70,1.76,67,3.34,63,1.83,64,2.23,63,2.08,66,1.64,63,2.08
M,171,Olise,5.4,5.4,Crystal Palace,63,3.15,61,2.79,60,2.35,61,4.20,59,2.72,60,2.78,59,2.67,57,2.35,58,2.56
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,6,0.35,11,0.53,10,0.49,11,0.90,9,0.52,11,0.59,11,0.53,11,0.51,12,0.57
D,174,Ferguson,3.9,3.9,Crystal Palace,0,0.00,0,0.00,2,0.05,9,0.38,15,0.40,16,0.52,14,0.43,15,0.34,17,0.49
G,175,Johnstone,4.4,4.4,Crystal Palace,0,0.00,1,0.00,2,0.07,3,0.18,4,0.13,4,0.16,4,0.12,5,0.15,5,0.19
G,176,Begović,4.0,4.0,Everton,1,0.00,2,0.04,3,0.09,4,0.19,4,0.11,4,0.11,3,0.14,3,0.12,3,0.08
