Pos,ID,Name,BV,SV,Team,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
G,15,Ramsdale,4.9,4.9,Arsenal,88,8.12,88,4.32,87,3.74,87,4.36,87,4.02,88,3.39,87,3.76,85,2.64,86,3.13
D,16,Gabriel,5.2,5.1,Arsenal,85,8.76,82,4.79,80,3.55,79,4.52,77,3.97,75,2.43,74,3.14,72,2.61,76,1.85
D,17,Tavares,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,18,Sambi,4.3,4.3,Crystal Palace,43,1.41,40,1.39,37,2.43,0,0.00,42,1.47,39,1.30,38,1.32,38,1.40,36,1.25
M,19,Martinelli,6.5,6.5,Arsenal,65,8.10,63,4.37,63,3.53,62,3.97,60,4.01,55,2.85,55,3.04,53,2.34,51,2.29
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,21,Maitland-Niles,4.8,4.8,Southampton,44,1.44,42,1.41,42,2.66,0,0.00,35,1.27,29,0.93,32,1.14,0,0.00,32,1.16
M,22,Torreira,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,23,Nelson,4.7,4.7,Arsenal,2,0.24,2,0.16,3,0.21,2,0.16,3,0.16,4,0.20,6,0.33,8,0.32,7,0.34
G,24,Turner,3.8,3.8,Arsenal,2,0.09,2,0.10,3,0.13,2,0.10,3,0.09,2,0.04,3,0.09,5,0.13,3,0.11
M,25,Fábio Vieira,5.6,5.6,Arsenal,14,1.61,13,0.78,12,0.68,13,0.73,11,0.68,11,0.52,12,0.59,13,0.49,13,0.55
D,26,Saliba,5.3,5.3,Arsenal,86,7.76,85,4.38,81,3.21,79,4.04,77,3.57,75,2.22,77,2.99,75,2.44,76,1.69
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,28,Jesus,7.9,7.9,Arsenal,0,0.00,4,0.22,24,1.38,50,3.05,66,4.13,67,3.28,70,3.54,68,2.77,70,2.87
M,29,Coutinho,6.6,6.6,Aston Villa,47,2.41,47,2.64,49,2.29,48,3.00,49,4.61,47,2.86,46,2.34,48,2.33,45,2.64
F,30,Ings,6.4,6.4,West Ham,38,2.46,29,1.62,25,1.72,0,0.00,27,3.43,28,1.69,28,1.52,27,1.46,28,1.72
G,31,Martínez,4.9,4.9,Aston Villa,89,3.60,88,3.92,87,3.30,88,3.87,87,6.45,85,3.78,87,3.35,86,3.25,86,3.53
D,32,Chambers,4.2,4.2,Aston Villa,6,0.20,7,0.24,4,0.08,4,0.12,5,0.21,4,0.16,6,0.15,6,0.14,6,0.21
D,33,Digne,4.6,4.6,Aston Villa,37,1.56,37,1.91,38,1.41,36,1.91,36,2.56,36,1.90,35,1.42,39,1.46,37,1.75
M,34,Traoré,4.9,4.9,Aston Villa,12,0.61,13,0.71,16,0.79,18,1.13,17,1.74,18,1.11,19,0.95,21,1.04,21,1.18
G,35,Olsen,3.9,3.9,Aston Villa,1,0.00,2,0.04,3,0.08,1,0.04,3,0.19,4,0.18,3,0.08,3,0.12,4,0.13
M,36,Sanson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,37,McGinn,5.1,5.1,Aston Villa,68,2.43,65,2.56,65,2.21,62,2.62,64,4.31,60,2.50,63,2.21,63,2.15,60,2.36
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,86,2.68,84,3.37,81,2.10,74,3.04,75,3.58,73,2.95,74,2.10,74,1.94,72,2.50
F,40,Watkins,7.2,7.2,Aston Villa,84,3.97,82,4.20,81,3.53,81,4.57,80,6.98,78,4.33,77,3.51,78,3.52,77,4.08
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,62,2.95,63,3.33,62,2.74,59,3.38,60,5.31,60,3.34,59,2.72,60,2.69,58,3.09
D,43,Cash,4.6,4.6,Aston Villa,60,2.13,56,2.44,55,1.65,55,2.45,57,3.15,56,2.47,55,1.75,53,1.58,54,2.06
D,44,Konsa,4.4,4.4,Aston Villa,87,2.85,76,3.23,52,1.45,47,1.98,46,2.42,46,1.93,47,1.45,49,1.37,48,1.72
M,45,Bailey,4.4,4.4,Aston Villa,50,2.53,51,2.87,50,2.35,50,3.06,48,4.62,49,2.97,47,2.33,46,2.23,48,2.73
M,46,Douglas Luiz,4.8,4.8,Aston Villa,72,2.45,70,2.59,67,2.17,68,2.69,63,4.04,66,2.52,65,2.17,65,2.11,62,2.25
M,47,Ramsey,5.2,5.2,Aston Villa,40,1.84,41,2.00,39,1.65,41,2.19,43,3.58,43,2.17,43,1.88,40,1.75,45,2.21
M,48,Chukwuemeka,4.3,4.3,Chelsea,2,0.08,3,0.16,2,0.16,2,0.16,2,0.17,2,0.08,3,0.16,3,0.07,2,0.16
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,1,0.00,13,0.55,46,1.32,58,2.50,57,2.91,60,2.59,58,1.74,55,1.53,58,2.14
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,83,2.30,80,2.35,78,2.04,77,2.36,76,3.94,74,2.27,75,2.03,75,1.97,76,2.18
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.3,4.3,Bournemouth,81,1.38,71,1.28,70,1.63,66,1.81,63,3.77,60,1.49,58,1.20,58,1.56,59,1.78
M,58,Stanislas,4.8,4.8,Bournemouth,12,0.58,13,0.66,12,0.65,9,0.51,7,0.94,9,0.56,9,0.48,8,0.45,9,0.52
D,59,Fredericks,4.4,4.4,Bournemouth,28,0.68,25,0.63,23,0.67,23,0.73,23,1.60,25,0.77,26,0.68,27,0.84,28,0.96
M,60,Brooks,5.3,5.3,Bournemouth,0,0.00,0,0.00,1,0.00,1,0.09,1,0.00,1,0.09,2,0.08,2,0.08,2,0.17
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,5.1,5.1,Bournemouth,8,0.33,6,0.28,7,0.37,6,0.32,6,0.68,6,0.27,6,0.30,9,0.37,10,0.47
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.8,4.8,Bournemouth,69,1.69,83,1.98,80,2.12,76,2.06,73,4.17,74,2.01,72,1.83,73,1.75,71,2.00
D,65,Stacey,4.3,4.3,Bournemouth,12,0.30,9,0.23,11,0.30,9,0.30,14,0.91,14,0.44,15,0.39,13,0.40,18,0.61
F,66,Solanke,5.5,5.5,Bournemouth,85,3.15,83,2.95,80,3.63,77,3.42,74,7.20,74,3.42,75,3.01,76,3.03,76,3.44
M,67,Cook,4.9,4.9,Bournemouth,0,0.00,8,0.25,28,0.84,53,1.55,63,3.83,63,1.84,64,1.75,65,1.66,66,1.93
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,24,0.97,24,0.99,18,0.86,15,0.73,14,1.33,13,0.60,15,0.69,15,0.64,15,0.74
M,70,Billing,5.1,5.1,Bournemouth,81,2.46,75,2.32,71,2.63,63,2.38,61,4.99,61,2.32,62,2.17,62,2.10,63,2.48
D,71,Mepham,4.3,4.3,Bournemouth,22,0.41,18,0.34,16,0.36,14,0.39,15,0.84,15,0.35,18,0.39,14,0.37,30,0.90
G,72,Travers,4.2,4.2,Bournemouth,2,0.07,2,0.07,3,0.11,3,0.07,5,0.34,4,0.14,4,0.11,6,0.16,6,0.23
D,73,Kelly,4.3,4.3,Bournemouth,0,0.00,37,0.62,64,1.41,77,2.01,72,4.24,72,1.69,72,1.40,69,1.82,75,2.20
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,55,2.01,49,1.83,42,1.85,35,1.63,32,3.24,34,1.57,35,1.51,34,1.41,34,1.59
D,76,Zemura,4.3,4.3,Bournemouth,47,0.85,53,1.00,45,1.17,45,1.32,44,2.82,47,1.25,41,0.94,46,1.33,48,1.57
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,0,0.00,6,0.20,19,1.40,34,1.31,45,2.15,43,1.43,44,1.46,45,1.81,43,1.13
M,79,Nørgaard,5.3,5.3,Brentford,0,0.00,81,2.89,79,5.22,77,2.81,76,4.53,76,2.45,73,2.37,74,2.66,73,2.18
F,80,Toney,7.6,7.6,Brentford,0,0.00,75,4.37,70,7.15,63,3.85,54,4.68,48,2.34,48,2.34,30,1.78,32,1.36
G,81,Raya,4.7,4.7,Brentford,0,0.00,88,3.81,87,7.42,87,3.67,85,6.29,85,3.45,85,3.48,85,3.73,86,3.21
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,0,0.00,46,2.36,46,4.26,44,2.33,43,3.59,42,1.95,42,1.93,44,2.29,44,1.85
D,84,Ajer,4.5,4.5,Brentford,0,0.00,56,2.28,54,4.04,48,1.96,48,2.50,47,1.66,47,1.66,47,2.05,47,1.31
D,85,Henry,4.5,4.5,Brentford,0,0.00,74,2.98,72,5.31,72,2.85,71,3.52,69,2.39,71,2.46,70,2.94,68,1.87
M,86,Janelt,5.5,5.5,Brentford,0,0.00,51,2.03,51,3.84,48,1.98,49,3.41,51,1.89,50,1.82,47,1.90,45,1.56
M,87,Ghoddos,4.8,4.8,Brentford,0,0.00,1,0.07,3,0.27,3,0.15,3,0.31,4,0.19,5,0.30,4,0.28,5,0.23
M,88,Jensen,4.8,4.8,Brentford,0,0.00,66,2.87,65,5.20,63,2.78,63,4.50,61,2.42,61,2.38,61,2.69,60,2.16
M,89,Wissa,5.3,5.3,Brentford,0,0.00,38,2.39,40,4.49,43,2.73,40,3.97,40,2.25,43,2.35,47,2.93,47,2.22
D,90,Roerslev,4.3,4.3,Brentford,0,0.00,19,0.79,18,1.34,19,0.77,17,0.90,19,0.65,18,0.61,19,0.77,21,0.65
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,0,0.00,83,3.35,80,6.00,77,3.04,75,3.77,75,2.56,75,2.60,73,3.14,72,1.97
M,93,Onyeka,4.8,4.8,Brentford,0,0.00,2,0.11,7,0.57,15,0.74,18,1.57,19,0.83,20,0.90,21,0.96,20,0.85
M,94,Baptiste,4.5,4.5,Brentford,0,0.00,14,0.65,14,1.28,14,0.71,15,1.31,18,0.84,17,0.75,18,0.91,20,0.84
F,95,Mbeumo,5.8,5.8,Brentford,0,0.00,63,3.31,59,5.67,57,3.19,60,5.05,60,2.92,63,2.94,65,3.59,66,2.75
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.07,18,0.91
G,102,Steele,3.9,3.9,Brighton,0,0.00,2,0.09,3,0.27,0,0.00,4,0.31,4,0.17,5,0.18,4,0.04,5,0.23
F,103,Welbeck,6.5,6.5,Brighton,0,0.00,16,0.91,36,4.13,0,0.00,47,5.38,45,2.58,46,2.49,44,0.63,48,2.68
M,104,Groß,5.5,5.5,Brighton,0,0.00,79,3.66,78,7.29,0,0.00,77,7.39,76,3.41,76,3.35,75,0.85,73,3.49
D,105,Duffy,4.3,4.3,Fulham,1,0.00,2,0.04,2,0.04,4,0.09,5,0.17,6,0.20,6,0.23,6,0.14,5,0.18
D,106,Dunk,4.7,4.7,Brighton,0,0.00,86,3.66,83,7.14,0,0.00,83,7.27,82,2.79,79,2.77,79,0.66,82,3.59
M,107,March,5.1,5.1,Brighton,0,0.00,76,3.58,73,7.08,0,0.00,73,7.25,72,3.35,71,3.25,72,0.84,71,3.48
D,108,Webster,4.5,4.5,Brighton,0,0.00,65,2.79,54,4.71,0,0.00,46,4.14,48,1.74,68,2.46,47,0.41,45,2.03
D,109,Veltman,4.6,4.6,Brighton,0,0.00,55,2.36,52,4.47,0,0.00,50,4.41,53,1.85,55,1.96,53,0.45,50,2.20
F,110,Maupay,5.9,5.9,Everton,59,5.30,48,2.35,37,1.94,25,1.06,24,1.23,27,1.17,28,1.51,28,1.28,29,1.32
M,111,Trossard,6.6,6.6,Arsenal,39,5.33,39,2.90,38,2.42,36,2.52,33,2.35,31,1.82,29,1.79,30,1.47,29,1.48
D,112,Cucurella,5.1,5.1,Chelsea,22,0.87,25,1.20,23,0.98,27,1.46,25,2.26,26,1.13,26,1.12,24,0.42,25,1.25
G,113,Sánchez,4.6,4.6,Brighton,0,0.00,88,3.78,87,7.58,0,0.00,86,7.48,85,3.71,85,3.73,86,0.96,85,3.82
D,114,Lamptey,4.2,4.2,Brighton,0,0.00,32,1.50,29,2.83,0,0.00,30,2.92,28,1.15,31,1.32,30,0.31,29,1.42
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.4,5.4,Brighton,0,0.00,81,4.07,78,8.05,0,0.00,75,7.97,75,3.62,73,3.42,73,0.89,73,3.81
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.11,5,0.06,8,0.36
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,22,1.22,23,2.56,0,0.00,23,2.60,23,1.32,23,1.30,21,0.31,21,1.19
M,120,Caicedo,5.0,5.0,Brighton,0,0.00,83,2.53,81,5.00,0,0.00,77,4.87,78,2.45,74,2.35,74,0.60,72,2.33
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,0,0.00,45,2.87,40,5.02,0,0.00,35,4.45,34,2.17,34,2.06,34,0.54,33,2.15
M,124,Mitoma,5.4,5.4,Brighton,0,0.00,75,4.14,72,8.11,0,0.00,71,8.31,71,3.82,71,3.69,70,0.93,70,4.03
F,125,Enciso,4.7,4.7,Brighton,0,0.00,22,1.12,20,2.04,0,0.00,18,1.92,20,1.05,21,1.04,19,0.27,16,0.87
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,0,0.00,2,0.09,7,0.24,17,0.82,19,1.67,20,0.87,22,0.90,17,0.27,20,0.96
D,128,Thiago Silva,5.5,5.5,Chelsea,74,2.39,64,2.80,63,2.26,64,3.15,61,4.87,58,2.30,59,2.26,60,0.81,60,2.66
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Arsenal,61,4.54,32,1.36,32,1.24,32,1.36,31,1.33,36,1.25,34,1.24,36,0.97,34,1.12
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,57,1.82,50,1.86,47,1.63,44,1.69,42,3.05,44,1.51,43,1.53,45,0.69,40,1.48
G,133,Arrizabalaga,4.7,4.6,Chelsea,89,3.61,88,3.99,88,3.64,87,4.20,85,7.43,83,3.62,83,3.59,81,1.53,80,3.66
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,6,0.21,15,0.54,25,1.00,30,2.19,30,1.07,28,1.01,31,0.52,32,1.19
M,135,Ziyech,5.5,5.5,Chelsea,16,0.90,16,1.02,18,1.11,17,1.12,18,2.24,17,0.96,17,0.99,17,0.44,18,1.18
M,136,Loftus-Cheek,5.0,5.0,Chelsea,22,0.95,22,1.02,21,0.96,19,0.94,18,1.69,16,0.74,20,0.88,19,0.38,22,1.01
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,65,2.45,60,3.10,60,2.55,56,3.12,56,5.30,56,2.58,54,2.45,57,0.93,55,2.80
M,140,Pulisic,5.6,5.6,Chelsea,0,0.00,2,0.14,7,0.38,13,0.84,17,2.09,17,1.01,19,1.15,17,0.45,17,1.04
D,141,Chalobah,4.5,4.5,Chelsea,27,0.94,20,0.90,25,0.91,19,0.88,22,1.80,23,0.90,22,0.88,21,0.31,23,1.00
M,142,Mount,7.2,7.2,Chelsea,57,2.86,53,3.36,50,2.85,49,3.14,51,6.15,47,2.63,46,2.70,48,1.13,51,3.15
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.6,7.6,Chelsea,61,2.97,57,3.44,58,3.17,59,3.40,58,6.65,56,2.85,55,2.96,52,1.16,55,3.18
D,146,James,5.8,5.8,Chelsea,75,3.08,75,4.13,69,3.20,66,3.97,65,6.65,64,3.13,62,3.03,67,1.17,64,3.59
G,147,Mendy,4.8,4.8,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,5,0.33,7,0.30,7,0.25,8,0.15,9,0.40
M,148,Gallagher,5.6,5.6,Chelsea,22,0.92,23,1.11,22,1.02,20,1.02,18,1.73,21,0.91,22,0.99,21,0.43,23,1.09
M,149,Gilmour,4.2,4.2,Brighton,0,0.00,3,0.10,13,1.15,0,0.00,25,2.14,25,1.11,28,1.23,25,0.29,22,0.99
F,150,Broja,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.4,4.4,Crystal Palace,89,3.24,87,3.49,87,6.30,85,3.08,86,3.57,86,3.33,85,3.53,85,3.89,85,3.41
D,153,Tomkins,3.9,3.9,Crystal Palace,0,0.00,1,0.04,2,0.06,3,0.05,4,0.11,4,0.13,4,0.11,5,0.16,5,0.17
M,154,McArthur,4.8,4.8,Crystal Palace,9,0.35,11,0.43,11,0.85,19,0.71,13,0.59,14,0.59,17,0.68,15,0.67,16,0.66
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.4,4.4,Crystal Palace,29,0.71,30,0.96,34,1.57,33,0.69,35,1.26,40,1.18,36,1.23,37,1.52,37,1.19
D,157,Clyne,4.5,4.5,Crystal Palace,74,1.89,69,2.31,65,3.10,63,1.41,64,2.38,60,1.88,63,2.25,61,2.68,62,2.10
M,158,Milivojevic,4.2,4.2,Crystal Palace,8,0.38,10,0.46,9,0.75,14,0.57,10,0.44,10,0.45,11,0.50,14,0.61,12,0.53
M,159,J.Ayew,5.3,5.3,Crystal Palace,68,2.77,66,2.72,64,4.73,65,2.24,60,2.86,59,2.47,61,2.59,61,2.86,60,2.41
M,160,Zaha,7.2,7.2,Crystal Palace,28,1.33,58,2.65,81,6.39,80,2.91,78,4.26,79,3.56,77,3.62,78,4.07,79,3.41
M,161,Schlupp,4.7,4.7,Crystal Palace,66,2.35,62,2.25,58,3.83,62,1.90,58,2.31,57,2.04,57,2.10,56,2.21,59,2.06
G,162,Butland,4.4,4.4,Man Utd,0,0.00,2,0.04,4,0.19,0,0.00,3,0.25,3,0.14,3,0.13,5,0.08,3,0.12
M,163,Hughes,4.8,4.8,Crystal Palace,34,1.33,30,1.19,31,2.29,39,1.32,32,1.32,34,1.29,29,1.19,34,1.42,33,1.28
M,164,Riedewald,4.3,4.3,Crystal Palace,2,0.08,1,0.00,1,0.04,4,0.12,3,0.09,2,0.08,4,0.16,4,0.17,4,0.16
D,165,Andersen,4.5,4.5,Crystal Palace,87,2.05,82,2.63,81,3.52,79,1.58,78,2.80,79,2.32,80,2.73,78,3.32,76,2.44
F,166,Edouard,5.1,5.1,Crystal Palace,42,2.05,39,1.93,34,3.12,36,1.51,36,2.08,37,1.81,37,1.86,35,1.90,38,1.77
D,167,Guéhi,4.4,4.4,Crystal Palace,87,1.98,83,2.54,81,3.37,77,1.49,73,2.54,74,2.08,74,2.49,72,2.96,70,2.19
F,168,Mateta,5.1,5.1,Crystal Palace,49,2.35,41,2.01,41,3.64,39,1.66,39,2.21,40,2.00,39,1.93,40,2.09,40,1.88
M,169,Eze,5.4,5.4,Crystal Palace,37,1.76,34,1.66,30,2.71,36,1.50,33,1.84,34,1.62,39,1.86,37,1.94,37,1.74
D,170,Mitchell,4.4,4.4,Crystal Palace,65,1.70,75,2.56,70,3.43,69,1.56,67,2.61,65,2.10,65,2.40,63,2.86,63,2.18
M,171,Olise,5.4,5.4,Crystal Palace,74,3.10,69,2.91,65,4.90,68,2.37,67,3.22,66,2.77,63,2.74,63,2.99,63,2.61
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,174,Ferguson,3.9,3.9,Crystal Palace,3,0.06,4,0.11,9,0.42,12,0.26,11,0.40,11,0.32,13,0.46,14,0.59,15,0.46
G,175,Johnstone,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,3,0.08,4,0.13,5,0.18,5,0.16
G,176,Begović,3.9,3.9,Everton,2,0.08,3,0.08,3,0.09,4,0.11,4,0.12,3,0.07,3,0.09,4,0.13,4,0.12
