Pos,ID,Name,BV,SV,Team,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts
F,397,Awoniyi,5.7,5.7,Nott'm Forest,54,3.11,51,2.91,56,3.40,51,2.64,51,2.18,50,2.09,51,3.09,47,2.19,50,2.46
G,398,Henderson,4.7,4.7,Nott'm Forest,88,3.67,87,3.57,87,3.56,86,3.19,86,3.06,85,2.80,84,3.62,85,3.06,83,3.11
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,4,0.19,9,0.46,11,0.55,11,0.63,12,0.54,13,0.65,14,0.76,14,0.68,13,0.14
G,401,McCarthy,4.3,4.3,Southampton,5,0.16,18,0.67,26,0.95,25,1.01,26,0.93,26,0.88,27,1.05,28,0.95,30,0.22
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,8,0.22,8,0.27,10,0.23,11,0.26,12,0.34,11,0.10,15,0.29,13,0.25,11,0.28
M,405,S.Armstrong,4.7,4.7,Southampton,15,0.65,32,1.46,47,1.96,49,2.20,46,1.74,47,1.84,47,2.19,44,1.66,45,0.38
M,406,Elyounoussi,5.2,5.2,Southampton,73,3.14,70,3.22,67,2.72,61,2.89,64,2.31,63,2.53,64,3.04,60,2.17,63,0.52
M,407,Ward-Prowse,6.2,6.2,Southampton,88,3.57,84,3.62,85,3.22,85,3.65,84,2.75,82,2.98,80,3.56,80,2.63,80,0.62
F,408,A.Armstrong,5.5,5.5,Southampton,28,1.54,25,1.44,24,1.31,28,1.63,25,1.19,24,1.25,24,1.50,25,1.22,29,0.30
D,409,Walker-Peters,4.4,4.4,Southampton,83,2.72,78,2.59,74,1.93,71,2.73,67,1.38,64,1.65,63,2.29,63,1.08,63,0.33
D,410,Bednarek,4.2,4.2,Aston Villa,5,0.15,0,0.00,8,0.31,9,0.20,10,0.27,9,0.28,10,0.40,9,0.30,5,0.16
F,411,Adams,6.3,6.3,Southampton,74,3.33,75,3.50,70,2.96,70,3.31,65,2.44,67,2.74,66,3.28,66,2.45,66,0.57
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,77,2.30,71,2.08,48,1.11,42,1.49,42,0.82,42,0.97,39,1.27,40,0.73,40,0.19
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,415,Smallbone,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,416,Diallo,4.3,4.3,Southampton,18,0.77,13,0.51,11,0.44,13,0.51,13,0.53,14,0.50,15,0.61,15,0.60,14,0.12
D,417,Perraud,4.3,4.3,Southampton,68,2.75,63,2.56,57,1.89,51,2.45,51,1.41,48,1.62,51,2.29,51,1.19,49,0.34
M,418,Djenepo,5.0,5.0,Southampton,25,1.19,23,1.11,15,0.74,18,0.89,16,0.74,20,0.91,19,1.02,19,0.86,20,0.20
D,419,Livramento,4.4,4.4,Southampton,5,0.16,17,0.62,22,0.72,31,1.36,36,0.92,42,1.25,43,1.70,45,0.92,44,0.27
D,420,Salisu,4.4,4.4,Southampton,87,2.65,64,1.97,80,1.88,76,2.75,76,1.39,74,1.73,74,2.48,74,1.21,74,0.36
G,421,Lis,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,422,Bazunu,4.5,4.5,Southampton,84,3.22,71,2.71,63,2.27,65,2.69,63,2.17,63,2.10,63,2.46,61,2.13,59,0.43
D,423,Bella-Kotchap,4.5,4.5,Southampton,0,0.00,10,0.36,60,1.71,75,3.00,70,1.57,74,2.02,74,2.79,72,1.32,72,0.40
G,424,Caballero,3.9,3.9,Southampton,2,0.04,2,0.04,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00,1,0.04,1,0.00
G,425,Lloris,5.5,5.5,Spurs,89,6.45,88,3.49,88,3.17,87,3.50,86,3.69,87,3.52,86,3.60,85,3.91,86,0.73
G,426,Forster,3.9,3.9,Spurs,1,0.07,2,0.04,2,0.04,3,0.12,4,0.13,3,0.08,4,0.17,5,0.18,4,0.03
F,427,Kane,11.6,11.6,Spurs,81,8.16,82,5.23,79,4.08,80,5.24,78,5.47,79,4.88,80,4.93,79,6.37,78,1.07
M,428,Son,11.6,11.6,Spurs,85,8.15,80,4.84,72,3.50,70,4.34,72,4.86,71,4.20,70,4.21,68,5.19,67,0.89
D,429,Doherty,4.6,4.6,Spurs,66,3.75,59,2.52,60,1.77,59,2.67,57,2.96,57,2.50,54,2.59,55,3.20,56,0.56
D,430,Dier,5.2,5.2,Spurs,86,3.80,83,2.74,82,1.90,79,2.81,79,3.29,78,2.72,78,2.98,80,3.73,78,0.62
M,431,Lucas Moura,5.8,5.8,Spurs,2,0.13,7,0.38,8,0.40,11,0.69,13,0.80,13,0.74,12,0.74,11,0.80,14,0.17
D,432,Davies,4.8,4.8,Spurs,21,1.08,28,0.96,26,0.64,27,1.02,31,1.35,29,1.03,32,1.25,31,1.48,32,0.27
M,433,Højbjerg,5.5,5.5,Spurs,82,4.66,79,2.54,76,2.17,76,2.47,75,2.56,75,2.38,75,2.44,73,2.74,72,0.49
M,434,Winks,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,435,Sánchez,4.3,4.3,Spurs,6,0.26,8,0.22,9,0.23,11,0.38,12,0.43,14,0.46,15,0.58,13,0.58,15,0.11
D,436,R.Sessegnon,4.5,4.5,Spurs,51,3.43,48,2.20,42,1.46,44,2.12,42,2.27,42,2.00,43,2.19,42,2.62,39,0.41
M,437,Bergwijn,5.5,5.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,438,Reguilón,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,439,Tanganga,3.9,3.9,Spurs,5,0.31,9,0.33,10,0.30,11,0.42,12,0.46,13,0.45,14,0.55,13,0.59,15,0.11
M,440,Bentancur,5.4,5.4,Spurs,48,2.73,79,2.45,75,2.10,75,2.43,73,2.47,71,2.26,71,2.30,69,2.55,67,0.45
M,441,Skipp,4.3,4.3,Spurs,19,1.43,10,0.43,9,0.38,10,0.43,13,0.52,12,0.51,14,0.58,16,0.66,16,0.14
D,442,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,443,Romero,4.9,4.9,Spurs,86,3.61,81,2.55,79,1.71,79,2.68,76,3.05,78,2.58,77,2.79,77,3.52,76,0.57
M,444,Bissouma,4.7,4.7,Spurs,48,2.93,31,1.10,36,1.15,33,1.17,34,1.29,35,1.21,32,1.17,34,1.36,39,0.28
D,445,Emerson Royal,4.9,4.9,Spurs,17,1.05,21,0.86,20,0.67,20,0.85,21,1.04,22,0.91,22,1.02,21,1.10,21,0.20
M,446,Kulusevski,7.9,7.9,Spurs,41,3.54,42,2.17,46,1.98,41,2.13,45,2.46,44,2.24,44,2.20,46,2.86,44,0.49
F,447,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,448,Perišić,5.5,5.5,Spurs,62,4.27,57,2.89,54,1.94,52,2.79,53,3.16,53,2.69,51,2.82,50,3.49,53,0.62
M,449,White,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,450,Sarr,4.3,4.3,Spurs,2,0.18,1,0.05,1,0.05,3,0.10,2,0.05,3,0.10,2,0.05,3,0.11,3,0.03
G,451,Austin,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,452,Devine,4.3,4.3,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,453,Parrott,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,454,Richarlison,8.4,8.4,Spurs,3,0.28,15,0.83,42,1.95,47,2.57,44,2.51,45,2.39,45,2.31,48,3.06,47,0.54
G,455,Fabianski,5.0,5.0,West Ham,89,3.68,88,3.94,88,3.23,88,3.46,86,3.11,87,3.41,86,3.25,86,3.63,85,0.60
D,456,Ogbonna,4.4,4.4,West Ham,5,0.16,7,0.26,2,0.07,4,0.12,3,0.10,5,0.16,3,0.11,4,0.17,5,0.03
D,457,Cresswell,4.8,4.8,West Ham,70,2.77,67,3.23,65,1.82,64,2.31,64,1.75,62,2.72,63,1.90,63,2.77,61,0.21
F,458,Antonio,7.0,7.0,West Ham,37,1.94,26,1.58,27,1.29,28,1.47,26,1.31,27,1.48,28,1.37,27,1.57,27,0.23
D,459,Dawson,4.8,4.8,West Ham,44,1.57,39,1.67,21,0.53,23,0.77,19,0.49,25,0.96,27,0.77,26,0.99,26,0.09
M,460,Lanzini,5.1,5.1,West Ham,6,0.35,9,0.50,7,0.37,10,0.55,9,0.43,10,0.51,11,0.58,11,0.67,12,0.11
D,461,Zouma,4.4,4.4,West Ham,10,0.34,33,1.49,78,1.99,77,2.52,75,1.86,74,2.95,73,2.03,74,2.94,73,0.24
D,462,Masuaku,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,463,Coufal,4.1,4.1,West Ham,45,1.66,60,2.65,48,1.28,48,1.65,50,1.30,51,2.06,48,1.41,50,2.03,48,0.17
M,464,Benrahma,5.6,5.6,West Ham,54,2.87,54,3.32,49,2.22,50,2.62,47,2.25,49,2.72,45,2.19,45,2.70,45,0.36
M,465,Bowen,8.0,8.0,West Ham,74,3.52,69,3.77,70,2.75,72,3.25,71,2.91,66,3.31,69,2.90,68,3.55,67,0.47
M,466,Vlasic,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,467,Rice,4.8,4.8,West Ham,86,2.60,81,2.73,79,2.17,79,2.33,77,2.15,77,2.36,76,2.17,76,2.45,78,0.39
M,468,Soucek,5.2,5.2,West Ham,81,2.83,78,3.09,76,2.34,75,2.54,76,2.38,75,2.68,73,2.39,74,2.78,74,0.41
M,469,Fornals,5.0,5.0,West Ham,26,1.14,23,1.19,23,0.92,22,0.96,26,1.06,25,1.10,26,1.11,27,1.31,29,0.21
D,470,Diop,4.3,4.3,Fulham,45,0.96,49,1.40,50,1.09,47,1.94,51,1.19,48,1.58,50,1.37,47,1.10,47,0.25
D,471,Johnson,4.4,4.4,West Ham,21,0.80,12,0.54,8,0.22,8,0.29,9,0.28,11,0.40,12,0.37,13,0.50,11,0.05
D,472,Aguerd,4.8,4.8,West Ham,73,2.70,68,2.98,52,1.32,50,1.64,59,1.44,51,2.04,54,1.49,49,1.93,53,0.18
G,473,Areola,4.3,4.3,West Ham,1,0.04,2,0.04,2,0.07,2,0.08,4,0.11,3,0.08,3,0.11,4,0.17,5,0.04
D,474,Boly,4.2,4.2,Nott'm Forest,79,2.72,75,2.51,68,2.36,68,1.74,64,1.08,64,1.42,65,2.44,62,1.18,60,1.55
D,475,Coady,5.0,5.0,Everton,81,2.94,76,2.26,69,1.50,74,1.18,70,2.56,69,2.21,69,2.20,67,2.17,68,1.38
F,476,Jiménez,6.7,6.7,Wolves,16,0.99,13,0.56,11,0.62,13,0.89,16,1.06,12,0.58,13,0.95,11,0.56,13,0.43
D,477,Jonny,4.4,4.4,Wolves,18,0.69,34,0.70,36,1.02,44,1.79,43,2.13,43,1.15,43,1.69,43,1.14,45,1.01
G,478,Sá,5.0,5.0,Wolves,88,3.72,88,3.10,88,3.22,88,4.08,86,3.98,86,2.72,86,4.22,85,3.10,85,1.90
M,479,Dendoncker,4.7,4.7,Aston Villa,0,0.00,22,0.87,20,0.84,21,0.70,23,0.80,25,0.96,26,1.04,25,0.92,25,1.04
M,480,Neves,5.5,5.5,Wolves,85,2.92,85,2.16,84,2.57,80,3.11,76,3.11,77,2.07,70,2.95,71,2.06,69,1.40
M,481,Hwang,5.7,5.7,Wolves,59,2.99,53,1.93,49,2.18,51,2.86,52,3.05,48,1.89,46,2.77,43,1.80,42,1.27
D,482,Semedo,5.0,5.0,Wolves,79,3.00,64,1.21,71,1.83,68,2.78,69,3.33,68,1.77,68,2.61,70,1.77,68,1.49
M,483,Podence,5.3,5.3,Wolves,38,1.89,59,2.03,63,2.57,62,3.25,61,3.39,56,2.05,58,3.20,57,2.20,55,1.49
D,484,Kilman,4.4,4.4,Wolves,85,2.93,83,1.29,80,1.80,78,2.81,76,3.39,77,1.78,76,2.57,75,1.69,73,1.45
M,485,Cundle,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,486,Neto,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,7,0.31,23,1.43,35,1.52,40,1.22
D,487,Aït-Nouri,4.2,4.2,Wolves,18,0.70,19,0.40,17,0.44,17,0.66,18,0.86,20,0.52,20,0.81,20,0.56,21,0.47
F,488,Fabio Silva,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,489,Toti,3.9,3.9,Wolves,13,0.47,15,0.30,14,0.35,18,0.68,17,0.70,18,0.45,18,0.65,18,0.45,23,0.45
M,490,Chiquinho,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,491,Adama,5.5,5.5,Wolves,46,2.19,39,1.46,39,1.69,39,2.09,38,2.09,41,1.50,35,2.07,32,1.34,33,0.90
G,492,Šarkić,3.9,3.9,Wolves,1,0.04,2,0.04,2,0.04,1,0.05,2,0.09,2,0.06,3,0.11,4,0.15,3,0.04
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,76,3.55,72,3.34,69,3.38,69,2.83,64,2.21,62,2.12,61,3.00,61,2.23,58,2.28
D,494,Mosquera,3.9,3.9,Wolves,1,0.00,1,0.03,2,0.07,2,0.05,3,0.09,4,0.09,3,0.09,4,0.12,3,0.04
G,495,Matthews,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,496,Plange,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,497,Adrián,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,0,0.00,1,0.00,0,0.00
D,498,R.Williams,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,499,Davies,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,500,Van den Berg,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Phillips,3.9,3.9,Liverpool,0,0.00,2,0.06,3,0.10,4,0.18,5,0.18,2,0.09,1,0.06,1,0.05,1,0.02
G,502,Carson,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.00,1,0.00,0,0.00
M,503,Moutinho,4.7,4.7,Wolves,79,2.70,76,2.03,73,2.25,70,2.72,72,2.85,67,1.82,66,2.76,65,1.98,67,1.29
D,504,Malacia,4.2,4.2,Man Utd,10,0.64,16,0.47,14,1.02,15,0.62,15,0.70,18,0.38,16,0.44,18,0.90,19,0.18
M,505,Rothwell,4.9,4.9,Bournemouth,17,0.72,15,0.76,13,0.53,16,0.65,16,0.63,15,0.24,17,0.64,15,0.61,16,0.62
M,506,Adams,4.9,4.9,Leeds,85,2.22,83,2.31,81,3.39,79,2.03,78,2.12,78,2.10,76,1.89,76,2.05,74,1.04
D,507,Niakhaté,4.3,4.3,Nott'm Forest,0,0.00,4,0.10,23,0.84,24,0.62,26,0.51,25,0.58,30,1.14,27,0.56,28,0.78
M,508,Sinisterra,6.5,6.5,Leeds,0,0.00,22,1.31,64,4.97,63,2.99,62,3.17,62,3.44,60,2.54,59,3.00,59,1.47
M,509,Downes,4.3,4.3,West Ham,15,0.59,19,0.78,19,0.65,20,0.75,22,0.75,24,0.82,24,0.82,22,0.82,21,0.14
D,510,Hickey,4.9,4.9,Brentford,19,0.91,41,1.48,71,3.21,71,1.42,71,2.97,69,0.71,69,2.69,68,2.42,71,1.24
D,511,Richards,4.4,4.4,Nott'm Forest,1,0.00,2,0.04,6,0.20,6,0.20,8,0.22,8,0.20,8,0.29,8,0.20,8,0.27
M,512,Aribo,5.2,5.2,Southampton,44,1.85,39,1.74,34,1.42,35,1.61,38,1.42,37,1.42,37,1.68,38,1.43,38,0.31
D,513,Lenglet,4.8,4.8,Spurs,70,3.15,65,2.14,65,1.49,65,2.25,61,2.44,60,2.05,57,2.15,59,2.74,58,0.45
M,514,C.Doucouré,5.0,5.0,Crystal Palace,74,4.10,68,2.15,77,1.99,75,2.21,76,2.16,74,2.02,75,2.12,73,1.87,71,1.39
M,515,Lewis-Potter,5.2,5.2,Brentford,22,1.37,21,1.12,18,1.14,18,0.82,19,1.07,21,0.48,22,1.25,20,1.01,22,0.54
D,516,Collins,4.4,4.4,Wolves,85,3.07,82,1.29,81,1.90,79,2.99,79,3.68,80,1.91,80,2.76,78,1.82,77,1.59
G,517,Strakosha,4.3,4.3,Brentford,2,0.04,2,0.08,3,0.09,3,0.11,4,0.13,4,0.05,5,0.20,5,0.16,4,0.07
G,518,Hennessey,3.9,3.9,Nott'm Forest,2,0.04,2,0.08,3,0.12,4,0.15,4,0.14,4,0.13,6,0.21,5,0.14,7,0.23
M,519,Eriksen,6.3,6.3,Man Utd,64,5.61,60,2.45,61,5.43,58,2.97,58,3.26,58,1.58,57,2.33,58,3.40,56,0.70
D,520,Koulibaly,5.5,5.5,Chelsea,70,3.12,67,2.26,52,2.23,52,1.85,52,2.51,48,1.38,46,2.06,45,1.68,47,2.22
M,521,Francois,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,522,Spence,4.1,4.1,Spurs,3,0.14,4,0.12,4,0.07,4,0.09,5,0.19,4,0.12,5,0.17,6,0.25,6,0.04
D,523,Toffolo,4.3,4.3,Nott'm Forest,8,0.28,8,0.27,7,0.25,7,0.23,8,0.18,8,0.22,10,0.38,9,0.23,10,0.28
M,524,O'Brien,4.8,4.8,Nott'm Forest,16,0.59,25,0.95,23,0.86,24,0.85,21,0.70,20,0.59,18,0.67,19,0.62,16,0.55
D,525,Augustinsson,4.3,4.3,Aston Villa,6,0.20,10,0.40,12,0.47,10,0.25,11,0.32,11,0.43,13,0.57,14,0.46,16,0.73
D,526,Mee,4.6,4.6,Brentford,87,4.22,84,2.79,83,3.76,82,1.55,83,3.49,81,0.80,81,3.10,83,2.89,82,1.45
M,527,Lingard,5.4,5.4,Nott'm Forest,0,0.00,0,0.00,5,0.31,14,0.68,28,1.18,38,1.50,36,1.98,35,1.56,36,1.69
F,528,Mara,5.3,5.3,Southampton,20,1.11,17,0.95,18,0.98,16,0.89,21,0.98,19,0.97,19,1.08,22,1.05,18,0.19
F,529,Scamacca,6.6,6.6,West Ham,54,2.59,68,3.74,64,2.62,64,3.00,63,2.75,64,3.27,61,2.69,64,3.39,61,0.45
D,530,Richards,4.4,4.4,Crystal Palace,3,0.19,4,0.16,3,0.07,4,0.16,6,0.21,5,0.15,7,0.21,7,0.18,6,0.12
