Pos,ID,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts
M,41,Nakamba,4.4,4.4,Aston Villa,8,0.32,10,0.40,12,0.50,12,0.51,17,0.65
M,42,Buendía,6.0,6.0,Aston Villa,35,1.56,34,1.53,35,1.84,37,2.23,37,2.01
D,43,Cash,4.8,4.8,Aston Villa,84,1.77,81,1.48,78,2.40,77,3.15,76,2.48
D,44,Konsa,4.4,4.4,Aston Villa,76,1.64,76,1.39,72,2.18,72,2.82,68,2.16
M,45,Bailey,4.8,4.8,Aston Villa,46,1.97,47,2.01,46,2.32,46,2.69,48,2.47
M,46,Douglas Luiz,4.8,4.8,Aston Villa,27,0.86,32,0.98,32,1.07,34,1.23,34,1.16
M,47,Ramsey,5.3,5.3,Aston Villa,66,2.14,63,2.04,62,2.30,61,2.57,60,2.30
M,48,Chukwuemeka,4.4,4.4,Chelsea,2,0.20,1,0.10,1,0.10,1,0.09,2,0.12
M,49,Iroegbunam,4.5,4.5,Aston Villa,5,0.19,5,0.19,6,0.22,6,0.23,7,0.27
D,50,Diego Carlos,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.01,1,0.06,1,0.10,1,0.12,2,0.14
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,5.0,5.0,Aston Villa,78,1.95,75,1.87,71,1.95,72,2.15,68,1.92
F,54,Archer,4.5,4.5,Aston Villa,13,0.52,16,0.67,16,0.78,16,0.88,17,0.85
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,4.0,4.0,Aston Villa,4,0.13,5,0.13,7,0.24,9,0.35,9,0.31
D,57,Smith,4.4,4.4,Bournemouth,76,2.54,67,2.26,66,2.18,63,1.58,62,2.22
M,58,Stanislas,4.8,4.8,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,59,Fredericks,4.4,4.4,Bournemouth,5,0.19,13,0.47,19,0.66,29,0.81,30,1.10
M,60,Brooks,5.4,5.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,1,0.09
M,61,Lowe,5.4,5.4,Bournemouth,6,0.39,8,0.49,12,0.64,12,0.64,11,0.69
F,62,Moore,5.5,5.5,Bournemouth,36,1.77,22,1.09,21,0.99,23,1.03,24,1.26
M,63,Marcondes,4.9,4.9,Bournemouth,5,0.27,8,0.40,9,0.44,7,0.34,8,0.44
M,64,Lerma,5.0,5.0,Bournemouth,82,2.51,78,2.42,76,2.26,75,2.11,74,2.38
D,65,Stacey,4.4,4.4,Bournemouth,17,0.56,21,0.68,18,0.57,17,0.42,18,0.63
F,66,Solanke,5.8,5.8,Bournemouth,66,3.37,72,3.66,71,3.34,69,2.99,68,3.74
M,67,Cook,4.9,4.9,Bournemouth,45,1.51,42,1.45,43,1.42,41,1.31,39,1.37
M,68,Pearson,4.5,4.5,Bournemouth,26,0.93,30,1.09,31,1.09,37,1.20,36,1.25
M,69,Christie,5.4,5.4,Bournemouth,55,2.40,52,2.30,49,2.08,48,1.91,45,2.13
M,70,Billing,5.3,5.3,Bournemouth,52,2.10,51,2.06,50,1.91,47,1.69,45,1.92
D,71,Mepham,4.5,4.5,Bournemouth,70,2.08,63,1.89,63,1.83,59,1.28,60,1.91
G,72,Travers,4.5,4.5,Bournemouth,87,3.34,85,3.28,83,3.21,84,3.03,81,3.18
D,73,Kelly,4.5,4.5,Bournemouth,62,1.84,69,2.03,74,2.15,72,1.55,69,2.15
M,74,Dembélé,4.9,4.9,Bournemouth,15,0.77,17,0.84,14,0.70,15,0.70,17,0.93
M,75,Anthony,5.4,5.4,Bournemouth,46,2.13,44,2.10,42,1.89,40,1.70,40,2.01
D,76,Zemura,4.4,4.4,Bournemouth,81,2.50,76,2.36,74,2.25,71,1.60,68,2.23
G,77,Dennis,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.5,4.5,Brentford,63,1.85,78,2.73,79,2.19,72,1.74,63,2.26
M,79,Nørgaard,5.5,5.5,Brentford,79,2.43,76,2.64,75,2.35,73,2.17,73,2.42
F,80,Toney,7.2,7.2,Brentford,86,4.01,83,4.85,80,4.01,78,3.56,79,4.26
G,81,Raya,4.5,4.5,Brentford,89,3.51,88,3.63,87,3.35,87,3.22,86,3.60
D,82,Canós,5.0,5.0,Brentford,0,0.00,1,0.04,6,0.33,15,0.75,22,1.42
M,83,Dasilva,4.6,4.6,Brentford,56,2.29,54,2.54,53,2.23,54,2.12,52,2.35
D,84,Ajer,4.5,4.5,Brentford,15,0.49,20,0.79,28,0.91,22,0.66,20,0.77
D,85,Henry,4.5,4.5,Brentford,82,2.54,76,2.82,74,2.17,73,1.92,71,2.67
M,86,Janelt,5.5,5.5,Brentford,62,2.15,61,2.41,61,2.19,58,1.99,60,2.29
M,87,Ghoddos,4.9,4.9,Brentford,6,0.33,7,0.41,9,0.46,9,0.47,8,0.42
M,88,Jensen,5.1,5.1,Brentford,64,2.51,61,2.72,61,2.45,57,2.19,58,2.51
M,89,Wissa,5.4,5.4,Brentford,40,2.04,41,2.46,42,2.18,40,1.95,42,2.37
D,90,Roerslev,4.4,4.4,Brentford,36,1.11,34,1.23,29,0.86,24,0.65,24,0.90
D,91,Bech,4.5,4.5,Brentford,21,0.66,17,0.62,15,0.44,14,0.37,9,0.29
D,92,Pinnock,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,25,0.71,63,2.45
M,93,Onyeka,4.9,4.9,Brentford,6,0.31,10,0.47,10,0.46,11,0.49,10,0.47
M,94,Baptiste,4.5,4.5,Brentford,13,0.60,13,0.65,13,0.63,17,0.78,16,0.78
F,95,Mbeumo,6.0,6.0,Brentford,76,3.12,73,3.57,71,3.10,68,2.74,65,3.01
D,96,Goode,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,5.0,5.0,Brighton,30,1.45,41,1.97,44,2.04,40,1.89,44,1.61
G,102,Steele,4.0,4.0,Brighton,1,0.03,3,0.12,4,0.17,4,0.20,4,0.13
F,103,Welbeck,6.5,6.5,Brighton,75,3.63,71,3.66,69,3.45,69,3.41,68,2.50
M,104,Groß,5.8,5.8,Brighton,74,3.78,73,3.99,73,3.84,72,3.80,71,2.63
D,105,Duffy,4.4,4.4,Fulham,30,1.08,40,0.88,41,1.09,39,1.53,42,1.51
D,106,Dunk,4.5,4.5,Brighton,85,3.46,83,3.69,81,3.79,80,3.77,81,1.50
M,107,March,5.0,5.0,Brighton,58,2.40,56,2.45,54,2.37,58,2.48,59,1.95
D,108,Webster,4.5,4.5,Brighton,84,3.31,82,3.57,81,3.65,79,3.64,77,1.43
D,109,Veltman,4.6,4.6,Brighton,81,3.02,77,3.15,78,3.35,77,3.35,74,1.36
F,110,Maupay,6.2,6.2,Everton,27,1.50,29,1.34,19,0.86,12,0.73,12,0.64
M,111,Trossard,6.5,6.5,Brighton,72,3.88,69,4.01,69,3.85,69,3.83,67,2.61
D,112,Cucurella,5.1,5.0,Chelsea,74,3.75,70,3.88,68,3.51,67,2.45,67,3.30
G,113,Sánchez,4.6,4.6,Brighton,89,3.81,87,3.82,86,3.90,85,3.89,86,3.05
D,114,Lamptey,4.4,4.4,Brighton,23,1.06,22,1.10,21,1.05,24,1.25,24,0.64
M,115,Alzate,4.5,4.5,Brighton,6,0.36,6,0.35,9,0.45,8,0.44,7,0.36
M,116,Mac Allister,5.5,5.5,Brighton,82,3.68,78,3.71,77,3.59,74,3.44,74,2.45
M,117,Moder,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,118,Mwepu,5.3,5.3,Brighton,34,1.68,35,1.85,36,1.84,36,1.82,39,1.50
M,119,Sarmiento,4.5,4.5,Brighton,0,0.02,1,0.07,2,0.13,3,0.20,3,0.15
M,120,Caicedo,5.0,5.0,Brighton,77,2.48,73,2.47,72,2.43,70,2.36,69,1.85
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.3,5.3,Brighton,31,1.75,32,1.94,35,1.98,34,1.94,33,1.42
M,124,Mitoma,5.0,5.0,Brighton,13,0.65,14,0.72,10,0.52,12,0.64,13,0.53
F,125,Enciso,4.9,4.9,Brighton,8,0.43,9,0.46,8,0.41,8,0.43,10,0.43
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,5.0,5.0,Chelsea,42,1.97,24,1.26,24,1.17,28,1.00,27,1.29
D,128,Thiago Silva,5.5,5.5,Chelsea,77,3.29,68,3.21,67,3.00,65,2.04,65,2.82
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,6.0,6.0,Chelsea,71,3.16,67,3.06,67,2.90,65,2.44,61,2.54
M,131,Barkley,4.9,4.9,Chelsea,2,0.16,1,0.08,2,0.11,3,0.16,3,0.17
M,132,Kovacic,4.9,4.9,Chelsea,42,1.73,62,2.46,58,2.26,56,1.93,52,1.95
G,133,Arrizabalaga,4.4,4.4,Chelsea,2,0.08,1,0.06,2,0.07,2,0.09,2,0.10
M,134,Kanté,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,19,0.74
M,135,Ziyech,5.7,5.7,Chelsea,12,0.75,4,0.27,3,0.19,4,0.25,4,0.25
M,136,Loftus-Cheek,5.0,5.0,Chelsea,51,2.21,35,1.59,32,1.43,36,1.38,31,1.32
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,4.0,4.0,Chelsea,5,0.44,4,0.40,6,0.49,7,0.44,8,0.52
D,139,Chilwell,5.9,5.9,Chelsea,45,2.48,43,2.56,48,2.65,47,1.92,50,2.66
M,140,Pulisic,5.8,5.8,Chelsea,34,2.06,25,1.62,27,1.61,26,1.42,28,1.58
D,141,Chalobah,4.8,4.8,Chelsea,14,0.62,7,0.31,8,0.34,9,0.29,10,0.44
M,142,Mount,7.8,7.8,Chelsea,73,4.56,72,4.60,69,4.16,68,3.51,67,3.78
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,17,1.08,13,0.82,15,0.95,15,0.83,16,0.94
F,145,Havertz,7.8,7.8,Chelsea,70,4.01,62,3.53,58,3.13,57,2.67,56,2.78
D,146,James,6.1,6.0,Chelsea,79,4.56,76,4.74,75,4.38,74,3.08,71,3.95
G,147,Mendy,5.0,5.0,Chelsea,88,3.79,89,4.06,88,3.90,88,3.35,88,3.87
M,148,Gallagher,5.7,5.7,Chelsea,0,0.00,18,0.93,20,0.99,22,0.98,19,0.94
M,149,Gilmour,4.4,4.4,Chelsea,6,0.30,4,0.21,4,0.18,4,0.19,5,0.21
F,150,Broja,5.4,5.4,Everton,5,0.28,27,1.16,17,0.74,10,0.58,6,0.34
D,151,Ampadu,4.4,4.4,Chelsea,4,0.14,4,0.12,4,0.12,4,0.10,4,0.15
G,152,Guaita,4.5,4.5,Crystal Palace,87,3.70,86,3.31,86,3.34,85,3.30,84,3.19
D,153,Tomkins,4.0,4.0,Crystal Palace,1,0.06,5,0.15,11,0.34,13,0.42,13,0.39
M,154,McArthur,4.9,4.9,Crystal Palace,14,0.62,27,0.98,43,1.57,44,1.49,45,1.52
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.5,4.5,Crystal Palace,27,1.00,27,0.78,18,0.52,19,0.57,22,0.60
D,157,Clyne,4.5,4.5,Crystal Palace,78,3.01,71,2.10,75,2.23,73,2.21,69,1.94
M,158,Milivojevic,4.5,4.5,Crystal Palace,20,0.90,20,0.78,15,0.62,15,0.60,16,0.64
M,159,Ayew,5.5,5.5,Crystal Palace,57,2.87,54,2.32,55,2.43,55,2.23,53,2.16
M,160,Zaha,7.1,7.1,Crystal Palace,43,2.60,70,3.38,76,3.92,74,3.33,73,3.29
M,161,Schlupp,4.9,4.9,Crystal Palace,66,2.73,59,2.17,54,2.04,54,1.93,55,1.95
G,162,Butland,4.5,4.5,Crystal Palace,0,0.01,1,0.02,0,0.00,0,0.01,1,0.02
M,163,Hughes,4.9,4.9,Crystal Palace,28,1.22,29,1.16,18,0.79,20,0.82,20,0.82
M,164,Riedewald,4.5,4.5,Crystal Palace,3,0.11,4,0.17,2,0.08,2,0.09,2,0.10
D,165,Andersen,4.5,4.5,Crystal Palace,87,3.37,80,2.34,80,2.39,79,2.35,78,2.16
F,166,Edouard,5.4,5.4,Crystal Palace,63,3.67,56,2.71,56,2.88,55,2.50,56,2.52
D,167,Guéhi,4.4,4.4,Crystal Palace,84,3.23,81,2.33,78,2.30,79,2.33,78,2.13
F,168,Mateta,5.4,5.4,Crystal Palace,36,2.23,31,1.71,30,1.75,27,1.42,30,1.52
M,169,Eze,5.5,5.5,Crystal Palace,72,3.72,66,2.75,68,2.96,67,2.67,66,2.57
D,170,Mitchell,4.5,4.5,Crystal Palace,55,2.15,64,1.93,70,2.12,70,2.15,70,2.01
M,171,Olise,5.5,5.5,Crystal Palace,43,2.36,38,1.79,39,1.94,40,1.80,39,1.75
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.4,4.4,Crystal Palace,21,1.17,17,0.83,14,0.74,17,0.81,16,0.76
D,174,Ferguson,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,175,Johnstone,4.5,4.5,Crystal Palace,3,0.11,3,0.13,4,0.14,5,0.19,5,0.18
G,176,Begović,4.0,4.0,Everton,1,0.03,2,0.08,3,0.10,4,0.18,4,0.16
F,177,Rondón,5.0,5.0,Everton,49,2.48,41,1.85,25,1.20,16,0.97,8,0.53
D,178,Coleman,4.5,4.5,Everton,50,1.64,67,1.43,61,1.28,62,2.31,57,1.76
M,179,Townsend,5.5,5.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,180,Keane,4.4,4.4,Everton,37,1.25,31,0.71,17,0.40,16,0.60,15,0.49
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.5,4.5,Everton,89,3.43,88,3.14,87,3.13,85,3.50,86,3.30
M,183,Allan,4.9,4.9,Everton,18,0.66,22,0.75,21,0.70,16,0.60,14,0.52
M,184,André Gomes,4.5,4.5,Everton,1,0.04,2,0.14,3,0.18,4,0.24,3,0.20
M,185,A.Doucouré,5.3,5.3,Everton,0,0.00,0,0.00,23,0.77,50,1.91,69,2.44
M,186,Iwobi,5.5,5.5,Everton,82,3.01,78,2.52,72,2.27,64,2.46,62,2.28
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,188,Mina,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,189,Gray,5.5,5.5,Everton,68,3.51,68,2.98,60,2.42,59,3.09,55,2.68
M,190,Davies,4.9,4.9,Everton,66,2.25,61,1.91,54,1.68,47,1.77,42,1.53
F,191,Calvert-Lewin,7.9,7.9,Everton,0,0.00,0,0.00,28,1.14,53,2.85,71,3.48
D,192,Holgate,4.5,4.5,Everton,16,0.48,30,0.55,54,0.98,63,2.03,60,1.62
D,193,Godfrey,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,194,Mykolenko,4.5,4.5,Everton,79,2.57,76,1.60,76,1.58,75,2.84,72,2.33
M,195,Gordon,5.5,5.5,Everton,70,3.23,28,1.16,69,2.55,67,3.21,66,2.85
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,4.0,4.0,Everton,56,1.75,40,0.84,40,0.84,39,1.43,44,1.33
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.5,4.5,Everton,86,2.49,83,1.48,82,1.47,79,2.66,78,2.20
M,200,Cairney,4.9,4.9,Fulham,26,1.25,32,1.35,33,1.43,37,1.79,34,1.60
D,201,Ream,4.5,4.5,Fulham,67,2.00,61,1.12,63,1.44,63,2.04,61,1.86
M,202,Knockaert,4.8,4.8,Fulham,1,0.04,1,0.09,3,0.16,3,0.18,2,0.14
M,203,Chalobah,4.5,4.5,Fulham,9,0.39,11,0.45,12,0.49,17,0.71,13,0.57
M,204,Kebano,5.5,5.5,Fulham,64,2.94,64,2.50,58,2.45,59,2.98,57,2.87
M,205,De Cordova-Reid,5.5,5.5,Fulham,73,2.98,70,2.43,68,2.51,66,2.93,63,2.73
D,206,Bryan,4.4,4.4,Fulham,13,0.51,19,0.51,20,0.61,24,0.95,22,0.85
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01
D,208,Kongolo,4.0,4.0,Fulham,1,0.04,2,0.07,4,0.13,5,0.20,5,0.20
D,209,Tosin,4.5,4.5,Fulham,78,2.42,73,1.39,68,1.62,69,2.35,66,2.11
F,210,Mitrović,6.7,6.7,Fulham,83,4.41,80,3.39,77,3.52,78,4.60,76,4.37
M,211,Reed,4.5,4.5,Fulham,76,2.28,69,1.90,69,1.98,66,2.13,66,2.09
M,212,Wilson,5.8,5.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,20,1.10
G,213,Rodák,4.5,4.5,Fulham,1,0.04,2,0.08,3,0.09,4,0.15,3,0.14
M,214,Cavaleiro,4.8,4.8,Fulham,1,0.06,2,0.10,2,0.13,3,0.16,2,0.12
D,215,Tete,4.5,4.5,Fulham,37,1.33,26,0.67,28,0.82,32,1.26,29,1.10
M,216,Onomah,4.4,4.4,Fulham,0,0.01,0,0.02,1,0.06,1,0.07,1,0.05
D,217,Robinson,4.5,4.5,Fulham,76,2.44,70,1.39,67,1.65,64,2.23,65,2.16
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,33,1.34,35,1.31,42,1.52,39,1.63,34,1.46
M,220,Palhinha,5.0,5.0,Fulham,81,2.44,78,2.07,76,2.11,68,2.20,73,2.28
D,221,Cooper,4.5,4.5,Leeds,60,2.27,70,2.02,70,2.95,66,1.20,65,2.18
D,222,Ayling,4.5,4.5,Leeds,8,0.34,14,0.48,37,1.75,42,0.91,45,1.69
M,223,Klich,4.9,4.9,Leeds,23,1.34,24,1.20,23,1.31,26,1.15,26,1.33
M,224,Forshaw,4.5,4.5,Leeds,10,0.41,9,0.37,8,0.36,10,0.38,11,0.42
M,225,Rodrigo,6.5,6.5,Leeds,76,5.10,69,3.89,64,4.43,63,2.93,64,3.75
D,226,Dallas,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,227,Bamford,7.3,7.3,Leeds,18,1.33,47,2.76,65,4.72,63,3.13,60,3.79
D,228,Llorente,4.5,4.5,Leeds,75,2.94,72,2.13,65,2.83,64,1.23,62,2.17
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,41,1.69,35,1.10,28,1.24,29,0.63,28,1.05
M,231,James,6.0,6.0,Leeds,38,2.14,30,1.54,32,1.94,29,1.34,34,1.78
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,6.1,6.1,Leeds,72,3.73,69,3.16,67,3.74,66,2.64,66,3.22
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,73,2.89,61,1.81,42,1.88,36,0.75,35,1.27
G,236,Klaesson,4.0,4.0,Leeds,1,0.06,2,0.07,2,0.08,3,0.11,4,0.15
F,237,Greenwood,4.5,4.5,Leeds,7,0.44,5,0.29,6,0.35,7,0.32,8,0.41
G,238,Meslier,4.5,4.5,Leeds,89,3.66,88,3.33,88,3.79,87,3.08,86,3.43
D,239,Firpo,4.5,4.5,Leeds,11,0.49,21,0.75,44,2.18,54,1.27,56,2.24
M,240,Summerville,4.5,4.5,Leeds,2,0.13,2,0.13,2,0.15,2,0.14,2,0.14
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.4,5.4,Leeds,20,1.32,15,0.92,11,0.78,13,0.70,13,0.83
D,243,Hjelde,4.0,4.0,Leeds,9,0.34,8,0.27,6,0.24,5,0.12,5,0.20
D,244,Kristensen,4.9,4.9,Leeds,85,3.33,81,2.40,76,3.39,75,1.45,74,2.63
M,245,Roca,4.9,4.9,Leeds,71,2.55,69,2.29,68,2.59,65,1.99,66,2.29
M,246,Aaronson,5.5,5.5,Leeds,75,3.60,68,2.88,68,3.52,67,2.44,66,3.00
M,247,Gyabi,4.4,4.4,Leeds,1,0.04,1,0.03,1,0.03,1,0.03,1,0.03
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.5,4.5,Leicester,81,2.07,76,2.05,76,2.70,74,1.45,74,3.19
D,250,Bertrand,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,251,Albrighton,4.9,4.9,Leicester,18,0.75,22,0.87,21,0.94,22,0.83,23,1.10
M,252,Mendy,4.4,4.4,Leicester,15,0.53,19,0.66,21,0.77,17,0.57,22,0.83
D,253,Vestergaard,4.0,4.0,Leicester,5,0.17,7,0.23,9,0.37,10,0.26,15,0.67
G,254,Ward,4.0,4.0,Leicester,82,3.06,80,3.02,78,3.20,76,2.70,77,3.39
F,255,Vardy,9.4,9.4,Leicester,74,4.14,73,3.54,70,4.33,68,3.08,66,4.72
D,256,Ricardo,4.3,4.3,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,257,Amartey,4.5,4.5,Leicester,77,1.98,74,2.02,72,2.55,71,1.40,67,2.88
D,258,Castagne,4.5,4.5,Leicester,84,2.37,82,2.36,81,3.08,78,1.67,78,3.61
M,259,Tielemans,6.4,6.4,Leicester,22,0.94,14,0.54,32,1.33,27,0.94,26,1.24
M,260,Pérez,4.9,4.9,Leicester,35,1.73,34,1.55,32,1.72,33,1.46,34,2.02
