Pos,ID,Name,BV,SV,Team,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.4,5.4,Brighton,85,3.85,69,3.54,78,4.95,76,3.61,76,4.23,76,0.67,73,3.93,74,3.81,73,0.91
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.01,3,0.14,4,0.23,5,0.07
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,6,0.39,10,0.60,10,0.69,10,0.55,10,0.61,9,0.10,10,0.58,10,0.57,10,0.15
M,120,Caicedo,5.0,5.0,Brighton,84,2.36,82,2.57,76,2.72,79,2.35,79,2.56,75,0.45,75,2.39,76,2.32,76,0.59
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.1,5.1,Brighton,3,0.21,3,0.23,4,0.41,3,0.26,5,0.41,6,0.08,7,0.52,6,0.42,7,0.13
M,124,Mitoma,4.9,4.9,Brighton,77,3.49,77,3.82,70,4.15,68,3.14,68,3.60,65,0.57,68,3.47,69,3.37,66,0.79
F,125,Enciso,4.7,4.7,Brighton,8,0.44,11,0.61,10,0.58,10,0.50,10,0.56,11,0.12,12,0.63,11,0.59,11,0.16
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,81,3.84,77,2.20,67,3.32,48,1.95,33,1.75,28,0.98,29,1.48,29,1.28,30,1.59
D,128,Thiago Silva,5.4,5.4,Chelsea,73,3.36,71,1.89,62,2.88,57,2.17,55,2.75,53,1.56,54,2.55,58,2.32,54,2.66
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Chelsea,65,2.72,61,2.27,56,2.45,51,1.97,49,2.28,49,1.79,46,2.09,45,1.84,42,1.92
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,69,2.46,70,2.25,59,2.22,57,1.88,55,2.12,51,1.62,53,2.02,55,1.88,46,1.79
G,133,Arrizabalaga,4.6,4.5,Chelsea,88,4.12,87,3.51,87,4.05,86,3.74,85,4.15,83,3.24,84,3.93,83,3.65,82,4.02
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,5,0.20,18,0.67,32,1.26
M,135,Ziyech,5.5,5.5,Chelsea,57,3.31,52,2.58,40,2.49,26,1.42,27,1.79,27,1.37,28,1.80,25,1.46,24,1.56
M,136,Loftus-Cheek,5.0,5.0,Chelsea,0,0.00,10,0.44,49,2.17,52,2.01,52,2.36,54,1.96,50,2.27,51,2.07,46,2.08
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,0,0.00,10,0.37,45,2.47,53,2.36,54,3.14,54,1.86,54,2.99,54,2.52,52,3.00
M,140,Pulisic,5.7,5.7,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.25,15,0.98
D,141,Chalobah,4.6,4.6,Chelsea,47,2.22,40,1.14,24,1.15,23,0.93,20,1.04,22,0.72,25,1.23,22,0.92,21,1.07
M,142,Mount,7.6,7.6,Chelsea,77,4.56,76,3.65,69,4.30,67,3.44,67,4.37,70,3.27,70,4.45,69,3.67,66,4.24
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.8,7.8,Chelsea,75,4.32,72,3.50,66,3.97,63,3.15,60,3.79,60,2.87,57,3.61,55,3.01,56,3.44
D,146,James,5.7,5.7,Chelsea,0,0.00,0,0.00,8,0.50,35,1.64,55,3.49,61,2.29,60,3.63,60,3.02,59,3.68
G,147,Mendy,4.8,4.8,Chelsea,1,0.03,2,0.07,4,0.16,4,0.17,5,0.23,7,0.27,6,0.28,7,0.30,8,0.37
M,148,Gallagher,5.7,5.7,Chelsea,44,2.33,36,1.70,24,1.41,18,0.90,18,1.06,18,0.86,16,0.95,16,0.86,14,0.82
M,149,Gilmour,4.3,4.3,Brighton,13,0.54,19,0.80,20,0.88,16,0.64,16,0.69,17,0.14,20,0.81,19,0.75,19,0.19
F,150,Broja,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.5,4.5,Crystal Palace,89,6.61,86,3.39,87,3.12,87,3.46,85,3.25,85,3.08,83,3.19,84,2.99,82,2.23
D,153,Tomkins,3.9,3.9,Crystal Palace,6,0.40,14,0.47,13,0.36,15,0.55,13,0.45,16,0.46,15,0.51,17,0.43,17,0.33
M,154,McArthur,4.8,4.8,Crystal Palace,0,0.00,0,0.00,1,0.06,5,0.23,9,0.38,10,0.42,9,0.40,13,0.50,12,0.35
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.5,4.5,Crystal Palace,35,1.87,36,1.09,38,0.76,40,1.26,38,1.08,41,0.90,42,1.19,39,0.77,42,0.61
D,157,Clyne,4.5,4.5,Crystal Palace,69,3.93,67,2.16,63,1.41,62,2.13,63,1.97,59,1.49,59,1.85,61,1.32,59,0.94
M,158,Milivojevic,4.3,4.3,Crystal Palace,21,1.70,24,0.99,21,0.83,20,0.87,23,0.96,22,0.89,20,0.84,23,0.87,22,0.65
M,159,Ayew,5.3,5.3,Crystal Palace,63,5.27,65,2.78,59,2.22,62,2.80,59,2.52,60,2.42,60,2.56,59,2.17,57,1.58
M,160,Zaha,7.3,7.3,Crystal Palace,86,7.54,80,3.69,81,3.20,81,4.01,79,3.75,77,3.41,77,3.59,78,2.98,76,2.19
M,161,Schlupp,4.7,4.7,Crystal Palace,65,4.24,59,2.03,62,1.91,63,2.24,60,2.12,59,1.97,61,2.07,58,1.78,59,1.36
G,162,Butland,4.4,4.4,Man Utd,0,0.03,3,0.10,3,0.21,3,0.12,2,0.10,3,0.03,2,0.08,3,0.12,4,0.04
M,163,Hughes,4.8,4.8,Crystal Palace,20,1.69,25,1.05,21,0.83,21,0.91,20,0.86,20,0.84,21,0.89,23,0.88,22,0.65
M,164,Riedewald,4.3,4.3,Crystal Palace,5,0.37,8,0.34,7,0.27,7,0.29,6,0.23,6,0.24,6,0.25,6,0.25,9,0.24
D,165,Andersen,4.5,4.5,Crystal Palace,87,4.53,80,2.42,80,1.56,78,2.52,80,2.30,78,1.74,79,2.27,77,1.46,77,1.06
F,166,Edouard,5.2,5.2,Crystal Palace,42,4.00,43,2.08,44,1.91,42,2.16,44,2.18,43,2.04,44,2.10,45,1.88,44,1.37
D,167,Guéhi,4.4,4.4,Crystal Palace,85,4.26,82,2.37,81,1.52,81,2.48,81,2.24,80,1.70,78,2.18,77,1.41,78,1.03
F,168,Mateta,5.1,5.1,Crystal Palace,14,1.55,19,1.13,19,0.98,19,1.17,20,1.20,21,1.17,21,1.17,22,1.11,22,0.83
M,169,Eze,5.6,5.6,Crystal Palace,75,6.08,71,3.05,71,2.66,68,3.11,68,2.93,69,2.83,69,2.94,65,2.43,67,1.85
D,170,Mitchell,4.4,4.4,Crystal Palace,70,4.03,69,2.26,67,1.48,62,2.16,63,1.98,64,1.60,64,2.02,60,1.33,59,0.95
M,171,Olise,5.4,5.4,Crystal Palace,72,5.87,71,3.00,68,2.58,70,3.15,67,2.92,69,2.81,66,2.80,63,2.37,66,1.81
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.2,4.2,Crystal Palace,5,0.57,9,0.45,9,0.43,9,0.45,9,0.47,10,0.52,11,0.56,11,0.53,12,0.41
D,174,Ferguson,3.9,3.9,Crystal Palace,3,0.21,6,0.21,12,0.28,14,0.45,14,0.43,15,0.37,16,0.47,18,0.38,17,0.26
G,175,Johnstone,4.4,4.4,Crystal Palace,1,0.05,3,0.12,2,0.09,3,0.12,4,0.16,5,0.17,6,0.24,6,0.22,7,0.20
G,176,Begović,4.0,4.0,Everton,1,0.05,2,0.07,2,0.09,3,0.12,5,0.23,4,0.17,4,0.17,5,0.21,4,0.14
F,177,Rondón,4.9,4.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,178,Coleman,4.5,4.5,Everton,73,3.15,67,2.17,64,1.70,65,1.17,59,2.58,44,1.73,32,1.24,24,0.97,25,0.73
M,179,Townsend,5.4,5.4,Everton,0,0.00,0,0.00,1,0.04,3,0.18,6,0.38,6,0.39,8,0.42,6,0.38,7,0.35
D,180,Keane,4.2,4.2,Everton,0,0.00,1,0.02,0,0.01,1,0.04,1,0.04,1,0.03,1,0.06,1,0.06,1,0.03
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.5,4.5,Everton,89,3.87,88,3.54,88,3.22,86,3.08,85,3.85,85,3.53,86,3.49,85,3.46,86,3.14
M,183,Allan,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,26,1.15,13,0.57,17,0.66,15,0.57,13,0.64,12,0.51,12,0.54,13,0.59,14,0.55
M,186,Iwobi,5.4,5.4,Everton,56,2.33,81,2.92,75,2.51,76,2.36,73,3.32,72,2.86,72,2.77,73,2.96,71,2.30
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,188,Mina,4.3,4.3,Everton,10,0.45,16,0.58,18,0.55,21,0.52,21,0.95,20,0.80,22,0.85,22,0.88,20,0.60
M,189,Gray,5.3,5.3,Everton,69,3.70,69,3.06,67,2.74,65,2.44,63,3.65,61,3.07,64,3.06,65,3.29,61,2.37
M,190,Davies,4.9,4.9,Everton,21,0.95,15,0.67,16,0.69,15,0.60,13,0.67,12,0.55,12,0.52,12,0.54,12,0.51
F,191,Calvert-Lewin,7.9,7.9,Everton,76,4.32,76,3.57,77,3.24,75,2.93,73,4.54,74,3.92,71,3.62,70,3.87,73,2.88
D,192,Holgate,4.3,4.3,Everton,15,0.54,18,0.53,20,0.48,20,0.39,20,0.76,16,0.53,9,0.31,9,0.31,10,0.23
D,193,Godfrey,4.3,4.3,Everton,17,0.65,23,0.70,26,0.65,30,0.56,29,1.14,29,1.04,31,1.07,33,1.17,34,0.80
D,194,Mykolenko,4.4,4.4,Everton,78,3.19,74,2.22,73,1.78,71,1.19,68,2.73,68,2.48,67,2.34,66,2.39,65,1.54
M,195,Gordon,5.2,5.2,Everton,59,2.92,57,2.39,59,2.27,55,1.95,55,2.95,53,2.47,54,2.41,51,2.45,54,1.98
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,10,0.40,31,1.15,51,1.79,61,2.20,60,1.44
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.3,4.3,Everton,86,3.34,81,2.28,80,1.79,79,1.23,78,3.01,77,2.61,78,2.59,77,2.61,76,1.62
M,200,Cairney,4.7,4.7,Fulham,16,0.74,21,1.01,22,0.96,25,1.33,25,1.09,28,1.38,27,1.24,28,1.20,29,0.39
D,201,Ream,4.5,4.5,Fulham,86,1.79,84,2.24,82,1.81,81,3.27,80,1.83,81,3.20,80,2.11,81,1.86,80,0.42
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,6,0.32,10,0.45,14,0.56,13,0.61,16,0.66,16,0.72,17,0.73,19,0.78,19,0.25
M,204,Kebano,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,205,De Cordova-Reid,5.5,5.5,Fulham,66,2.37,63,2.64,62,2.24,63,3.09,61,2.34,62,2.84,62,2.50,63,2.37,61,0.70
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.5,4.5,Fulham,47,1.06,45,1.30,46,1.09,48,2.04,49,1.19,50,2.05,48,1.37,51,1.25,47,0.26
F,210,Mitrović,7.2,7.1,Fulham,85,3.73,81,4.52,78,3.40,78,5.32,74,3.62,76,4.66,75,4.05,77,3.72,74,1.05
M,211,Reed,4.5,4.5,Fulham,69,1.99,66,2.09,63,1.87,65,2.31,62,1.88,62,2.13,60,1.89,60,1.83,61,0.56
M,212,Wilson,5.7,5.7,Fulham,30,1.42,33,1.81,35,1.62,33,2.15,34,1.68,35,2.10,36,1.90,35,1.71,34,0.50
G,213,Rodák,4.3,4.3,Fulham,2,0.07,2,0.09,4,0.16,5,0.21,6,0.22,5,0.22,5,0.21,7,0.24,7,0.08
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,82,1.84,76,2.28,73,1.77,72,3.30,72,1.84,69,3.03,67,2.01,69,1.77,68,0.39
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.03,0,0.02,0,0.01,0,0.01
D,217,Robinson,4.4,4.4,Fulham,0,0.00,80,2.24,79,1.78,75,3.21,76,1.80,76,3.14,74,2.06,73,1.76,74,0.40
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,220,Palhinha,5.0,5.0,Fulham,87,2.33,82,2.52,80,2.19,80,2.87,77,2.21,74,2.52,74,2.24,72,2.08,69,0.61
D,221,Cooper,4.4,4.4,Leeds,86,2.33,82,2.65,78,3.25,76,1.73,76,2.29,73,2.19,74,1.48,73,2.06,73,1.14
D,222,Ayling,4.5,4.5,Leeds,57,1.72,57,2.06,55,2.52,56,1.44,51,1.71,55,1.83,54,1.23,50,1.59,50,0.86
M,223,Klich,4.6,4.6,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,224,Forshaw,4.4,4.4,Leeds,17,0.71,28,1.14,24,1.60,21,0.87,23,0.95,20,0.70,19,0.77,21,0.88,21,0.45
M,225,Rodrigo,6.3,6.3,Leeds,68,4.15,66,4.70,63,5.71,58,3.05,54,3.05,51,2.74,50,2.31,50,2.88,51,1.44
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,4,0.15,16,0.43,27,0.95,33,0.63
F,227,Bamford,7.2,7.2,Leeds,24,1.65,31,2.14,40,3.72,59,3.12,61,3.46,59,3.11,59,2.69,56,3.25,55,1.54
D,228,Llorente,4.4,4.4,Leeds,6,0.21,11,0.38,14,0.64,15,0.39,14,0.45,20,0.63,19,0.45,18,0.54,20,0.34
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,83,2.27,80,2.62,78,3.28,75,1.72,72,2.18,71,2.14,69,1.41,68,1.93,70,1.12
M,231,James,6.0,6.0,Fulham,17,0.82,22,1.17,25,1.15,24,1.39,26,1.21,26,1.40,26,1.28,26,1.23,27,0.38
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,5.8,5.8,Leeds,73,3.16,70,3.48,67,4.67,62,2.64,61,2.76,55,2.31,53,2.11,55,2.54,54,1.26
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,73,2.14,71,2.52,68,3.05,67,1.64,65,2.09,63,2.05,57,1.22,52,1.57,53,0.89
G,236,Klaesson,3.9,3.9,Leeds,0,0.00,0,0.01,0,0.02,0,0.00,1,0.03,0,0.01,1,0.03,1,0.05,1,0.03
F,237,Greenwood,4.2,4.2,Leeds,19,0.93,25,1.27,19,1.48,16,0.77,19,0.91,16,0.65,17,0.72,16,0.74,18,0.43
G,238,Meslier,4.5,4.5,Leeds,89,3.32,88,3.44,87,5.29,88,3.17,87,3.40,86,2.81,86,3.09,83,3.16,84,1.70
D,239,Firpo,4.5,4.5,Leeds,11,0.41,11,0.47,13,0.76,16,0.51,14,0.55,14,0.50,12,0.34,10,0.38,9,0.17
M,240,Summerville,4.3,4.3,Leeds,0,0.00,0,0.00,0,0.00,3,0.15,11,0.60,18,0.85,23,1.04,23,1.17,24,0.63
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.1,5.1,Leeds,20,1.10,23,1.37,16,1.45,13,0.69,9,0.56,8,0.45,8,0.47,8,0.48,9,0.28
D,243,Hjelde,3.9,3.9,Leeds,1,0.03,2,0.07,2,0.12,4,0.11,4,0.12,4,0.11,3,0.09,3,0.10,3,0.05
D,244,Kristensen,4.8,4.8,Leeds,32,1.10,29,1.14,32,1.70,34,1.01,34,1.23,31,1.10,35,0.89,34,1.18,35,0.66
M,245,Roca,4.8,4.8,Leeds,72,2.38,57,2.19,61,3.34,66,2.13,64,2.19,64,1.92,65,1.98,64,2.17,61,1.08
M,246,Aaronson,5.5,5.5,Leeds,84,3.25,80,3.56,77,4.81,73,2.77,71,2.86,71,2.61,68,2.36,69,2.78,71,1.42
M,247,Gyabi,4.3,4.3,Leeds,1,0.03,1,0.05,1,0.06,1,0.03,0,0.02,1,0.03,0,0.01,0,0.02,1,0.01
