Pos,ID,Name,BV,SV,Team,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,Elite%
G,28,Turner,4.0,4.0,Nott'm Forest,94,3.06,92,3.03,92,3.70,91,2.89,90,3.44,90,3.24,90,3.89,89,2.87,88,3.21,89,3.18,89,3.17,89,3.58,0.97
D,29,White,5.5,5.5,Arsenal,86,4.56,81,3.25,78,3.71,77,3.33,74,3.38,74,2.49,75,2.63,75,4.45,74,2.40,75,4.07,73,3.15,71,3.86,0.00
M,30,Xhaka,6.0,6.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,31,Zinchenko,4.9,4.9,Arsenal,73,4.24,74,3.24,75,3.88,74,3.50,72,3.61,72,2.59,70,2.66,71,4.59,69,2.44,69,4.05,69,3.21,69,4.09,0.00
D,32,Alex Moreno,5.0,5.0,Aston Villa,0,0.00,12,0.33,52,2.69,62,1.90,62,2.50,61,2.77,62,3.17,60,3.65,61,2.78,59,3.17,59,1.88,59,2.61,0.00
F,33,Archer,4.5,4.5,Aston Villa,30,1.55,46,2.24,65,2.46,64,2.48,64,2.57,63,2.61,61,2.45,62,2.08,61,2.88,61,2.31,61,2.96,60,2.47,0.60
M,34,Bailey,5.5,5.5,Aston Villa,64,3.46,60,2.69,54,3.21,48,2.24,48,2.75,47,2.55,47,2.88,47,3.19,46,2.53,46,2.99,47,2.32,44,2.49,0.00
M,35,Buendia,5.9,5.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,36,Cash,4.5,4.5,Aston Villa,80,3.13,77,1.59,75,3.30,75,1.90,74,2.49,72,2.72,72,3.12,69,3.63,70,2.72,68,3.07,68,1.75,69,2.51,0.01
D,37,Chambers,4.0,4.0,Aston Villa,19,0.72,18,0.47,14,0.57,13,0.36,14,0.48,14,0.51,16,0.69,18,0.85,19,0.73,18,0.76,19,0.55,19,0.74,0.00
M,38,Coutinho,6.0,6.0,Aston Villa,14,0.83,30,1.38,40,2.38,36,1.75,32,1.92,31,1.76,31,2.01,31,2.18,32,1.84,32,2.08,32,1.63,35,2.00,0.00
F,39,Davis,5.0,5.0,Aston Villa,0,0.00,0,0.00,1,0.07,0,0.00,0,0.00,1,0.07,0,0.00,2,0.08,1,0.07,1,0.08,1,0.07,1,0.07,0.00
M,40,Dendoncker,4.9,4.9,Aston Villa,3,0.09,7,0.23,8,0.35,11,0.39,11,0.47,11,0.42,12,0.53,13,0.56,12,0.50,13,0.58,13,0.47,13,0.54,0.00
D,41,Diego Carlos,4.5,4.5,Aston Villa,44,1.63,45,0.89,41,1.69,37,0.92,40,1.27,44,1.57,44,1.78,42,2.06,44,1.64,45,1.89,44,1.09,45,1.53,0.00
D,42,Digne,4.5,4.5,Aston Villa,73,3.25,64,1.67,39,1.93,32,1.06,32,1.35,33,1.46,29,1.47,33,1.87,33,1.48,33,1.74,35,1.18,32,1.43,0.00
M,43,Douglas Luiz,5.5,5.5,Aston Villa,80,3.28,75,2.56,75,3.37,73,2.54,70,2.96,71,2.88,67,3.15,66,3.44,66,2.74,64,3.13,68,2.49,66,2.72,0.00
F,44,Duran,5.0,5.0,Aston Villa,10,0.61,11,0.59,11,0.70,9,0.49,10,0.57,10,0.61,9,0.60,10,0.70,10,0.61,10,0.69,11,0.56,13,0.73,0.00
D,45,Hause,4.0,4.0,Aston Villa,2,0.05,3,0.07,2,0.10,3,0.07,2,0.08,3,0.09,3,0.14,4,0.15,3,0.13,5,0.18,5,0.13,4,0.16,0.00
M,46,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.08,0,0.00,0,0.00,0.00
M,47,Kamara,5.0,5.0,Aston Villa,76,2.24,73,1.87,69,2.16,68,1.78,66,1.91,66,1.92,65,2.01,66,2.25,67,1.99,65,2.06,64,1.73,66,1.91,0.00
D,48,Konsa,4.5,4.5,Aston Villa,77,2.81,77,1.46,74,3.03,75,1.79,75,2.37,73,2.63,71,2.81,72,3.52,71,2.59,72,3.00,72,1.73,72,2.48,0.00
G,49,Martinez,5.0,5.0,Aston Villa,94,3.72,93,3.12,92,3.86,92,3.17,90,3.37,91,3.62,90,3.70,90,4.09,91,3.65,90,3.71,89,3.09,91,3.48,0.00
M,50,McGinn,5.5,5.5,Aston Villa,79,2.71,78,2.24,74,2.73,70,2.06,67,2.30,66,2.22,64,2.37,65,2.69,65,2.25,66,2.53,67,2.05,63,2.18,0.00
D,51,Mings,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,52,Nakamba,4.5,4.5,Luton,83,1.84,80,2.00,79,1.88,76,1.96,76,2.30,75,1.77,76,1.85,74,1.69,74,1.68,73,1.61,72,1.80,73,1.68,0.01
G,53,Olsen,4.0,4.0,Aston Villa,1,0.04,2,0.07,3,0.08,3,0.10,5,0.15,4,0.12,4,0.16,4,0.18,4,0.12,5,0.17,5,0.17,4,0.15,0.00
M,54,Philogene,4.5,4.5,Aston Villa,21,1.22,14,0.70,9,0.60,6,0.30,4,0.29,4,0.28,5,0.31,5,0.41,5,0.28,5,0.31,6,0.36,6,0.40,0.00
M,55,J.Ramsey,5.9,5.9,Aston Villa,0,0.00,0,0.00,10,0.44,26,0.99,45,1.95,51,2.14,53,2.42,53,2.71,53,2.21,52,2.45,51,1.94,51,2.17,0.00
M,56,Sanson,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,57,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,58,Tielemans,5.9,5.9,Aston Villa,37,1.63,40,1.50,43,1.95,46,1.71,46,2.01,47,1.95,46,2.13,46,2.35,46,1.96,47,2.25,45,1.74,46,1.95,0.00
M,59,Bertrand Traoré,5.0,5.0,Aston Villa,3,0.15,6,0.32,9,0.54,10,0.55,9,0.60,8,0.54,10,0.64,9,0.69,10,0.58,10,0.66,10,0.53,9,0.54,0.00
F,60,Watkins,8.0,8.0,Aston Villa,88,4.72,88,3.78,86,4.98,87,3.76,85,4.76,84,4.44,85,5.09,83,5.58,84,4.52,84,5.31,83,3.86,83,4.54,0.42
F,61,Wesley,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,62,Anthony,5.0,5.0,Bournemouth,43,1.96,44,1.87,45,1.98,38,1.65,36,1.50,35,1.65,35,1.85,33,1.76,34,1.27,35,1.51,33,1.69,34,1.60,0.00
M,63,Billing,5.4,5.4,Bournemouth,85,3.06,80,2.68,77,2.73,72,2.46,73,2.38,70,2.62,69,2.88,69,2.89,69,2.01,66,2.30,66,2.69,68,2.57,0.00
M,64,Brooks,5.0,5.0,Bournemouth,40,1.86,38,1.62,36,1.65,33,1.43,28,1.25,27,1.29,28,1.54,26,1.41,28,1.08,27,1.26,28,1.47,28,1.40,0.00
M,65,Christie,5.0,5.0,Bournemouth,59,2.42,56,2.17,53,2.17,49,1.95,46,1.80,44,1.89,44,2.17,45,2.17,44,1.51,42,1.71,43,1.99,43,1.92,0.00
M,66,L.Cook,5.0,5.0,Bournemouth,14,0.47,36,1.12,54,1.59,45,1.33,43,1.26,41,1.29,40,1.38,39,1.35,41,1.12,40,1.23,45,1.46,44,1.39,0.00
M,67,Siriki,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,68,Fredericks,4.5,4.5,Bournemouth,4,0.10,9,0.25,9,0.26,11,0.27,9,0.26,9,0.31,11,0.43,11,0.40,12,0.25,12,0.35,11,0.40,11,0.37,0.00
D,69,Hill,4.0,4.0,Bournemouth,1,0.03,1,0.03,2,0.03,2,0.06,4,0.08,4,0.10,4,0.14,5,0.14,5,0.08,5,0.13,4,0.15,5,0.12,0.00
D,70,Kelly,4.5,4.5,Bournemouth,69,1.61,79,1.79,79,1.83,75,1.28,74,1.42,73,2.09,74,2.56,73,2.57,73,0.75,72,1.53,73,2.64,71,1.90,0.00
M,71,Kilkenny,4.5,4.5,Bournemouth,20,0.66,11,0.39,4,0.11,2,0.08,2,0.08,2,0.08,2,0.08,3,0.08,3,0.11,3,0.08,3,0.08,3,0.12,0.00
M,72,Kluivert,4.9,4.9,Bournemouth,38,1.94,51,2.23,49,2.32,45,2.05,42,1.82,41,2.03,39,2.27,40,2.30,37,1.43,38,1.80,40,2.21,40,2.05,0.00
M,73,Lowe,4.9,4.9,Bournemouth,0,0.00,1,0.05,1,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,74,Marcondes,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,75,Mepham,4.4,4.4,Bournemouth,17,0.40,17,0.40,17,0.42,20,0.36,21,0.41,19,0.55,24,0.81,23,0.82,25,0.27,25,0.53,23,0.79,23,0.63,0.00
F,76,Moore,5.0,5.0,Bournemouth,14,0.72,16,0.79,18,0.93,18,0.86,18,0.87,18,0.92,17,1.04,20,1.21,19,0.80,19,0.96,20,1.09,20,1.11,0.00
G,77,Neto,4.5,4.5,Bournemouth,93,3.21,93,3.15,92,3.17,91,3.01,92,3.02,92,3.30,91,3.59,90,3.56,91,2.92,89,3.02,90,3.59,90,3.17,0.00
M,78,O.Dango,4.9,4.9,Bournemouth,0,0.00,0,0.00,7,0.35,21,0.92,30,1.28,33,1.59,34,1.89,34,1.89,35,1.31,35,1.59,34,1.80,35,1.71,0.00
M,79,Pearson,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,80,Randolph,4.0,4.0,Bournemouth,0,0.00,1,0.04,1,0.04,2,0.03,1,0.03,1,0.04,2,0.08,3,0.08,3,0.07,3,0.07,3,0.08,3,0.11,0.00
M,81,Rothwell,5.0,5.0,Bournemouth,68,2.44,45,1.66,26,1.08,18,0.79,17,0.74,16,0.74,16,0.78,18,0.84,17,0.69,17,0.76,18,0.81,17,0.80,0.00
F,82,Semenyo,4.5,4.5,Bournemouth,62,2.77,47,1.99,34,1.64,30,1.38,27,1.24,24,1.25,25,1.40,26,1.46,26,1.03,27,1.30,24,1.28,26,1.38,0.00
D,83,Senesi,4.4,4.4,Bournemouth,87,2.14,83,1.95,82,2.02,78,1.44,79,1.59,78,2.29,76,2.77,77,2.83,74,0.79,76,1.66,76,2.85,76,2.08,0.00
D,84,Smith,4.5,4.5,Bournemouth,18,0.54,30,0.85,44,1.25,41,0.94,42,1.01,44,1.44,44,1.69,43,1.69,42,0.62,43,1.11,41,1.62,42,1.28,0.00
F,85,Solanke,6.5,6.5,Bournemouth,84,3.99,82,3.40,79,3.54,78,3.32,75,3.00,76,3.52,74,4.03,71,3.94,72,2.47,73,3.20,73,3.69,71,3.53,0.00
M,86,Tavernier,5.4,5.4,Bournemouth,0,0.00,0,0.00,1,0.05,18,0.72,32,1.27,43,1.87,40,2.00,42,2.14,41,1.43,43,1.74,42,2.04,41,1.83,0.00
M,87,Hamed Traorè,4.9,4.9,Bournemouth,35,1.69,32,1.47,33,1.57,28,1.31,25,1.16,23,1.15,25,1.38,24,1.33,25,1.04,25,1.16,24,1.27,25,1.26,0.00
G,88,Travers,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,89,Zabarnyi,4.5,4.5,Bournemouth,81,1.91,80,1.82,79,1.81,76,1.31,73,1.41,75,2.08,74,2.52,72,2.46,70,0.72,72,1.48,73,2.53,73,1.87,0.00
D,90,Ajer,4.5,4.5,Brentford,22,0.88,21,0.83,22,0.49,24,1.02,25,0.88,26,0.58,25,1.03,28,0.69,26,1.04,29,0.56,26,0.69,27,1.30,0.00
G,91,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,92,Baptiste,4.5,4.5,Brentford,12,0.55,14,0.63,19,0.70,18,0.82,19,0.77,19,0.74,22,0.94,20,0.78,20,0.85,21,0.80,20,0.78,23,1.08,0.00
D,93,Bech,4.0,4.0,Brentford,3,0.09,4,0.17,5,0.14,5,0.21,7,0.25,6,0.15,9,0.32,7,0.16,8,0.30,8,0.15,8,0.22,9,0.35,0.00
M,94,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,95,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,96,Collins,4.5,4.5,Brentford,48,1.89,45,1.91,46,0.95,50,2.10,50,1.74,54,1.08,56,2.36,55,1.23,58,2.25,56,0.94,58,1.41,59,2.82,0.00
G,97,Cox,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,98,Damsgaard,5.0,5.0,Brentford,37,1.89,41,2.24,41,1.66,40,2.13,41,1.93,41,1.68,43,2.27,42,1.72,41,2.15,42,1.64,43,1.75,42,2.38,0.00
M,99,Dasilva,5.0,5.0,Brentford,18,0.90,24,1.33,25,1.09,28,1.41,28,1.33,27,1.16,29,1.45,28,1.17,31,1.52,29,1.21,29,1.25,30,1.65,0.00
F,100,Dervişoğlu,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,101,Flekken,4.5,4.5,Brentford,94,3.81,92,3.83,92,3.06,92,3.84,93,3.63,92,3.11,92,3.81,92,3.12,91,3.61,91,2.99,91,3.19,91,4.01,0.07
D,102,Goode,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.03,0,0.00,1,0.03,1,0.04,0.00
D,103,Henry,4.6,4.6,Brentford,90,3.68,88,3.81,86,1.77,83,3.57,83,3.01,83,1.71,82,3.52,84,1.92,82,3.23,83,1.41,82,2.05,80,3.93,0.04
D,104,Hickey,4.5,4.5,Brentford,81,3.27,76,3.33,74,1.58,73,3.12,71,2.59,71,1.53,69,2.98,68,1.67,67,2.71,68,1.25,69,1.81,68,3.35,0.00
M,105,Janelt,5.5,5.5,Brentford,71,2.44,69,2.50,67,1.91,66,2.37,65,2.17,67,1.92,65,2.32,64,1.89,63,2.23,62,1.78,63,1.89,62,2.38,0.00
M,106,Jensen,5.5,5.5,Brentford,70,3.03,67,3.17,63,2.20,64,2.96,63,2.61,62,2.20,61,2.86,62,2.22,62,2.80,61,2.14,60,2.22,60,3.01,0.00
M,107,Lewis-Potter,4.9,4.9,Brentford,28,1.68,30,2.04,31,1.48,32,2.05,35,1.95,38,1.75,37,2.29,39,1.79,35,2.20,35,1.63,38,1.78,37,2.54,0.00
M,108,Mbeumo,6.7,6.6,Brentford,82,5.40,82,6.15,79,3.60,79,5.60,77,4.75,77,3.64,77,5.46,76,3.63,76,5.35,74,3.45,76,3.77,75,5.96,0.72
D,109,Mee,4.9,4.9,Brentford,69,2.85,82,3.63,79,1.64,77,3.41,74,2.69,74,1.51,71,3.16,71,1.64,72,2.94,71,1.23,72,1.82,71,3.58,0.00
M,110,Nørgaard,5.5,5.5,Brentford,78,2.58,75,2.66,73,1.97,70,2.43,72,2.26,69,1.90,66,2.31,68,1.91,68,2.29,67,1.80,67,1.88,66,2.48,0.00
M,111,Onyeka,4.9,4.9,Brentford,11,0.49,13,0.57,14,0.58,16,0.75,16,0.67,18,0.71,19,0.89,18,0.71,19,0.89,20,0.78,19,0.80,20,0.93,0.00
D,112,Pinnock,4.5,4.5,Brentford,86,3.57,79,3.48,78,1.61,76,3.34,77,2.81,72,1.49,71,3.11,72,1.68,70,2.79,71,1.24,70,1.79,69,3.41,0.00
G,113,Raya,4.9,4.9,Arsenal,6,0.23,10,0.40,12,0.49,11,0.46,14,0.56,15,0.58,17,0.63,18,0.91,22,0.83,22,1.00,0,0.00,22,1.00,0.00
D,114,Roerslev,4.5,4.5,Brentford,9,0.38,10,0.40,13,0.36,14,0.58,16,0.64,15,0.39,15,0.68,17,0.48,17,0.74,16,0.38,17,0.51,16,0.81,0.00
M,115,Schade,5.5,5.5,Brentford,56,2.78,53,3.00,56,2.21,55,2.90,53,2.56,53,2.16,53,2.82,53,2.17,54,2.86,56,2.17,55,2.28,54,3.08,0.00
G,116,Strakosha,4.0,4.0,Brentford,1,0.04,3,0.08,3,0.10,3,0.08,2,0.08,3,0.07,3,0.13,3,0.10,4,0.12,4,0.13,4,0.10,4,0.18,0.00
F,117,Toney,8.0,8.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,118,Trevitt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,119,Wissa,6.1,6.1,Brentford,76,3.68,73,3.99,72,2.74,71,3.72,70,3.31,69,2.76,68,3.56,69,2.74,68,3.57,70,2.70,68,2.75,68,3.88,0.00
M,120,Yarmolyuk,4.5,4.5,Brentford,1,0.07,3,0.15,3,0.17,4,0.20,4,0.19,5,0.23,5,0.32,4,0.23,4,0.27,4,0.22,4,0.18,4,0.28,0.00
D,121,Zanka,4.5,4.5,Brentford,2,0.05,2,0.05,2,0.06,2,0.09,3,0.12,3,0.06,4,0.18,4,0.09,4,0.13,5,0.10,4,0.13,4,0.19,0.00
M,122,Adingra,5.0,5.0,Brighton,8,0.61,11,0.64,10,0.58,10,0.73,11,0.65,9,0.58,12,0.55,13,0.85,13,0.75,12,0.87,12,0.69,11,0.60,0.00
M,123,Alzate,4.5,4.5,Brighton,0,0.00,0,0.00,1,0.06,1,0.07,2,0.12,3,0.12,2,0.11,3,0.13,2,0.12,2,0.13,3,0.12,3,0.11,0.00
M,124,Ayari,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,125,Buonanotte,4.9,4.9,Brighton,38,2.15,37,1.83,36,1.61,36,2.13,35,1.62,34,1.61,34,1.37,36,2.06,35,1.79,35,2.14,35,1.76,35,1.56,0.00
M,126,Caicedo,5.0,5.0,Chelsea,82,2.86,79,2.61,77,2.34,77,2.29,76,2.30,74,2.22,75,2.01,75,2.38,74,2.00,73,1.90,72,1.87,70,2.10,0.00
F,127,Connolly,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,128,Dahoud,5.0,5.0,Brighton,66,2.58,70,2.33,73,2.19,73,2.83,69,2.23,70,2.28,72,1.96,68,2.65,68,2.36,68,2.83,68,2.38,69,2.08,0.00
D,129,Dunk,5.0,5.0,Brighton,93,3.70,90,2.64,89,1.80,87,3.59,85,2.20,85,2.04,85,1.26,85,3.50,85,2.98,86,4.20,85,3.07,86,1.97,0.01
M,130,Enciso,5.4,5.4,Brighton,0,0.00,8,0.47,21,1.11,29,2.21,34,1.96,38,2.26,39,1.77,40,3.00,42,2.57,40,3.06,40,2.57,38,2.02,0.00
D,131,Estupiñan,5.2,5.1,Brighton,88,4.16,85,2.95,84,2.05,83,4.02,82,2.52,79,2.32,78,1.43,78,3.81,78,3.21,77,4.50,78,3.28,78,2.11,0.99
F,132,Ferguson,6.0,6.0,Brighton,44,2.85,41,2.31,40,2.05,42,2.83,39,2.14,39,2.16,40,1.75,41,2.74,41,2.40,39,2.75,37,2.23,41,2.04,0.00
M,133,Gilmour,5.0,5.0,Brighton,47,1.85,46,1.66,41,1.44,42,1.76,42,1.52,43,1.53,43,1.39,43,1.74,42,1.60,42,1.82,44,1.67,42,1.43,0.00
M,134,Gross,6.4,6.4,Brighton,84,4.22,81,3.39,80,2.92,78,4.13,79,3.11,76,3.12,77,2.44,77,4.02,75,3.34,77,4.24,76,3.43,77,2.81,0.00
F,135,João Pedro,5.6,5.6,Brighton,62,4.23,60,3.48,56,2.84,55,4.01,53,2.92,54,3.10,51,2.15,53,3.84,51,3.08,54,3.96,54,3.23,53,2.67,0.32
D,136,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,137,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
